"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.53,0.95,"rcp45",2070,2100,2085,1991,"relative","CanESM2"
1.4,0.84,"rcp45",2070,2100,2085,1991,"relative","CanESM2"
1.36,0.81,"rcp45",2070,2100,2085,1991,"relative","CanESM2"
1.06,0.59,"rcp45",2070,2100,2085,1991,"relative","CanESM2"
0.83,0.35,"rcp45",2070,2100,2085,1991,"relative","CanESM2"
1.02,0.79,"rcp45",2070,2100,2085,1991,"relative","CanESM2"
1.07,0.85,"rcp45",2070,2100,2085,1991,"relative","CanESM2"
1.25,0.85,"rcp45",2070,2100,2085,1991,"relative","CanESM2"
1.19,0.7,"rcp45",2070,2100,2085,1991,"relative","CanESM2"
1.5,1.04,"rcp45",2070,2100,2085,1991,"relative","CanESM2"
1.73,1.31,"rcp45",2070,2100,2085,1991,"relative","CanESM2"
1.85,1.27,"rcp45",2070,2100,2085,1991,"relative","CanESM2"
