"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
0.95,0.86,"rcp45",2035,2065,2050,1991,"relative","CCSM4"
1.01,0.95,"rcp45",2035,2065,2050,1991,"relative","CCSM4"
1.05,0.93,"rcp45",2035,2065,2050,1991,"relative","CCSM4"
0.64,0.49,"rcp45",2035,2065,2050,1991,"relative","CCSM4"
0.77,0.77,"rcp45",2035,2065,2050,1991,"relative","CCSM4"
1,0.75,"rcp45",2035,2065,2050,1991,"relative","CCSM4"
0.78,0.88,"rcp45",2035,2065,2050,1991,"relative","CCSM4"
0.86,1.1,"rcp45",2035,2065,2050,1991,"relative","CCSM4"
0.87,1.14,"rcp45",2035,2065,2050,1991,"relative","CCSM4"
0.97,0.83,"rcp45",2035,2065,2050,1991,"relative","CCSM4"
1.09,1.02,"rcp45",2035,2065,2050,1991,"relative","CCSM4"
1.17,1.21,"rcp45",2035,2065,2050,1991,"relative","CCSM4"
