"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
0.8,0.3,"rcp45",2070,2100,2085,1991,"relative","CCSM4"
0.71,0.41,"rcp45",2070,2100,2085,1991,"relative","CCSM4"
0.81,0.39,"rcp45",2070,2100,2085,1991,"relative","CCSM4"
0.81,0.36,"rcp45",2070,2100,2085,1991,"relative","CCSM4"
0.56,0.51,"rcp45",2070,2100,2085,1991,"relative","CCSM4"
0.91,0.54,"rcp45",2070,2100,2085,1991,"relative","CCSM4"
1.14,1.1,"rcp45",2070,2100,2085,1991,"relative","CCSM4"
1.08,1.16,"rcp45",2070,2100,2085,1991,"relative","CCSM4"
0.87,0.7,"rcp45",2070,2100,2085,1991,"relative","CCSM4"
0.88,0.6,"rcp45",2070,2100,2085,1991,"relative","CCSM4"
0.83,0.49,"rcp45",2070,2100,2085,1991,"relative","CCSM4"
0.78,0.41,"rcp45",2070,2100,2085,1991,"relative","CCSM4"
