"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.07,0.88,"rcp45",2035,2065,2050,1991,"relative","inmcm4"
0.81,0.81,"rcp45",2035,2065,2050,1991,"relative","inmcm4"
0.67,0.71,"rcp45",2035,2065,2050,1991,"relative","inmcm4"
0.5,0.04,"rcp45",2035,2065,2050,1991,"relative","inmcm4"
0.65,0.56,"rcp45",2035,2065,2050,1991,"relative","inmcm4"
0.79,0.54,"rcp45",2035,2065,2050,1991,"relative","inmcm4"
0.85,1.23,"rcp45",2035,2065,2050,1991,"relative","inmcm4"
0.8,1.18,"rcp45",2035,2065,2050,1991,"relative","inmcm4"
0.93,1.16,"rcp45",2035,2065,2050,1991,"relative","inmcm4"
0.97,1.2,"rcp45",2035,2065,2050,1991,"relative","inmcm4"
0.69,0.85,"rcp45",2035,2065,2050,1991,"relative","inmcm4"
0.96,0.71,"rcp45",2035,2065,2050,1991,"relative","inmcm4"
