"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
0.81,0.74,"rcp45",2070,2100,2085,1991,"relative","bcc-csm1-1"
0.98,0.76,"rcp45",2070,2100,2085,1991,"relative","bcc-csm1-1"
0.59,0.29,"rcp45",2070,2100,2085,1991,"relative","bcc-csm1-1"
0.92,0.33,"rcp45",2070,2100,2085,1991,"relative","bcc-csm1-1"
0.97,0.57,"rcp45",2070,2100,2085,1991,"relative","bcc-csm1-1"
0.77,0.64,"rcp45",2070,2100,2085,1991,"relative","bcc-csm1-1"
0.81,0.55,"rcp45",2070,2100,2085,1991,"relative","bcc-csm1-1"
0.86,0.53,"rcp45",2070,2100,2085,1991,"relative","bcc-csm1-1"
0.49,0.33,"rcp45",2070,2100,2085,1991,"relative","bcc-csm1-1"
0.84,0.62,"rcp45",2070,2100,2085,1991,"relative","bcc-csm1-1"
0.9,0.94,"rcp45",2070,2100,2085,1991,"relative","bcc-csm1-1"
0.7,0.59,"rcp45",2070,2100,2085,1991,"relative","bcc-csm1-1"
