"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.13,1.01,"rcp85",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.43,1.13,"rcp85",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.26,1.13,"rcp85",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.4,1.27,"rcp85",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.33,1.31,"rcp85",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.07,0.85,"rcp85",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.08,1.07,"rcp85",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.07,1.04,"rcp85",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.1,1.09,"rcp85",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.16,1.05,"rcp85",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.04,1.08,"rcp85",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.1,1.08,"rcp85",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
