"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.81,2.14,"rcp85",2070,2100,2085,1991,"relative","CanESM2"
2.56,1.84,"rcp85",2070,2100,2085,1991,"relative","CanESM2"
2.24,1.67,"rcp85",2070,2100,2085,1991,"relative","CanESM2"
2.18,1.66,"rcp85",2070,2100,2085,1991,"relative","CanESM2"
2.27,1.67,"rcp85",2070,2100,2085,1991,"relative","CanESM2"
2.32,1.95,"rcp85",2070,2100,2085,1991,"relative","CanESM2"
2.25,1.98,"rcp85",2070,2100,2085,1991,"relative","CanESM2"
2.44,1.99,"rcp85",2070,2100,2085,1991,"relative","CanESM2"
2.47,1.89,"rcp85",2070,2100,2085,1991,"relative","CanESM2"
2.84,2.21,"rcp85",2070,2100,2085,1991,"relative","CanESM2"
2.93,2.53,"rcp85",2070,2100,2085,1991,"relative","CanESM2"
3.05,2.41,"rcp85",2070,2100,2085,1991,"relative","CanESM2"
