"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.32,1.54,"rcp45",2035,2065,2050,1991,"relative","CNRM-CM5"
1.25,1.23,"rcp45",2035,2065,2050,1991,"relative","CNRM-CM5"
0.85,1.05,"rcp45",2035,2065,2050,1991,"relative","CNRM-CM5"
1.63,1.65,"rcp45",2035,2065,2050,1991,"relative","CNRM-CM5"
1.11,1.18,"rcp45",2035,2065,2050,1991,"relative","CNRM-CM5"
0.91,0.88,"rcp45",2035,2065,2050,1991,"relative","CNRM-CM5"
0.92,1.02,"rcp45",2035,2065,2050,1991,"relative","CNRM-CM5"
0.71,0.91,"rcp45",2035,2065,2050,1991,"relative","CNRM-CM5"
0.84,1.11,"rcp45",2035,2065,2050,1991,"relative","CNRM-CM5"
0.86,0.76,"rcp45",2035,2065,2050,1991,"relative","CNRM-CM5"
0.89,1.01,"rcp45",2035,2065,2050,1991,"relative","CNRM-CM5"
1.02,1.25,"rcp45",2035,2065,2050,1991,"relative","CNRM-CM5"
