"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
5.07,4.17,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-MR"
4.88,3.81,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-MR"
4.4,3.43,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-MR"
4.16,3.24,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-MR"
3.58,3.21,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-MR"
3.4,3.33,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-MR"
3.31,3.28,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-MR"
3.6,3.71,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-MR"
3.8,3.8,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-MR"
4.38,4.1,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-MR"
4.67,3.92,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-MR"
5.01,4.12,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-MR"
