"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.23,0.86,"rcp45",2070,2100,2085,1991,"relative","BNU-ESM"
1.35,1.03,"rcp45",2070,2100,2085,1991,"relative","BNU-ESM"
1.44,1.04,"rcp45",2070,2100,2085,1991,"relative","BNU-ESM"
1.62,1.14,"rcp45",2070,2100,2085,1991,"relative","BNU-ESM"
1.3,1.13,"rcp45",2070,2100,2085,1991,"relative","BNU-ESM"
1.45,1.35,"rcp45",2070,2100,2085,1991,"relative","BNU-ESM"
1.38,1.23,"rcp45",2070,2100,2085,1991,"relative","BNU-ESM"
1.37,1.4,"rcp45",2070,2100,2085,1991,"relative","BNU-ESM"
1.13,1.03,"rcp45",2070,2100,2085,1991,"relative","BNU-ESM"
1.25,1.07,"rcp45",2070,2100,2085,1991,"relative","BNU-ESM"
1.15,0.84,"rcp45",2070,2100,2085,1991,"relative","BNU-ESM"
1.25,0.97,"rcp45",2070,2100,2085,1991,"relative","BNU-ESM"
