"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.57,1.7,"rcp45",2035,2065,2050,1991,"relative","GFDL-CM3"
1.35,1.48,"rcp45",2035,2065,2050,1991,"relative","GFDL-CM3"
1.16,1.37,"rcp45",2035,2065,2050,1991,"relative","GFDL-CM3"
1.29,1.62,"rcp45",2035,2065,2050,1991,"relative","GFDL-CM3"
1.21,1.27,"rcp45",2035,2065,2050,1991,"relative","GFDL-CM3"
1.14,1.42,"rcp45",2035,2065,2050,1991,"relative","GFDL-CM3"
1.03,1.29,"rcp45",2035,2065,2050,1991,"relative","GFDL-CM3"
1.2,1.51,"rcp45",2035,2065,2050,1991,"relative","GFDL-CM3"
1.64,1.74,"rcp45",2035,2065,2050,1991,"relative","GFDL-CM3"
1.43,1.93,"rcp45",2035,2065,2050,1991,"relative","GFDL-CM3"
1.84,2.3,"rcp45",2035,2065,2050,1991,"relative","GFDL-CM3"
1.63,1.9,"rcp45",2035,2065,2050,1991,"relative","GFDL-CM3"
