"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
0.87,0.92,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2G"
1.19,1.41,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2G"
0.81,1.09,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2G"
0.95,1.17,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2G"
0.78,1.35,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2G"
0.74,1.16,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2G"
0.85,1,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2G"
0.66,1.01,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2G"
0.79,1.57,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2G"
1.05,1.49,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2G"
0.95,1.18,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2G"
1.23,1.41,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2G"
