"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
0.75,0.41,"rcp45",2070,2100,2085,1991,"relative","CSIRO-Mk3-6-0"
1.06,0.63,"rcp45",2070,2100,2085,1991,"relative","CSIRO-Mk3-6-0"
1.17,0.61,"rcp45",2070,2100,2085,1991,"relative","CSIRO-Mk3-6-0"
1.42,0.85,"rcp45",2070,2100,2085,1991,"relative","CSIRO-Mk3-6-0"
1.17,0.81,"rcp45",2070,2100,2085,1991,"relative","CSIRO-Mk3-6-0"
1.07,0.61,"rcp45",2070,2100,2085,1991,"relative","CSIRO-Mk3-6-0"
0.96,0.74,"rcp45",2070,2100,2085,1991,"relative","CSIRO-Mk3-6-0"
1.14,0.79,"rcp45",2070,2100,2085,1991,"relative","CSIRO-Mk3-6-0"
1.11,0.84,"rcp45",2070,2100,2085,1991,"relative","CSIRO-Mk3-6-0"
1.13,0.78,"rcp45",2070,2100,2085,1991,"relative","CSIRO-Mk3-6-0"
1.09,0.78,"rcp45",2070,2100,2085,1991,"relative","CSIRO-Mk3-6-0"
0.79,0.57,"rcp45",2070,2100,2085,1991,"relative","CSIRO-Mk3-6-0"
