"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.01,0.99,"rcp45",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.12,0.98,"rcp45",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.29,1.17,"rcp45",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.31,1.28,"rcp45",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.15,1.11,"rcp45",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
0.94,0.89,"rcp45",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.1,1.06,"rcp45",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.1,1.02,"rcp45",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.3,1.15,"rcp45",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.26,1.12,"rcp45",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.13,1.1,"rcp45",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
1.09,1.14,"rcp45",2035,2065,2050,1991,"relative","CSIRO-Mk3-6-0"
