"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.67,1.06,"rcp45",2070,2100,2085,1991,"relative","ACCESS1-0"
1.23,0.36,"rcp45",2070,2100,2085,1991,"relative","ACCESS1-0"
1.23,0.97,"rcp45",2070,2100,2085,1991,"relative","ACCESS1-0"
0.99,0.63,"rcp45",2070,2100,2085,1991,"relative","ACCESS1-0"
1.02,0.64,"rcp45",2070,2100,2085,1991,"relative","ACCESS1-0"
1.05,0.75,"rcp45",2070,2100,2085,1991,"relative","ACCESS1-0"
1.17,0.7,"rcp45",2070,2100,2085,1991,"relative","ACCESS1-0"
1.09,0.79,"rcp45",2070,2100,2085,1991,"relative","ACCESS1-0"
0.93,0.75,"rcp45",2070,2100,2085,1991,"relative","ACCESS1-0"
1.63,0.88,"rcp45",2070,2100,2085,1991,"relative","ACCESS1-0"
1.4,0.92,"rcp45",2070,2100,2085,1991,"relative","ACCESS1-0"
1.2,0.63,"rcp45",2070,2100,2085,1991,"relative","ACCESS1-0"
