"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.55,1.68,"rcp85",2035,2065,2050,1991,"relative","GFDL-CM3"
1.63,1.77,"rcp85",2035,2065,2050,1991,"relative","GFDL-CM3"
1.62,1.85,"rcp85",2035,2065,2050,1991,"relative","GFDL-CM3"
1.6,1.92,"rcp85",2035,2065,2050,1991,"relative","GFDL-CM3"
1.32,1.43,"rcp85",2035,2065,2050,1991,"relative","GFDL-CM3"
1.46,1.6,"rcp85",2035,2065,2050,1991,"relative","GFDL-CM3"
1.3,1.63,"rcp85",2035,2065,2050,1991,"relative","GFDL-CM3"
1.45,1.73,"rcp85",2035,2065,2050,1991,"relative","GFDL-CM3"
1.84,2.08,"rcp85",2035,2065,2050,1991,"relative","GFDL-CM3"
1.72,2.27,"rcp85",2035,2065,2050,1991,"relative","GFDL-CM3"
2.34,2.81,"rcp85",2035,2065,2050,1991,"relative","GFDL-CM3"
2.08,2.28,"rcp85",2035,2065,2050,1991,"relative","GFDL-CM3"
