"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.78,1.49,"rcp85",2035,2065,2050,1991,"relative","ACCESS1-0"
1.85,1.21,"rcp85",2035,2065,2050,1991,"relative","ACCESS1-0"
1.63,1.41,"rcp85",2035,2065,2050,1991,"relative","ACCESS1-0"
1.24,0.99,"rcp85",2035,2065,2050,1991,"relative","ACCESS1-0"
1.17,1.53,"rcp85",2035,2065,2050,1991,"relative","ACCESS1-0"
1.19,1.12,"rcp85",2035,2065,2050,1991,"relative","ACCESS1-0"
1.59,1.39,"rcp85",2035,2065,2050,1991,"relative","ACCESS1-0"
1.01,1.34,"rcp85",2035,2065,2050,1991,"relative","ACCESS1-0"
1.34,1.37,"rcp85",2035,2065,2050,1991,"relative","ACCESS1-0"
1.95,1.52,"rcp85",2035,2065,2050,1991,"relative","ACCESS1-0"
2.05,1.85,"rcp85",2035,2065,2050,1991,"relative","ACCESS1-0"
1.9,1.52,"rcp85",2035,2065,2050,1991,"relative","ACCESS1-0"
