"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
3.01,2.74,"rcp85",2070,2100,2085,1991,"relative","MIROC-ESM"
2.87,2.58,"rcp85",2070,2100,2085,1991,"relative","MIROC-ESM"
3.07,2.83,"rcp85",2070,2100,2085,1991,"relative","MIROC-ESM"
2.54,2.48,"rcp85",2070,2100,2085,1991,"relative","MIROC-ESM"
2.57,2.57,"rcp85",2070,2100,2085,1991,"relative","MIROC-ESM"
2.61,2.87,"rcp85",2070,2100,2085,1991,"relative","MIROC-ESM"
2.75,2.93,"rcp85",2070,2100,2085,1991,"relative","MIROC-ESM"
2.72,2.74,"rcp85",2070,2100,2085,1991,"relative","MIROC-ESM"
2.84,2.92,"rcp85",2070,2100,2085,1991,"relative","MIROC-ESM"
2.88,2.8,"rcp85",2070,2100,2085,1991,"relative","MIROC-ESM"
2.99,2.67,"rcp85",2070,2100,2085,1991,"relative","MIROC-ESM"
3.15,2.77,"rcp85",2070,2100,2085,1991,"relative","MIROC-ESM"
