"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1,1.28,"rcp45",2035,2065,2050,1991,"relative","GFDL-ESM2M"
0.4,0.68,"rcp45",2035,2065,2050,1991,"relative","GFDL-ESM2M"
0.99,1.1,"rcp45",2035,2065,2050,1991,"relative","GFDL-ESM2M"
0.61,0.91,"rcp45",2035,2065,2050,1991,"relative","GFDL-ESM2M"
0.53,0.83,"rcp45",2035,2065,2050,1991,"relative","GFDL-ESM2M"
0.4,0.73,"rcp45",2035,2065,2050,1991,"relative","GFDL-ESM2M"
0.74,0.8,"rcp45",2035,2065,2050,1991,"relative","GFDL-ESM2M"
0.54,0.78,"rcp45",2035,2065,2050,1991,"relative","GFDL-ESM2M"
0.47,0.87,"rcp45",2035,2065,2050,1991,"relative","GFDL-ESM2M"
0.73,0.99,"rcp45",2035,2065,2050,1991,"relative","GFDL-ESM2M"
0.93,1.14,"rcp45",2035,2065,2050,1991,"relative","GFDL-ESM2M"
0.65,0.95,"rcp45",2035,2065,2050,1991,"relative","GFDL-ESM2M"
