"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.26,1.33,"rcp45",2035,2065,2050,1991,"relative","BNU-ESM"
1.38,1.52,"rcp45",2035,2065,2050,1991,"relative","BNU-ESM"
1.59,1.58,"rcp45",2035,2065,2050,1991,"relative","BNU-ESM"
1.6,1.42,"rcp45",2035,2065,2050,1991,"relative","BNU-ESM"
0.99,1.02,"rcp45",2035,2065,2050,1991,"relative","BNU-ESM"
1.2,1.23,"rcp45",2035,2065,2050,1991,"relative","BNU-ESM"
1.31,1.42,"rcp45",2035,2065,2050,1991,"relative","BNU-ESM"
1.47,1.88,"rcp45",2035,2065,2050,1991,"relative","BNU-ESM"
1.08,1.26,"rcp45",2035,2065,2050,1991,"relative","BNU-ESM"
1.1,1.18,"rcp45",2035,2065,2050,1991,"relative","BNU-ESM"
1.08,1.06,"rcp45",2035,2065,2050,1991,"relative","BNU-ESM"
1.01,1.05,"rcp45",2035,2065,2050,1991,"relative","BNU-ESM"
