"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
4.56,4.28,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-LR"
4.94,4.56,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-LR"
4.92,4.42,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-LR"
4.28,3.86,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-LR"
3.91,3.9,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-LR"
3.61,3.5,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-LR"
3.52,3.44,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-LR"
3.43,3.34,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-LR"
3.49,3.24,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-LR"
3.76,3.25,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-LR"
4.17,3.65,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-LR"
4.3,3.95,"rcp85",2070,2100,2085,1991,"relative","IPSL-CM5A-LR"
