"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.08,1.36,"rcp85",2070,2100,2085,1991,"relative","CESM1-BGC"
2.19,1.44,"rcp85",2070,2100,2085,1991,"relative","CESM1-BGC"
2.05,1.2,"rcp85",2070,2100,2085,1991,"relative","CESM1-BGC"
2.08,1.35,"rcp85",2070,2100,2085,1991,"relative","CESM1-BGC"
1.83,1.24,"rcp85",2070,2100,2085,1991,"relative","CESM1-BGC"
1.91,1.55,"rcp85",2070,2100,2085,1991,"relative","CESM1-BGC"
1.97,1.25,"rcp85",2070,2100,2085,1991,"relative","CESM1-BGC"
2.09,1.82,"rcp85",2070,2100,2085,1991,"relative","CESM1-BGC"
2.35,1.86,"rcp85",2070,2100,2085,1991,"relative","CESM1-BGC"
2.13,1.86,"rcp85",2070,2100,2085,1991,"relative","CESM1-BGC"
2.16,1.72,"rcp85",2070,2100,2085,1991,"relative","CESM1-BGC"
2.01,1.37,"rcp85",2070,2100,2085,1991,"relative","CESM1-BGC"
