"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.27,0.94,"rcp45",2070,2100,2085,1991,"relative","CNRM-CM5"
1.17,0.64,"rcp45",2070,2100,2085,1991,"relative","CNRM-CM5"
1.14,0.61,"rcp45",2070,2100,2085,1991,"relative","CNRM-CM5"
1.5,0.7,"rcp45",2070,2100,2085,1991,"relative","CNRM-CM5"
1.26,0.81,"rcp45",2070,2100,2085,1991,"relative","CNRM-CM5"
1.28,0.7,"rcp45",2070,2100,2085,1991,"relative","CNRM-CM5"
0.94,0.66,"rcp45",2070,2100,2085,1991,"relative","CNRM-CM5"
0.99,0.82,"rcp45",2070,2100,2085,1991,"relative","CNRM-CM5"
1.32,0.99,"rcp45",2070,2100,2085,1991,"relative","CNRM-CM5"
1.27,0.99,"rcp45",2070,2100,2085,1991,"relative","CNRM-CM5"
1.14,0.73,"rcp45",2070,2100,2085,1991,"relative","CNRM-CM5"
1.23,0.93,"rcp45",2070,2100,2085,1991,"relative","CNRM-CM5"
