"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.29,1.45,"rcp45",2035,2065,2050,1991,"relative","bcc-csm1-1"
1.44,1.42,"rcp45",2035,2065,2050,1991,"relative","bcc-csm1-1"
0.91,0.88,"rcp45",2035,2065,2050,1991,"relative","bcc-csm1-1"
1.02,0.88,"rcp45",2035,2065,2050,1991,"relative","bcc-csm1-1"
1.17,1.12,"rcp45",2035,2065,2050,1991,"relative","bcc-csm1-1"
0.77,0.96,"rcp45",2035,2065,2050,1991,"relative","bcc-csm1-1"
0.75,0.69,"rcp45",2035,2065,2050,1991,"relative","bcc-csm1-1"
0.87,0.96,"rcp45",2035,2065,2050,1991,"relative","bcc-csm1-1"
0.62,0.67,"rcp45",2035,2065,2050,1991,"relative","bcc-csm1-1"
0.97,1.06,"rcp45",2035,2065,2050,1991,"relative","bcc-csm1-1"
1.15,1.47,"rcp45",2035,2065,2050,1991,"relative","bcc-csm1-1"
1.15,1.22,"rcp45",2035,2065,2050,1991,"relative","bcc-csm1-1"
