"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
2.26,1.55,"rcp85",2070,2100,2085,1991,"relative","CCSM4"
2.01,1.15,"rcp85",2070,2100,2085,1991,"relative","CCSM4"
2.19,1.19,"rcp85",2070,2100,2085,1991,"relative","CCSM4"
2.22,1.47,"rcp85",2070,2100,2085,1991,"relative","CCSM4"
1.98,1.49,"rcp85",2070,2100,2085,1991,"relative","CCSM4"
2.07,1.59,"rcp85",2070,2100,2085,1991,"relative","CCSM4"
2.25,1.65,"rcp85",2070,2100,2085,1991,"relative","CCSM4"
2.17,2.2,"rcp85",2070,2100,2085,1991,"relative","CCSM4"
2.31,2.05,"rcp85",2070,2100,2085,1991,"relative","CCSM4"
2.35,1.79,"rcp85",2070,2100,2085,1991,"relative","CCSM4"
2.33,1.61,"rcp85",2070,2100,2085,1991,"relative","CCSM4"
2.28,1.74,"rcp85",2070,2100,2085,1991,"relative","CCSM4"
