"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
0.66,0.24,"rcp45",2070,2100,2085,1991,"relative","CESM1-BGC"
0.76,0.3,"rcp45",2070,2100,2085,1991,"relative","CESM1-BGC"
0.56,0.07,"rcp45",2070,2100,2085,1991,"relative","CESM1-BGC"
0.85,0.48,"rcp45",2070,2100,2085,1991,"relative","CESM1-BGC"
0.86,0.64,"rcp45",2070,2100,2085,1991,"relative","CESM1-BGC"
0.9,0.53,"rcp45",2070,2100,2085,1991,"relative","CESM1-BGC"
0.95,0.54,"rcp45",2070,2100,2085,1991,"relative","CESM1-BGC"
0.84,0.81,"rcp45",2070,2100,2085,1991,"relative","CESM1-BGC"
1.15,0.68,"rcp45",2070,2100,2085,1991,"relative","CESM1-BGC"
0.96,0.7,"rcp45",2070,2100,2085,1991,"relative","CESM1-BGC"
0.65,0.23,"rcp45",2070,2100,2085,1991,"relative","CESM1-BGC"
0.62,0.21,"rcp45",2070,2100,2085,1991,"relative","CESM1-BGC"
