"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.8,1.4,"rcp85",2070,2100,2085,1991,"relative","GFDL-ESM2M"
1.41,1.2,"rcp85",2070,2100,2085,1991,"relative","GFDL-ESM2M"
1.97,1.54,"rcp85",2070,2100,2085,1991,"relative","GFDL-ESM2M"
1.53,1.19,"rcp85",2070,2100,2085,1991,"relative","GFDL-ESM2M"
1.4,1.15,"rcp85",2070,2100,2085,1991,"relative","GFDL-ESM2M"
0.79,0.9,"rcp85",2070,2100,2085,1991,"relative","GFDL-ESM2M"
1.18,1.29,"rcp85",2070,2100,2085,1991,"relative","GFDL-ESM2M"
1.32,1.42,"rcp85",2070,2100,2085,1991,"relative","GFDL-ESM2M"
1.55,1.73,"rcp85",2070,2100,2085,1991,"relative","GFDL-ESM2M"
1.87,1.78,"rcp85",2070,2100,2085,1991,"relative","GFDL-ESM2M"
2.06,1.73,"rcp85",2070,2100,2085,1991,"relative","GFDL-ESM2M"
1.81,1.49,"rcp85",2070,2100,2085,1991,"relative","GFDL-ESM2M"
