"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.43,1.48,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2M"
1.11,1.19,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2M"
1.16,1.21,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2M"
1.08,1.12,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2M"
1.02,1.08,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2M"
0.5,1.06,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2M"
0.68,1.13,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2M"
0.81,0.99,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2M"
0.82,1.07,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2M"
1.13,1.43,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2M"
1.3,1.34,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2M"
1.24,1.37,"rcp85",2035,2065,2050,1991,"relative","GFDL-ESM2M"
