"data.Tmin","data.Tmax","scenario","start_year","end_year","scenario_year","reference_year","scenario_type","labels"
1.68,1.69,"rcp85",2035,2065,2050,1991,"relative","MIROC-ESM"
1.55,1.69,"rcp85",2035,2065,2050,1991,"relative","MIROC-ESM"
1.66,1.66,"rcp85",2035,2065,2050,1991,"relative","MIROC-ESM"
1.62,1.84,"rcp85",2035,2065,2050,1991,"relative","MIROC-ESM"
1.51,1.65,"rcp85",2035,2065,2050,1991,"relative","MIROC-ESM"
1.3,1.59,"rcp85",2035,2065,2050,1991,"relative","MIROC-ESM"
1.28,1.51,"rcp85",2035,2065,2050,1991,"relative","MIROC-ESM"
1.35,1.54,"rcp85",2035,2065,2050,1991,"relative","MIROC-ESM"
1.47,1.54,"rcp85",2035,2065,2050,1991,"relative","MIROC-ESM"
1.35,1.46,"rcp85",2035,2065,2050,1991,"relative","MIROC-ESM"
1.81,1.84,"rcp85",2035,2065,2050,1991,"relative","MIROC-ESM"
1.89,1.93,"rcp85",2035,2065,2050,1991,"relative","MIROC-ESM"
