"CAPE.TOWN.INTL.database","CAPE.TOWN.INTL.weather.DATE","CAPE.TOWN.INTL.weather.STN...","CAPE.TOWN.INTL.weather.WBAN","CAPE.TOWN.INTL.weather.YEAR","CAPE.TOWN.INTL.weather.MONTH","CAPE.TOWN.INTL.weather.DAY","CAPE.TOWN.INTL.weather.TEMP","CAPE.TOWN.INTL.weather.Count1","CAPE.TOWN.INTL.weather.DEWP","CAPE.TOWN.INTL.weather.Count2","CAPE.TOWN.INTL.weather.SLP","CAPE.TOWN.INTL.weather.Count3","CAPE.TOWN.INTL.weather.STP","CAPE.TOWN.INTL.weather.Count4","CAPE.TOWN.INTL.weather.VISIB","CAPE.TOWN.INTL.weather.Count5","CAPE.TOWN.INTL.weather.WDSP","CAPE.TOWN.INTL.weather.Count6","CAPE.TOWN.INTL.weather.MXSPD","CAPE.TOWN.INTL.weather.GUST","CAPE.TOWN.INTL.weather.MAX","CAPE.TOWN.INTL.weather.MaxFlag","CAPE.TOWN.INTL.weather.MIN","CAPE.TOWN.INTL.weather.MinFlag","CAPE.TOWN.INTL.weather.PRCP","CAPE.TOWN.INTL.weather.PrcpFlag","CAPE.TOWN.INTL.weather.SNDP","CAPE.TOWN.INTL.weather.FRSHTT","CAPE.TOWN.INTL.weather.Year","CAPE.TOWN.INTL.weather.Month","CAPE.TOWN.INTL.weather.Day"
"GSOD",1999-07-07 12:00:00,"688160","99999","1999","7","7",12.6666666666667,24,48.5,24,1022.2,8,1017.1,8,7.3,24,5.3,24,7,NA,19," ",8," ",0,"I",NA,100000,1999,7,7
"GSOD",1999-07-08 12:00:00,"688160","99999","1999","7","8",12.1666666666667,23,47,23,1020.6,8,1015.5,8,7.4,23,7.3,23,11.1,NA,19," ",7," ",0,"I",NA,100000,1999,7,8
"GSOD",1999-07-09 12:00:00,"688160","99999","1999","7","9",13.3333333333333,24,49.2,24,1017.8,8,1012.8,8,7.4,24,6.7,24,14,NA,20.2222222222222," ",5.88888888888889," ",NA," ",NA,10000,1999,7,9
"GSOD",1999-07-10 12:00:00,"688160","99999","1999","7","10",12.2222222222222,24,45,24,1024.6,8,1019.5,8,11,23,6.6,24,14,NA,20.2222222222222," ",7,"*",0.254,"G",NA,10000,1999,7,10
"GSOD",1999-07-11 12:00:00,"688160","99999","1999","7","11",10.1111111111111,23,39.9,23,1021.1,8,1015.9,8,11.7,23,2.9,23,8,NA,19.3888888888889," ",2.27777777777778," ",0,"G",NA,0,1999,7,11
"GSOD",1999-07-12 12:00:00,"688160","99999","1999","7","12",15.1111111111111,24,46.1,24,1014.7,8,1009.7,8,12.6,24,9.5,24,21,26,21.1111111111111," ",6.38888888888889," ",0,"I",NA,0,1999,7,12
"GSOD",1999-07-13 12:00:00,"688160","99999","1999","7","13",12.6666666666667,24,48.9,21,1018,8,1013,8,8.1,23,7.3,24,15.9,NA,21.1111111111111," ",7,"*",1.016,"G",NA,10000,1999,7,13
"GSOD",1999-07-14 12:00:00,"688160","99999","1999","7","14",11.8888888888889,24,40.2,24,1017.3,8,1012.4,7,9.5,24,8,24,13,NA,15.7777777777778," ",3," ",0.254,"G",NA,0,1999,7,14
"GSOD",1999-07-15 12:00:00,"688160","99999","1999","7","15",13.2222222222222,21,48.8,21,1016.4,7,1011.3,7,7.2,21,12.7,21,22.9,34,16.6111111111111," ",11,"*",0,"G",NA,10000,1999,7,15
"GSOD",1999-07-16 12:00:00,"688160","99999","1999","7","16",13.7777777777778,20,51.8,19,1016,6,1010.9,6,7.2,20,15.6,20,22,29.9,17," ",12,"*",10.922,"G",NA,10000,1999,7,16
"GSOD",1999-07-17 12:00:00,"688160","99999","1999","7","17",11.8888888888889,21,44.9,21,1022.2,8,1017.1,8,7.8,21,7.1,21,13,NA,16.8888888888889," ",9,"*",8.89,"G",NA,10000,1999,7,17
"GSOD",1999-07-18 12:00:00,"688160","99999","1999","7","18",11.4444444444444,23,43.7,23,1031.8,8,1026.6,8,10.9,23,6.2,23,11.1,NA,15.2222222222222," ",5.22222222222222," ",5.08,"G",NA,0,1999,7,18
"GSOD",1999-07-19 12:00:00,"688160","99999","1999","7","19",9.33333333333333,22,40.9,22,1026,8,1020.9,8,11.4,22,2.6,22,5.1,NA,16.6111111111111," ",2.38888888888889,"*",0,"G",NA,0,1999,7,19
"GSOD",1999-07-20 12:00:00,"688160","99999","1999","7","20",13.5555555555556,23,46.8,23,1017.2,8,1012.1,8,8.1,23,7.1,23,13,20,24,"*",6,"*",0,"I",NA,0,1999,7,20
"GSOD",1999-07-21 12:00:00,"688160","99999","1999","7","21",12.1111111111111,21,48.3,21,1015.5,8,1010.4,8,7.4,21,9.9,21,19,30.9,24," ",7.77777777777778," ",0,"I",NA,0,1999,7,21
"GSOD",1999-07-22 12:00:00,"688160","99999","1999","7","22",12.2222222222222,22,50.3,22,1015.7,8,1010.6,8,6.2,21,13.2,22,21,28,16.5," ",11," ",0.508,"G",NA,10000,1999,7,22
"GSOD",1999-07-23 12:00:00,"688160","99999","1999","7","23",11.2222222222222,24,41,24,1027.2,8,1022.1,8,10.9,24,4.5,24,9.9,19,16.3888888888889," ",5,"*",8.128,"G",NA,10000,1999,7,23
"GSOD",1999-07-24 12:00:00,"688160","99999","1999","7","24",8.44444444444445,23,36.9,23,1023.3,8,1018.1,8,9.8,23,3.2,23,8,NA,17.5," ",0.999999999999998," ",0,"G",NA,0,1999,7,24
"GSOD",1999-07-25 12:00:00,"688160","99999","1999","7","25",13.1666666666667,23,48.9,23,1020.3,8,1015.2,8,8.9,23,7.3,23,12,NA,17.6111111111111," ",5," ",NA," ",NA,10000,1999,7,25
"GSOD",1999-07-26 12:00:00,"688160","99999","1999","7","26",13.1666666666667,24,47.4,24,1026.1,8,1021,8,11.5,23,14,24,21,NA,17.6111111111111," ",11.7222222222222,"*",0.254,"G",NA,0,1999,7,26
"GSOD",1999-07-27 12:00:00,"688160","99999","1999","7","27",13.8888888888889,23,45.7,23,1021.2,8,1016.2,8,13.1,23,5.8,23,15,NA,20,"*",8,"*",0,"G",NA,0,1999,7,27
"GSOD",1999-07-28 12:00:00,"688160","99999","1999","7","28",12.0555555555556,24,47.2,24,1019,8,1013.9,8,9,24,4.4,24,8,NA,19.8888888888889," ",5.5," ",0,"I",NA,0,1999,7,28
"GSOD",1999-07-29 12:00:00,"688160","99999","1999","7","29",12.8333333333333,21,50.4,21,1022.9,8,1017.8,8,6.2,21,6.2,21,8.9,NA,18.5," ",6.38888888888889," ",NA," ",NA,110000,1999,7,29
"GSOD",1999-07-30 12:00:00,"688160","99999","1999","7","30",13.6666666666667,22,51.4,22,1023.4,7,1018.3,7,7.7,22,5.6,22,11.1,NA,18.8888888888889," ",8.38888888888889," ",0,"G",NA,100000,1999,7,30
"GSOD",1999-07-31 12:00:00,"688160","99999","1999","7","31",13.9444444444444,23,47,23,1013.8,8,1008.8,8,9.6,22,3.7,23,8.9,15,24," ",6.88888888888889," ",0,"I",NA,0,1999,7,31
"GSOD",1999-08-01 12:00:00,"688160","99999","1999","8","1",13.7222222222222,23,44,23,1006.3,8,1001.3,8,9.8,23,15.7,23,23.9,35.9,24," ",8.5," ",NA," ",NA,10000,1999,8,1
"GSOD",1999-08-02 12:00:00,"688160","99999","1999","8","2",10.4444444444444,20,46.1,20,1009.7,8,1004.6,8,7.5,20,11.2,20,19,32.1,17.6111111111111," ",9.22222222222222," ",16.002,"G",NA,10000,1999,8,2
"GSOD",1999-08-03 12:00:00,"688160","99999","1999","8","3",12.5555555555556,24,47.5,24,1017.7,8,1012.6,8,7,24,12.3,24,19,29.9,15.6111111111111," ",9.61111111111111," ",9.906,"G",NA,10000,1999,8,3
"GSOD",1999-08-04 12:00:00,"688160","99999","1999","8","4",12.5555555555556,22,51.4,22,1021.4,4,1016.3,4,6.5,21,8.3,22,13,NA,15.6111111111111," ",10.8888888888889," ",5.08,"G",NA,10000,1999,8,4
"GSOD",1999-08-05 12:00:00,"688160","99999","1999","8","5",12.3888888888889,22,49.9,22,1023.8,8,1018.7,8,11.3,22,5.1,22,11.1,NA,17.3888888888889," ",6,"*",1.524,"G",NA,100000,1999,8,5
"GSOD",1999-08-06 12:00:00,"688160","99999","1999","8","6",14.0555555555556,22,44.8,22,1014.5,6,1009.4,6,7.8,22,5.3,22,11.1,NA,24,"*",4.88888888888889," ",0,"G",NA,100000,1999,8,6
"GSOD",1999-08-07 12:00:00,"688160","99999","1999","8","7",12.8333333333333,23,52.1,23,1015.8,8,1010.8,8,7.1,23,9.9,23,20,23.9,24.5," ",9,"*",NA," ",NA,10000,1999,8,7
"GSOD",1999-08-08 12:00:00,"688160","99999","1999","8","8",11.9444444444444,24,45.6,24,1025.2,8,1020,8,10.6,24,7.3,24,15,NA,16," ",8.27777777777778," ",14.478,"G",NA,10000,1999,8,8
"GSOD",1999-08-09 12:00:00,"688160","99999","1999","8","9",12.3888888888889,23,48.4,23,1026.5,6,1021.4,6,8.5,23,6.4,23,12,NA,16," ",9.38888888888889," ",0,"G",NA,10000,1999,8,9
"GSOD",1999-08-10 12:00:00,"688160","99999","1999","8","10",14,22,48.4,22,1024.2,7,1019.1,7,10.5,22,9.1,22,18.1,NA,17.5," ",10,"*",0,"G",NA,0,1999,8,10
"GSOD",1999-08-11 12:00:00,"688160","99999","1999","8","11",13,24,44.7,24,1017.1,8,1012,8,11.2,24,3.2,24,7,NA,23.2222222222222," ",4," ",0,"I",NA,0,1999,8,11
"GSOD",1999-08-12 12:00:00,"688160","99999","1999","8","12",12.8888888888889,23,49.4,23,1015.5,8,1010.5,8,8.1,23,10,23,15.9,NA,23.2222222222222," ",7.22222222222222," ",0,"I",NA,100000,1999,8,12
"GSOD",1999-08-13 12:00:00,"688160","99999","1999","8","13",14.3333333333333,23,48.5,23,1018.4,7,1013.3,7,8.7,23,12.5,23,20,30.9,18," ",11.5," ",NA," ",NA,10000,1999,8,13
"GSOD",1999-08-14 12:00:00,"688160","99999","1999","8","14",15.1111111111111,23,50.9,23,1021.3,8,1016.2,8,10,23,13.5,23,20,NA,19.7222222222222," ",13,"*",0,"G",NA,10000,1999,8,14
"GSOD",1999-08-15 12:00:00,"688160","99999","1999","8","15",15.1111111111111,24,52.1,24,1027.9,8,1022.9,8,8.6,24,7.2,24,13,NA,20.5," ",10,"*",0,"I",NA,100000,1999,8,15
"GSOD",1999-08-16 12:00:00,"688160","99999","1999","8","16",15.7777777777778,24,52.2,24,1027.8,8,1022.7,8,5.8,24,5.5,24,9.9,NA,25.7222222222222," ",7.88888888888889," ",0,"I",NA,100000,1999,8,16
"GSOD",1999-08-17 12:00:00,"688160","99999","1999","8","17",16.1666666666667,23,51.1,23,1022.5,8,1017.4,8,8.1,23,4.1,23,8,NA,25.7222222222222," ",7.5," ",0,"I",NA,100000,1999,8,17
"GSOD",1999-08-18 12:00:00,"688160","99999","1999","8","18",19.7222222222222,24,35.4,24,1016,8,1011,8,10,23,7.4,24,14,22.9,29.5," ",7.5," ",0,"I",NA,0,1999,8,18
"GSOD",1999-08-19 12:00:00,"688160","99999","1999","8","19",16.8888888888889,23,52.1,23,1016.5,8,1011.5,8,8.5,23,6.5,23,15,NA,29.5," ",11.2777777777778," ",0,"I",NA,0,1999,8,19
"GSOD",1999-08-20 12:00:00,"688160","99999","1999","8","20",13.5,23,50.9,23,1016.4,8,1011.3,8,6.5,23,3.8,23,9.9,20,22.7777777777778," ",8.5," ",0,"I",NA,100000,1999,8,20
"GSOD",1999-08-21 12:00:00,"688160","99999","1999","8","21",14.2777777777778,23,48.1,23,1014.8,8,1009.8,8,9,23,5.1,23,9.9,NA,20.5," ",8.5," ",0,"I",NA,0,1999,8,21
"GSOD",1999-08-22 12:00:00,"688160","99999","1999","8","22",10.8333333333333,23,48.3,23,1013.7,8,1008.6,8,7.3,23,5.5,23,13,NA,18.8888888888889," ",8,"*",1.016,"G",NA,10000,1999,8,22
"GSOD",1999-08-23 12:00:00,"688160","99999","1999","8","23",9.66666666666667,23,44.2,23,1024.9,8,1019.8,8,8.7,23,5.6,23,13,NA,14,"*",5.77777777777778," ",19.304,"G",NA,10000,1999,8,23
"GSOD",1999-08-24 12:00:00,"688160","99999","1999","8","24",11.8888888888889,23,44.7,23,1032.9,8,1027.7,8,9.7,23,5.4,23,8,NA,17.2222222222222," ",7.22222222222222," ",0.508,"G",NA,0,1999,8,24
"GSOD",1999-08-25 12:00:00,"688160","99999","1999","8","25",13.5,23,46.9,23,1028.5,8,1023.3,8,8.6,23,3.8,23,7,NA,21.1111111111111," ",5.27777777777778," ",0,"G",NA,0,1999,8,25
"GSOD",1999-08-26 12:00:00,"688160","99999","1999","8","26",16.1111111111111,18,42.4,18,1019.4,8,1014.4,8,11.7,18,4.3,18,8.9,NA,27.8888888888889," ",6.88888888888889," ",0,"I",NA,0,1999,8,26
"GSOD",1999-08-27 12:00:00,"688160","99999","1999","8","27",17.4444444444444,20,41.5,20,1015.4,8,1010.4,8,11,20,5.3,20,12,NA,27.8888888888889," ",9.61111111111111," ",0,"I",NA,0,1999,8,27
"GSOD",1999-08-28 12:00:00,"688160","99999","1999","8","28",14.3333333333333,24,49.4,24,1013.3,8,1008.3,8,8.9,24,12.6,24,22.9,34,27.7777777777778," ",9.22222222222222," ",NA," ",NA,10010,1999,8,28
"GSOD",1999-08-29 12:00:00,"688160","99999","1999","8","29",15.8888888888889,22,54.4,22,1014.3,7,1009.3,7,7.4,22,14,22,28,39,19.8888888888889," ",12.5," ",9.906,"G",NA,10010,1999,8,29
"GSOD",1999-08-30 12:00:00,"688160","99999","1999","8","30",13.4444444444444,21,53.8,21,1022.4,7,1017.3,7,7.2,21,3.5,21,8,NA,19.2222222222222," ",8,"*",9.652,"G",NA,10000,1999,8,30
"GSOD",1999-08-31 12:00:00,"688160","99999","1999","8","31",12.2222222222222,21,48.8,21,1023.1,7,1017.9,7,9.6,20,7.4,21,18.1,NA,18.2222222222222," ",5.72222222222222," ",6.604,"G",NA,10000,1999,8,31
"GSOD",1999-09-01 12:00:00,"688160","99999","1999","9","1",13.7777777777778,22,47.3,22,1023.8,8,1018.7,9,13.7,22,11.3,22,19,28,19.8888888888889," ",11,"*",0.254,"G",NA,0,1999,9,1
"GSOD",1999-09-02 12:00:00,"688160","99999","1999","9","2",14.6111111111111,24,48.5,24,1017.4,8,1012.3,8,11.5,24,5.5,24,8.9,NA,21.7777777777778," ",4.77777777777778," ",0,"G",NA,0,1999,9,2
"GSOD",1999-09-03 12:00:00,"688160","99999","1999","9","3",14.6666666666667,24,51.2,24,1012.2,8,1007.2,8,9.3,24,13,24,27,35.9,21.7777777777778," ",7.61111111111111," ",NA," ",NA,10000,1999,9,3
"GSOD",1999-09-04 12:00:00,"688160","99999","1999","9","4",15.1111111111111,23,53,23,1021.9,7,1016.8,7,9.1,23,6.3,23,12,NA,20," ",9,"*",0,"G",NA,10000,1999,9,4
"GSOD",1999-09-05 12:00:00,"688160","99999","1999","9","5",14.2777777777778,21,51.8,21,1020.4,8,1015.4,8,6.7,20,4.1,21,11.1,NA,21.7777777777778," ",6,"*",0,"I",NA,100000,1999,9,5
"GSOD",1999-09-06 12:00:00,"688160","99999","1999","9","6",14.8888888888889,24,53.6,24,1016.2,8,1011.2,8,6.5,23,5.1,24,8.9,NA,21.7777777777778," ",6.11111111111111," ",0,"I",NA,100000,1999,9,6
"GSOD",1999-09-07 12:00:00,"688160","99999","1999","9","7",13.8333333333333,22,51.6,22,1012.9,7,1007.8,7,8.3,22,10.6,22,21,NA,20.8888888888889," ",9,"*",0,"I",NA,0,1999,9,7
"GSOD",1999-09-08 12:00:00,"688160","99999","1999","9","8",12.2777777777778,24,47.6,24,1010.3,8,1005.2,8,7.7,24,7.2,24,13,27,17.7777777777778," ",8," ",NA," ",NA,10000,1999,9,8
"GSOD",1999-09-09 12:00:00,"688160","99999","1999","9","9",9.27777777777778,24,45.2,24,1010.3,8,1005.1,8,5.9,24,8.7,24,15,28,15.7222222222222," ",6.72222222222222,"*",15.494,"G",NA,10000,1999,9,9
"GSOD",1999-09-10 12:00:00,"688160","99999","1999","9","10",9.38888888888889,23,42.6,23,1018,8,1012.9,8,7.4,23,7.9,23,16.9,25.1,13.6111111111111," ",5.88888888888889," ",30.48,"G",NA,10000,1999,9,10
"GSOD",1999-09-11 12:00:00,"688160","99999","1999","9","11",12.9444444444444,23,49.9,23,1020.6,8,1015.5,8,7.3,23,8.8,23,16.9,NA,17.3888888888889," ",9,"*",21.844,"G",NA,10000,1999,9,11
"GSOD",1999-09-12 12:00:00,"688160","99999","1999","9","12",10.0555555555556,17,44.8,17,1025.5,7,1020.3,7,9.4,17,2.9,17,7,NA,17.5," ",5.38888888888889," ",3.048,"G",NA,0,1999,9,12
"GSOD",1999-09-13 12:00:00,"688160","99999","1999","9","13",11.3888888888889,18,49.2,18,1018.5,5,1013.4,5,7.7,18,5.8,18,11.1,NA,16.7777777777778," ",6,"*",0,"G",NA,0,1999,9,13
"GSOD",1999-09-14 12:00:00,"688160","99999","1999","9","14",15.6111111111111,19,52.6,19,1011.3,7,1006.3,7,6.4,19,4.2,19,8,NA,25.3888888888889," ",7.88888888888889," ",0,"A",NA,100000,1999,9,14
"GSOD",1999-09-15 12:00:00,"688160","99999","1999","9","15",14.7222222222222,24,52.1,24,1014.8,8,1009.7,8,7.5,23,4.3,24,8,NA,25.3888888888889," ",10.5," ",0,"A",NA,0,1999,9,15
"GSOD",1999-09-16 12:00:00,"688160","99999","1999","9","16",13.3333333333333,21,49.1,21,1012.4,7,1007.4,7,7.6,21,11.7,21,21,35,19.2222222222222," ",9,"*",2.032,"E",NA,10000,1999,9,16
"GSOD",1999-09-17 12:00:00,"688160","99999","1999","9","17",9.77777777777778,24,37.1,24,1028.1,8,1023,8,8.8,24,7.3,24,15.9,26,17.8888888888889," ",5.61111111111111," ",0.762,"E",NA,0,1999,9,17
"GSOD",1999-09-18 12:00:00,"688160","99999","1999","9","18",12.1111111111111,23,43.9,23,1027.7,8,1022.6,8,11.4,23,10.2,23,18.1,NA,16.3888888888889," ",5.72222222222222," ",0,"G",NA,0,1999,9,18
"GSOD",1999-09-19 12:00:00,"688160","99999","1999","9","19",16.5,24,45.3,23,1014.1,7,1009.1,7,11.6,24,4.9,24,13,NA,29,"*",5,"*",0,"I",NA,0,1999,9,19
"GSOD",1999-09-20 12:00:00,"688160","99999","1999","9","20",13.3888888888889,23,49,23,1018.5,8,1013.4,8,11.1,21,5.3,23,11.1,NA,29.1111111111111," ",8,"*",NA," ",NA,10000,1999,9,20
"GSOD",1999-09-21 12:00:00,"688160","99999","1999","9","21",13.3888888888889,24,48.4,24,1023.1,8,1018.1,8,11,24,8.9,24,16.9,NA,17.7222222222222," ",7," ",0,"G",NA,10000,1999,9,21
"GSOD",1999-09-22 12:00:00,"688160","99999","1999","9","22",13.0555555555556,24,49.6,24,1019.5,8,1014.4,8,9,24,7.7,24,14,NA,18," ",4.88888888888889," ",0,"I",NA,0,1999,9,22
"GSOD",1999-09-23 12:00:00,"688160","99999","1999","9","23",13.4444444444444,23,50.8,23,1015.1,8,1010,8,8.5,23,8.2,23,15.9,NA,18," ",9.5,"*",0,"I",NA,0,1999,9,23
"GSOD",1999-09-24 12:00:00,"688160","99999","1999","9","24",14.4444444444444,24,51.2,24,1012.6,8,1007.6,8,8,24,12.6,24,22,29.9,18.2222222222222," ",8.77777777777778," ",NA," ",NA,10000,1999,9,24
"GSOD",1999-09-25 12:00:00,"688160","99999","1999","9","25",11.0555555555556,23,43,23,1012.3,6,1007.2,6,7.7,23,8.9,23,14,25.1,14.2777777777778," ",5,"*",NA," ",NA,10000,1999,9,25
"GSOD",1999-09-26 12:00:00,"688160","99999","1999","9","26",10.1666666666667,23,42.2,23,1011.8,8,1006.7,8,7.2,23,6.1,23,14,NA,14.2777777777778," ",4.5," ",0,"G",NA,10000,1999,9,26
"GSOD",1999-09-27 12:00:00,"688160","99999","1999","9","27",13,23,44.1,23,1022.3,8,1017.2,8,9.4,23,14.2,23,20,29.9,16.3888888888889," ",9.72222222222222," ",8.89,"G",3.5,10000,1999,9,27
"GSOD",1999-09-28 12:00:00,"688160","99999","1999","9","28",13.5,22,44.8,22,1028.6,8,1023.5,8,12.9,22,8.4,22,15.9,NA,19.2222222222222," ",6.27777777777778," ",0,"G",0.8,0,1999,9,28
"GSOD",1999-09-29 12:00:00,"688160","99999","1999","9","29",15.4444444444444,22,46.5,22,1024.4,7,1019.3,7,11.1,22,5.4,22,12,NA,23,"*",6.22222222222222," ",0,"C",3.1,0,1999,9,29
"GSOD",1999-09-30 12:00:00,"688160","99999","1999","9","30",14.9444444444444,23,53.5,23,1017.4,8,1012.4,8,9,23,11.3,23,20,29.9,23," ",7.61111111111111," ",0,"D",2,0,1999,9,30
"GSOD",1999-10-01 12:00:00,"688160","99999","1999","10","1",17.0555555555556,23,55.5,23,1012.4,5,1007.4,5,9.6,23,14.9,23,20,27,21.3888888888889," ",15,"*",0,"C",2.8,0,1999,10,1
"GSOD",1999-10-02 12:00:00,"688160","99999","1999","10","2",16.6666666666667,24,55.6,24,1014.2,8,1009.2,8,8.1,24,6.1,24,8.9,NA,22," ",12,"*",0,"D",3.1,0,1999,10,2
"GSOD",1999-10-03 12:00:00,"688160","99999","1999","10","3",15.5,23,54,23,1017.8,8,1012.8,8,7.5,23,4.7,23,9.9,NA,22," ",10.7777777777778," ",0,"D",0.4,0,1999,10,3
"GSOD",1999-10-04 12:00:00,"688160","99999","1999","10","4",16.2777777777778,24,57.2,24,1018.2,8,1013.2,8,8.2,24,10.6,24,16.9,NA,21.6111111111111," ",10.7222222222222," ",0,"D",2,100000,1999,10,4
"GSOD",1999-10-05 12:00:00,"688160","99999","1999","10","5",17,17,57.5,17,1019.5,7,1014.5,7,8.7,16,8.1,17,13,NA,21.2777777777778," ",14.3888888888889," ",0,"D",2,0,1999,10,5
"GSOD",1999-10-06 12:00:00,"688160","99999","1999","10","6",18.0555555555556,17,55.7,17,1023.6,5,1018.5,5,8.9,17,14.2,17,25.1,33,23.5," ",14,"*",0,"C",2,0,1999,10,6
"GSOD",1999-10-07 12:00:00,"688160","99999","1999","10","7",23,19,57.9,19,1017.3,6,1012.4,6,8,19,3.7,19,6,NA,31.8888888888889," ",13.2777777777778," ",0,"C",2,0,1999,10,7
"GSOD",1999-10-08 12:00:00,"688160","99999","1999","10","8",24.0555555555556,22,52.5,22,1014.6,8,1009.7,8,9.7,21,7,22,12,NA,32.6111111111111," ",17,"*",0,"D",2.8,0,1999,10,8
"GSOD",1999-10-09 12:00:00,"688160","99999","1999","10","9",19.3333333333333,23,56.4,23,1013.7,8,1008.7,8,7.5,23,7.1,23,13,NA,32.6111111111111," ",16,"*",0,"D",0.8,100000,1999,10,9
"GSOD",1999-10-10 12:00:00,"688160","99999","1999","10","10",17.5555555555556,22,54.1,22,1015.4,7,1010.4,7,8.6,22,9.8,22,15.9,26,25.6111111111111," ",15,"*",0,"D",2,0,1999,10,10
"GSOD",1999-10-11 12:00:00,"688160","99999","1999","10","11",14.1111111111111,24,44.8,24,1023.4,8,1018.3,8,9.2,24,9.5,24,15,NA,21," ",9,"*",0,"E",2,10000,1999,10,11
"GSOD",1999-10-12 12:00:00,"688160","99999","1999","10","12",14.8888888888889,24,43.3,24,1024.5,8,1019.4,8,11.3,24,9.6,24,19,NA,22," ",5.27777777777778," ",0,"C",NA,0,1999,10,12
"GSOD",1999-10-13 12:00:00,"688160","99999","1999","10","13",18.1666666666667,24,42.3,24,1016.6,8,1011.6,8,11.2,24,4.2,24,11.1,NA,29.6111111111111," ",6.5," ",0,"D",NA,0,1999,10,13
"GSOD",1999-10-14 12:00:00,"688160","99999","1999","10","14",18.1666666666667,22,47.9,22,1014.3,8,1009.3,8,11.9,22,6.1,22,13,NA,29.6111111111111," ",9.22222222222222," ",0,"D",NA,0,1999,10,14
"GSOD",1999-10-15 12:00:00,"688160","99999","1999","10","15",14.7222222222222,24,48.1,24,1019.6,8,1014.6,8,8,22,8.2,24,14,NA,26.5," ",11.8888888888889,"*",1.016,"E",0.4,10000,1999,10,15
"GSOD",1999-10-16 12:00:00,"688160","99999","1999","10","16",15.2222222222222,23,45.2,23,1022.6,7,1017.5,7,10.7,23,18.7,23,27,35,20," ",11.6111111111111," ",0,"B",NA,0,1999,10,16
"GSOD",1999-10-17 12:00:00,"688160","99999","1999","10","17",18,24,46.3,24,1016.5,8,1011.6,8,13,24,12.4,24,20,NA,24.3888888888889," ",10.8888888888889," ",0,"D",2,0,1999,10,17
"GSOD",1999-10-18 12:00:00,"688160","99999","1999","10","18",17.2777777777778,23,50.6,23,1019.1,8,1014.1,8,12.4,23,23.1,23,34,49,24.3888888888889," ",15.7222222222222," ",0,"D",2,0,1999,10,18
"GSOD",1999-10-19 12:00:00,"688160","99999","1999","10","19",18.8888888888889,22,47.5,22,1019.9,8,1014.9,8,12.2,22,20.7,22,28,42,23.2777777777778," ",15.2777777777778," ",0,"D",NA,0,1999,10,19
"GSOD",1999-10-20 12:00:00,"688160","99999","1999","10","20",20.6111111111111,23,49.9,23,1012.3,8,1007.3,8,12.5,23,7.6,23,13,NA,27.6111111111111," ",12.2222222222222," ",0,"D",NA,0,1999,10,20
"GSOD",1999-10-21 12:00:00,"688160","99999","1999","10","21",17.6666666666667,23,55.3,23,1014.3,8,1009.3,8,7.6,23,6.6,23,11.1,NA,27.6111111111111," ",13.8888888888889," ",0,"D",NA,0,1999,10,21
"GSOD",1999-10-22 12:00:00,"688160","99999","1999","10","22",16.6666666666667,24,55.8,24,1016.9,7,1011.9,7,7,24,7.4,24,15,NA,23.2777777777778," ",14,"*",0.762,"E",3.1,110000,1999,10,22
"GSOD",1999-10-23 12:00:00,"688160","99999","1999","10","23",16,24,49.7,24,1019.9,8,1014.9,8,11.4,22,13.2,24,20,NA,21.2777777777778," ",13.6111111111111," ",0,"G",0.4,0,1999,10,23
"GSOD",1999-10-24 12:00:00,"688160","99999","1999","10","24",16.2777777777778,21,46.3,21,1020.4,8,1015.4,8,13.3,21,17.5,21,23.9,32.1,21.3888888888889," ",12,"*",0,"D",NA,0,1999,10,24
"GSOD",1999-10-25 12:00:00,"688160","99999","1999","10","25",16,23,47.4,23,1017.7,8,1012.7,8,13,23,9.1,23,20,NA,24.1111111111111," ",5.38888888888889," ",0,"D",2,0,1999,10,25
"GSOD",1999-10-26 12:00:00,"688160","99999","1999","10","26",18.1666666666667,24,53,24,1017.7,8,1012.7,8,13.2,23,9.4,24,16.9,NA,24.7222222222222," ",12.6111111111111," ",0,"D",NA,0,1999,10,26
"GSOD",1999-10-27 12:00:00,"688160","99999","1999","10","27",17.0555555555556,23,55.1,23,1019.4,8,1014.4,8,11.1,23,16.1,23,22,NA,24.7222222222222," ",14.8888888888889," ",0,"D",0.4,0,1999,10,27
"GSOD",1999-10-28 12:00:00,"688160","99999","1999","10","28",16,24,50.8,24,1019.4,7,1014.3,7,8.1,24,16.4,24,22,NA,21.2777777777778," ",13.6111111111111," ",0,"D",NA,0,1999,10,28
"GSOD",1999-10-29 12:00:00,"688160","99999","1999","10","29",18.2777777777778,22,51.4,22,1015.9,8,1010.9,8,8.9,22,9.9,22,14,NA,26.7777777777778," ",13.1111111111111," ",0,"D",NA,0,1999,10,29
"GSOD",1999-10-30 12:00:00,"688160","99999","1999","10","30",19.9444444444444,23,55.1,23,1011.8,8,1006.8,8,9.5,23,5.2,23,9.9,NA,33.3888888888889," ",10,"*",0,"D",NA,0,1999,10,30
"GSOD",1999-10-31 12:00:00,"688160","99999","1999","10","31",19.0555555555556,21,60.4,21,1017.6,7,1012.6,7,7.8,21,10.2,21,19,NA,33.3888888888889," ",16,"*",0,"E",NA,10000,1999,10,31
