"CAPE.TOWN.INTL.database","CAPE.TOWN.INTL.weather.DATE","CAPE.TOWN.INTL.weather.STN...","CAPE.TOWN.INTL.weather.WBAN","CAPE.TOWN.INTL.weather.YEAR","CAPE.TOWN.INTL.weather.MONTH","CAPE.TOWN.INTL.weather.DAY","CAPE.TOWN.INTL.weather.TEMP","CAPE.TOWN.INTL.weather.Count1","CAPE.TOWN.INTL.weather.DEWP","CAPE.TOWN.INTL.weather.Count2","CAPE.TOWN.INTL.weather.SLP","CAPE.TOWN.INTL.weather.Count3","CAPE.TOWN.INTL.weather.STP","CAPE.TOWN.INTL.weather.Count4","CAPE.TOWN.INTL.weather.VISIB","CAPE.TOWN.INTL.weather.Count5","CAPE.TOWN.INTL.weather.WDSP","CAPE.TOWN.INTL.weather.Count6","CAPE.TOWN.INTL.weather.MXSPD","CAPE.TOWN.INTL.weather.GUST","CAPE.TOWN.INTL.weather.MAX","CAPE.TOWN.INTL.weather.MaxFlag","CAPE.TOWN.INTL.weather.MIN","CAPE.TOWN.INTL.weather.MinFlag","CAPE.TOWN.INTL.weather.PRCP","CAPE.TOWN.INTL.weather.PrcpFlag","CAPE.TOWN.INTL.weather.SNDP","CAPE.TOWN.INTL.weather.FRSHTT","CAPE.TOWN.INTL.weather.Year","CAPE.TOWN.INTL.weather.Month","CAPE.TOWN.INTL.weather.Day"
"GSOD",1998-09-20 12:00:00,"688160","99999","1998","9","20",16.6666666666667,24,53.8,24,1011.6,24,1006.6,24,9.2,24,16.2,24,25.1,35.9,27.8888888888889," ",13.5," ",0,"H",NA,10010,1998,9,20
"GSOD",1998-09-21 12:00:00,"688160","99999","1998","9","21",15.2222222222222,24,52.2,24,1013.5,24,1008.5,24,8.6,24,17.8,24,22.9,30.9,26," ",13.7777777777778," ",0.762,"G",NA,10000,1998,9,21
"GSOD",1998-09-22 12:00:00,"688160","99999","1998","9","22",13.8333333333333,20,52.3,20,1013.6,20,1008.5,20,6.5,20,18.6,20,41,43.9,18.5," ",13," ",0,"G",NA,10000,1998,9,22
"GSOD",1998-09-23 12:00:00,"688160","99999","1998","9","23",14.2222222222222,23,51,23,1015.3,23,1010.3,23,7.9,23,11.7,23,18.1,NA,18.1111111111111," ",12," ",9.144,"G",NA,0,1998,9,23
"GSOD",1998-09-24 12:00:00,"688160","99999","1998","9","24",11.6666666666667,24,43.7,24,1018.8,24,1013.7,24,8.7,24,13.9,24,22,33,18.1111111111111," ",5,"*",6.096,"G",NA,10000,1998,9,24
"GSOD",1998-09-25 12:00:00,"688160","99999","1998","9","25",9.94444444444444,24,41,24,1026.7,24,1021.6,24,11,23,6,24,8.9,NA,16.6111111111111," ",4.61111111111111," ",0.762,"G",NA,0,1998,9,25
"GSOD",1998-09-26 12:00:00,"688160","99999","1998","9","26",10.4444444444444,24,40.9,24,1022.7,23,1017.5,23,10.3,23,3.8,24,9.9,NA,17," ",3.11111111111111," ",0,"G",NA,0,1998,9,26
"GSOD",1998-09-27 12:00:00,"688160","99999","1998","9","27",10.7777777777778,24,43.5,24,1021.7,24,1016.6,24,9.8,24,7.8,24,15,NA,17," ",6.5," ",1.524,"G",NA,10000,1998,9,27
"GSOD",1998-09-28 12:00:00,"688160","99999","1998","9","28",11.0555555555556,23,40.7,23,1025,23,1019.8,23,13.2,23,10.6,23,21,NA,16.2222222222222," ",3.61111111111111," ",1.524,"G",NA,0,1998,9,28
"GSOD",1998-09-29 12:00:00,"688160","99999","1998","9","29",12.7222222222222,24,41.6,24,1018,24,1012.9,24,11.2,24,4.8,24,8.9,NA,20.5," ",2.77777777777778," ",0,"G",NA,0,1998,9,29
"GSOD",1998-09-30 12:00:00,"688160","99999","1998","9","30",12.8888888888889,24,43.4,24,1015.5,24,1010.5,24,10,24,5.6,24,11.1,NA,20.5," ",4.61111111111111," ",0,"D",NA,0,1998,9,30
"GSOD",1998-10-01 12:00:00,"688160","99999","1998","10","1",13.6111111111111,23,48.3,23,1018.2,23,1013.2,23,9,23,5.9,23,9.9,NA,20," ",7.11111111111111," ",0,"D",NA,10000,1998,10,1
"GSOD",1998-10-02 12:00:00,"688160","99999","1998","10","2",14.1666666666667,23,50.4,23,1020.8,23,1015.8,23,9.2,22,5.3,23,11.1,15.9,19.5," ",8.77777777777778," ",0,"G",NA,10000,1998,10,2
"GSOD",1998-10-03 12:00:00,"688160","99999","1998","10","3",14.5,24,50.3,24,1020.4,24,1015.4,24,9.9,24,8,24,15,NA,19.7222222222222," ",6.88888888888889," ",0,"D",NA,0,1998,10,3
"GSOD",1998-10-04 12:00:00,"688160","99999","1998","10","4",16.1111111111111,23,55.9,23,1012.1,23,1007.1,23,10.2,23,9.1,23,15.9,NA,20.7222222222222," ",12.1111111111111," ",0,"D",NA,0,1998,10,4
"GSOD",1998-10-05 12:00:00,"688160","99999","1998","10","5",14.3333333333333,24,52.6,24,1015.6,24,1010.6,24,7.6,24,8.4,24,16.9,NA,20.7222222222222," ",11,"*",0,"B",NA,10000,1998,10,5
"GSOD",1998-10-06 12:00:00,"688160","99999","1998","10","6",13.7777777777778,24,48.6,24,1020.8,24,1015.8,24,8.7,24,6.5,24,14,NA,19.2222222222222," ",9.72222222222222," ",2.286,"G",NA,10000,1998,10,6
"GSOD",1998-10-07 12:00:00,"688160","99999","1998","10","7",13.9444444444444,24,44.2,24,1025.3,24,1020.2,24,9.8,24,12,24,20,28,18," ",10,"*",0,"G",NA,0,1998,10,7
"GSOD",1998-10-08 12:00:00,"688160","99999","1998","10","8",15.6666666666667,24,47,24,1019.7,24,1014.7,24,11.4,24,6.4,24,9.9,NA,24.2222222222222," ",4.72222222222222," ",0,"D",NA,0,1998,10,8
"GSOD",1998-10-09 12:00:00,"688160","99999","1998","10","9",17.0555555555556,24,53.7,24,1012.2,24,1007.2,24,9.7,24,7.2,24,11.1,NA,25," ",7.27777777777778," ",0,"D",NA,0,1998,10,9
"GSOD",1998-10-10 12:00:00,"688160","99999","1998","10","10",16.3888888888889,24,54.3,24,1014.8,24,1009.8,24,7.2,24,6.4,24,13,NA,25," ",10," ",0,"D",NA,100000,1998,10,10
"GSOD",1998-10-11 12:00:00,"688160","99999","1998","10","11",15.6666666666667,24,51.9,24,1017,24,1011.9,24,9.5,24,5.7,24,9.9,16.9,22.1111111111111," ",11,"*",0.254,"G",NA,10000,1998,10,11
"GSOD",1998-10-12 12:00:00,"688160","99999","1998","10","12",13.2777777777778,23,48.7,23,1016.2,23,1011.1,23,9.5,23,7.4,23,19,28,20.2222222222222," ",10.5," ",0,"G",NA,10000,1998,10,12
"GSOD",1998-10-13 12:00:00,"688160","99999","1998","10","13",13.5,24,47.3,24,1021.3,24,1016.3,24,9.7,24,7.5,24,15.9,NA,18.8888888888889," ",9,"*",7.112,"G",NA,10000,1998,10,13
"GSOD",1998-10-14 12:00:00,"688160","99999","1998","10","14",13.7777777777778,22,48.2,22,1019.9,22,1014.8,22,8.7,22,7.8,22,15,25.1,20.2222222222222," ",0," ",0,"G",NA,10000,1998,10,14
"GSOD",1998-10-15 12:00:00,"688160","99999","1998","10","15",13.7222222222222,24,42.9,24,1025.7,24,1020.6,24,9.2,24,18.7,24,27,36.9,18," ",11,"*",0.508,"G",NA,10000,1998,10,15
"GSOD",1998-10-16 12:00:00,"688160","99999","1998","10","16",16.1111111111111,24,43.8,24,1022.4,24,1017.3,24,11.8,24,5.3,24,9.9,NA,25.7222222222222," ",3.88888888888889," ",0,"G",NA,0,1998,10,16
"GSOD",1998-10-17 12:00:00,"688160","99999","1998","10","17",19.6666666666667,24,48.9,24,1017.9,24,1012.9,24,11.6,24,6.4,24,11.1,NA,31.2222222222222," ",6.88888888888889," ",0,"D",NA,0,1998,10,17
"GSOD",1998-10-18 12:00:00,"688160","99999","1998","10","18",19.1666666666667,23,55.3,23,1016.1,23,1011.1,23,11.9,23,8.5,23,15.9,NA,31.2222222222222," ",14.6111111111111," ",0,"D",NA,0,1998,10,18
"GSOD",1998-10-19 12:00:00,"688160","99999","1998","10","19",17.6111111111111,24,57.1,24,1012.5,24,1007.6,24,10,24,9.6,24,19,NA,29.7777777777778," ",14,"*",0,"D",NA,0,1998,10,19
"GSOD",1998-10-20 12:00:00,"688160","99999","1998","10","20",15.1111111111111,22,49.1,22,1017.9,22,1012.9,22,7.3,22,11.3,22,16.9,NA,23.8888888888889," ",12,"*",0.508,"C",NA,10000,1998,10,20
"GSOD",1998-10-21 12:00:00,"688160","99999","1998","10","21",16.6111111111111,24,42.4,24,1021.7,24,1016.7,24,11,24,12.1,24,21,28.9,23.2777777777778," ",8.72222222222222," ",0,"D",NA,0,1998,10,21
"GSOD",1998-10-22 12:00:00,"688160","99999","1998","10","22",16.3333333333333,23,51.1,23,1017.8,23,1012.8,23,11.7,23,10.1,23,20,NA,23.2777777777778," ",6," ",0,"D",NA,0,1998,10,22
"GSOD",1998-10-23 12:00:00,"688160","99999","1998","10","23",21.5,23,51.5,23,1009.1,23,1004.2,23,11.9,23,7,23,20,NA,31.2777777777778," ",14,"*",0,"D",NA,0,1998,10,23
"GSOD",1998-10-24 12:00:00,"688160","99999","1998","10","24",16,24,51.7,24,1016.6,24,1011.6,24,7.2,23,12,24,18.1,22.9,31.2777777777778," ",12.8888888888889,"*",0,"C",NA,10000,1998,10,24
"GSOD",1998-10-25 12:00:00,"688160","99999","1998","10","25",16.3888888888889,23,41.6,23,1022.4,23,1017.3,23,12.5,23,16.9,23,27,37.9,22.3888888888889," ",11.2222222222222," ",0,"G",NA,0,1998,10,25
"GSOD",1998-10-26 12:00:00,"688160","99999","1998","10","26",19.1666666666667,23,46.4,23,1014.2,23,1009.3,23,12.3,23,6.9,23,14,NA,28.7777777777778," ",9,"*",0,"D",NA,0,1998,10,26
"GSOD",1998-10-27 12:00:00,"688160","99999","1998","10","27",16.4444444444444,24,52.6,24,1013.7,24,1008.7,24,8.1,24,14.7,24,21,30.9,28.7777777777778," ",13.8888888888889," ",0,"H",NA,10000,1998,10,27
"GSOD",1998-10-28 12:00:00,"688160","99999","1998","10","28",16.2222222222222,24,57.8,24,1015,24,1010,24,8.5,24,7.6,24,12,NA,21.2222222222222," ",14,"*",2.032,"G",NA,10000,1998,10,28
"GSOD",1998-10-29 12:00:00,"688160","99999","1998","10","29",17.0555555555556,24,54.3,24,1015.7,24,1010.7,24,8.6,24,8,24,15,NA,22," ",11.2777777777778," ",1.524,"G",NA,100000,1998,10,29
"GSOD",1998-10-30 12:00:00,"688160","99999","1998","10","30",15.9444444444444,21,49.3,21,1018.1,21,1013.1,21,11.4,21,6.4,21,12,NA,22," ",9.88888888888889," ",0,"G",NA,0,1998,10,30
"GSOD",1998-10-31 12:00:00,"688160","99999","1998","10","31",16.0555555555556,24,48.9,24,1021.7,24,1016.6,24,11.5,24,11.4,24,22.9,32.1,23.6111111111111," ",8,"*",0,"D",NA,0,1998,10,31
"GSOD",1998-11-01 12:00:00,"688160","99999","1998","11","1",16.7777777777778,18,52.1,18,1013.9,18,1009,18,10.3,18,5.1,18,9.9,16.9,22,"*",7.72222222222222," ",0,"C",NA,10000,1998,11,1
"GSOD",1998-11-02 12:00:00,"688160","99999","1998","11","2",16,24,54.3,24,1012.9,24,1007.9,24,6.2,24,11.9,24,15.9,26,22.3888888888889," ",14,"*",30.734,"G",NA,10000,1998,11,2
"GSOD",1998-11-03 12:00:00,"688160","99999","1998","11","3",14.2222222222222,23,48.4,23,1017.3,23,1012.2,23,6.8,23,6.6,23,14,NA,20.2222222222222," ",9,"*",6.35,"G",NA,10000,1998,11,3
"GSOD",1998-11-04 12:00:00,"688160","99999","1998","11","4",14.2222222222222,23,48.1,23,1015.5,23,1010.4,23,11,22,6.3,23,12,NA,19.8888888888889," ",7.72222222222222," ",0,"G",NA,10000,1998,11,4
"GSOD",1998-11-05 12:00:00,"688160","99999","1998","11","5",12.6111111111111,24,47.7,24,1013.4,24,1008.3,24,7.7,24,9.6,24,14,20,19.8888888888889," ",8,"*",1.778,"G",NA,10000,1998,11,5
"GSOD",1998-11-06 12:00:00,"688160","99999","1998","11","6",10.8888888888889,24,42.6,24,1026.5,24,1021.3,24,7.9,24,6.5,24,15,NA,17.1111111111111," ",6.38888888888889," ",2.794,"G",NA,10000,1998,11,6
"GSOD",1998-11-07 12:00:00,"688160","99999","1998","11","7",14.4444444444444,23,46.3,23,1025.7,23,1020.7,23,12.4,22,11.5,23,23.9,NA,19.7222222222222," ",6.61111111111111," ",0.508,"G",NA,0,1998,11,7
"GSOD",1998-11-08 12:00:00,"688160","99999","1998","11","8",19.2777777777778,23,46.8,23,1017.2,23,1012.3,23,12.7,23,6.3,23,12,NA,27.3888888888889," ",6.72222222222222," ",0,"G",NA,0,1998,11,8
"GSOD",1998-11-09 12:00:00,"688160","99999","1998","11","9",22.0555555555556,23,46.2,23,1012.3,23,1007.4,23,11.6,22,5.8,23,12,NA,33.3888888888889," ",10.1111111111111," ",0,"D",NA,0,1998,11,9
"GSOD",1998-11-10 12:00:00,"688160","99999","1998","11","10",18.2222222222222,24,54.4,24,1019.9,24,1015,24,8.7,24,8.9,24,13,NA,33.3888888888889," ",13.3888888888889," ",0,"D",NA,0,1998,11,10
"GSOD",1998-11-11 12:00:00,"688160","99999","1998","11","11",18.8888888888889,24,57.1,24,1019.8,24,1014.8,24,9.8,24,11.4,24,16.9,NA,24.3888888888889," ",15.7222222222222," ",0,"D",NA,0,1998,11,11
"GSOD",1998-11-12 12:00:00,"688160","99999","1998","11","12",19.1666666666667,24,59.9,24,1014.9,24,1010,24,8.2,24,9.9,24,18.1,NA,25.2222222222222," ",15.2777777777778," ",0,"D",NA,0,1998,11,12
"GSOD",1998-11-13 12:00:00,"688160","99999","1998","11","13",18.2222222222222,23,58.2,23,1013.8,23,1008.8,23,7.2,22,8,23,13,NA,25.2222222222222," ",13.1111111111111," ",0,"D",NA,100000,1998,11,13
"GSOD",1998-11-14 12:00:00,"688160","99999","1998","11","14",18.2222222222222,22,55.8,22,1014.7,22,1009.7,22,8.3,22,10.3,22,15,NA,23.8888888888889," ",15,"*",0,"H",NA,10000,1998,11,14
"GSOD",1998-11-15 12:00:00,"688160","99999","1998","11","15",17.0555555555556,20,52.5,20,1015,20,1010,20,11.8,20,7.4,20,13,NA,22.7777777777778," ",11.2777777777778," ",0,"G",NA,0,1998,11,15
"GSOD",1998-11-16 12:00:00,"688160","99999","1998","11","16",16.1111111111111,24,50.4,24,1014.8,24,1009.8,24,9.6,24,7.9,24,15,NA,21.2222222222222," ",12,"*",0,"D",NA,0,1998,11,16
"GSOD",1998-11-17 12:00:00,"688160","99999","1998","11","17",16.2222222222222,22,47.8,22,1019.4,22,1014.4,22,10.1,22,15.7,22,25.1,35,20.2777777777778," ",10.3888888888889," ",0,"D",NA,0,1998,11,17
"GSOD",1998-11-18 12:00:00,"688160","99999","1998","11","18",19.1666666666667,24,52,24,1015.3,24,1010.3,24,11.8,24,16.4,24,25.1,36.9,25.3888888888889," ",12,"*",0,"D",NA,0,1998,11,18
"GSOD",1998-11-19 12:00:00,"688160","99999","1998","11","19",19.3888888888889,22,57.5,22,1014.2,22,1009.3,22,10.7,22,19.9,22,26,42.9,25.3888888888889," ",16.6111111111111," ",0.762,"G",NA,10000,1998,11,19
"GSOD",1998-11-20 12:00:00,"688160","99999","1998","11","20",19.3333333333333,24,58.2,24,1016.3,24,1011.3,24,10.2,24,13,24,20,NA,24," ",15.7777777777778," ",0,"G",NA,0,1998,11,20
"GSOD",1998-11-21 12:00:00,"688160","99999","1998","11","21",18.8888888888889,24,57.4,24,1016.6,24,1011.6,24,12.3,22,11.3,24,18.1,22.9,23.8888888888889," ",15," ",0,"D",NA,0,1998,11,21
"GSOD",1998-11-22 12:00:00,"688160","99999","1998","11","22",20.0555555555556,24,57.3,24,1012.8,24,1007.9,24,9.8,24,9.5,24,15.9,NA,27.7222222222222," ",15,"*",0,"D",NA,0,1998,11,22
"GSOD",1998-11-23 12:00:00,"688160","99999","1998","11","23",20,23,57.8,23,1010.7,23,1005.8,23,10.2,23,7.4,23,15,NA,27.7222222222222," ",16,"*",0,"D",NA,10000,1998,11,23
"GSOD",1998-11-24 12:00:00,"688160","99999","1998","11","24",16.9444444444444,24,51.2,24,1015.1,24,1010.1,24,9.7,24,12.2,24,18.1,NA,25.2777777777778," ",14.7222222222222," ",0.508,"G",NA,10000,1998,11,24
"GSOD",1998-11-25 12:00:00,"688160","99999","1998","11","25",18,24,49.6,24,1018.1,24,1013.1,24,12.1,24,11.9,24,19,NA,22.3888888888889," ",13.2222222222222," ",0,"G",NA,0,1998,11,25
"GSOD",1998-11-26 12:00:00,"688160","99999","1998","11","26",18.1111111111111,24,50.7,24,1017.5,24,1012.5,24,12.6,24,15.6,24,22.9,33,22.6111111111111," ",12.7222222222222," ",0,"D",NA,0,1998,11,26
"GSOD",1998-11-27 12:00:00,"688160","99999","1998","11","27",19.7777777777778,24,54.8,24,1015.7,24,1010.8,24,12.8,22,8.4,24,14,NA,26.2222222222222," ",13.1111111111111," ",0,"D",NA,0,1998,11,27
"GSOD",1998-11-28 12:00:00,"688160","99999","1998","11","28",20.5555555555556,24,59.5,24,1012,24,1007.1,24,11.2,24,10.1,24,15,NA,28.3888888888889," ",15.7777777777778," ",0,"D",NA,0,1998,11,28
"GSOD",1998-11-29 12:00:00,"688160","99999","1998","11","29",19.5,23,59.4,23,1012.7,23,1007.7,23,10.3,23,14.5,23,22,NA,28.3888888888889," ",16.5," ",0,"D",NA,0,1998,11,29
"GSOD",1998-11-30 12:00:00,"688160","99999","1998","11","30",19.5555555555556,23,58.9,23,1016.2,23,1011.3,23,10,22,10.4,23,16.9,NA,24.2777777777778," ",14,"*",0,"D",NA,0,1998,11,30
"GSOD",1998-12-01 12:00:00,"688160","99999","1998","12","1",21.2777777777778,19,56.4,19,1014.2,19,1009.2,19,13,19,16.2,19,22.9,32.1,28.1111111111111," ",17.7777777777778," ",0,"D",NA,0,1998,12,1
"GSOD",1998-12-02 12:00:00,"688160","99999","1998","12","2",22.7222222222222,23,52.3,23,1014.7,23,1009.8,23,13,23,15.2,23,22,36.9,30," ",18,"*",0,"D",NA,0,1998,12,2
"GSOD",1998-12-03 12:00:00,"688160","99999","1998","12","3",22.9444444444444,22,49.4,22,1013.7,22,1008.8,22,10.8,22,9.1,22,18.1,NA,31,"*",14," ",0,"C",NA,0,1998,12,3
"GSOD",1998-12-04 12:00:00,"688160","99999","1998","12","4",24.6111111111111,24,56.4,24,1011.6,23,1006.7,23,9.8,24,5.9,24,15.9,NA,33," ",17.2222222222222," ",0,"H",NA,10010,1998,12,4
"GSOD",1998-12-05 12:00:00,"688160","99999","1998","12","5",22.7222222222222,22,61.9,22,1011.1,22,1006.2,22,8.1,22,6.7,22,15.9,29.9,33," ",17,"*",2.54,"G",NA,10010,1998,12,5
"GSOD",1998-12-06 12:00:00,"688160","99999","1998","12","6",18.2777777777778,24,56.4,24,1012.9,24,1008,24,7.7,23,11.9,24,19,NA,28.8888888888889," ",15.8888888888889,"*",0,"G",NA,10000,1998,12,6
"GSOD",1998-12-07 12:00:00,"688160","99999","1998","12","7",16.2777777777778,24,50.1,24,1018.4,24,1013.4,24,8.8,24,7.1,24,13,18.1,22.5," ",11.7777777777778," ",0.254,"G",NA,10000,1998,12,7
"GSOD",1998-12-08 12:00:00,"688160","99999","1998","12","8",18.0555555555556,21,49.9,21,1016.6,21,1011.6,21,11.4,21,15.4,21,21,27,23.8888888888889," ",13.2222222222222," ",0.508,"G",NA,0,1998,12,8
"GSOD",1998-12-09 12:00:00,"688160","99999","1998","12","9",19.2777777777778,23,54.1,23,1013.1,23,1008.1,23,12.8,22,15.1,23,22,32.1,24," ",13.2777777777778," ",0,"G",NA,0,1998,12,9
"GSOD",1998-12-10 12:00:00,"688160","99999","1998","12","10",21.5555555555556,23,57,23,1012.9,23,1008,23,9.6,22,9.8,23,14,22.9,27.8888888888889," ",16," ",0,"D",NA,0,1998,12,10
"GSOD",1998-12-11 12:00:00,"688160","99999","1998","12","11",20.3888888888889,22,60.3,22,1013.7,22,1008.8,22,9.2,22,7.6,22,13,16.9,27.8888888888889," ",14.8888888888889," ",0,"D",NA,0,1998,12,11
"GSOD",1998-12-12 12:00:00,"688160","99999","1998","12","12",22.2777777777778,24,63.1,24,1012.6,24,1007.7,24,9.1,23,14,24,21,NA,28," ",17.3888888888889," ",0,"D",NA,0,1998,12,12
"GSOD",1998-12-13 12:00:00,"688160","99999","1998","12","13",22.8888888888889,24,61.3,24,1009.2,24,1004.4,24,11.3,23,7.8,24,15,NA,32.1111111111111," ",17.5," ",0,"D",NA,10000,1998,12,13
"GSOD",1998-12-14 12:00:00,"688160","99999","1998","12","14",19.4444444444444,17,65.2,17,1012.1,17,1007.2,17,4.1,17,10.8,17,18.1,NA,32.1111111111111," ",17.2222222222222," ",0,"G",NA,110010,1998,12,14
"GSOD",1998-12-15 12:00:00,"688160","99999","1998","12","15",19.8888888888889,21,64.3,21,1013.8,21,1008.9,21,5.7,21,16.2,21,20,NA,23.7777777777778," ",17,"*",41.656,"G",NA,110000,1998,12,15
"GSOD",1998-12-16 12:00:00,"688160","99999","1998","12","16",19.0555555555556,24,57.5,24,1016.7,24,1011.7,24,9.2,24,13.5,24,19,NA,23.7777777777778," ",16.3888888888889," ",0,"G",NA,0,1998,12,16
"GSOD",1998-12-17 12:00:00,"688160","99999","1998","12","17",20.9444444444444,23,58.2,23,1014.8,23,1009.8,23,12.8,23,17.7,23,22.9,30.9,25.2222222222222," ",17.2777777777778," ",0,"D",NA,0,1998,12,17
"GSOD",1998-12-18 12:00:00,"688160","99999","1998","12","18",22.7222222222222,24,60.5,24,1010.3,24,1005.4,24,12.2,24,6.2,24,12,NA,29.7222222222222," ",15.6111111111111," ",0,"D",NA,0,1998,12,18
"GSOD",1998-12-19 12:00:00,"688160","99999","1998","12","19",19,24,57.8,24,1010.4,24,1005.4,24,6.2,23,8,24,16.9,19,29.7222222222222," ",13.7222222222222," ",0,"D",NA,110000,1998,12,19
"GSOD",1998-12-20 12:00:00,"688160","99999","1998","12","20",17.8333333333333,22,51.1,22,1015.2,22,1010.1,22,11.4,22,8.1,22,15.9,NA,25.2777777777778," ",13,"*",0,"G",NA,0,1998,12,20
"GSOD",1998-12-21 12:00:00,"688160","99999","1998","12","21",17.3333333333333,22,54,22,1011.9,22,1006.9,22,9.6,21,8.9,22,18.1,NA,22.1111111111111," ",13.7777777777778,"*",0,"H",NA,10000,1998,12,21
"GSOD",1998-12-22 12:00:00,"688160","99999","1998","12","22",17.4444444444444,24,48.6,24,1015.7,24,1010.7,24,9.2,24,16.2,24,26,30.9,22.7222222222222," ",11.7222222222222,"*",0.508,"G",NA,0,1998,12,22
"GSOD",1998-12-23 12:00:00,"688160","99999","1998","12","23",21,24,52.2,24,1010.7,24,1005.8,24,11.2,24,8.5,24,19,NA,29.2777777777778," ",13.7222222222222,"*",0,"G",NA,0,1998,12,23
"GSOD",1998-12-24 12:00:00,"688160","99999","1998","12","24",19.7222222222222,23,59.6,23,1010.4,23,1005.5,23,9.2,22,10.7,23,15,NA,29.2777777777778," ",10.1111111111111," ",0,"I",NA,100000,1998,12,24
"GSOD",1998-12-25 12:00:00,"688160","99999","1998","12","25",19.3333333333333,24,59,24,1012.7,24,1007.7,24,9.4,24,7.6,24,12,NA,24.7777777777778," ",13.7222222222222," ",NA," ",NA,10000,1998,12,25
"GSOD",1998-12-26 12:00:00,"688160","99999","1998","12","26",19,24,57.1,24,1013.9,24,1009,24,10.5,23,8,24,15,15.9,24.7777777777778," ",16.2777777777778," ",0.254,"G",NA,10000,1998,12,26
"GSOD",1998-12-27 12:00:00,"688160","99999","1998","12","27",20,24,56.4,24,1012.8,24,1007.9,24,12.8,23,17.3,24,23.9,34,24.7777777777778," ",16.2777777777778," ",0,"G",NA,0,1998,12,27
"GSOD",1998-12-28 12:00:00,"688160","99999","1998","12","28",20,24,57.4,24,1013,24,1008,24,12.7,23,20.7,24,28.9,42,24.7777777777778," ",16.7222222222222," ",0,"D",NA,0,1998,12,28
"GSOD",1998-12-29 12:00:00,"688160","99999","1998","12","29",23.3888888888889,22,59.4,22,1011.5,22,1006.6,22,13.2,22,9.6,22,16.9,NA,30," ",17," ",0,"D",NA,0,1998,12,29
"GSOD",1998-12-30 12:00:00,"688160","99999","1998","12","30",20.6111111111111,23,60.6,23,1010.5,23,1005.6,23,9.3,23,9.6,23,20,26,30," ",16,"*",0,"I",NA,0,1998,12,30
"GSOD",1998-12-31 12:00:00,"688160","99999","1998","12","31",19.5555555555556,23,54.8,23,1011.6,23,1006.6,23,9.8,23,7.3,23,14,NA,28.3888888888889," ",13.6111111111111," ",0,"I",NA,0,1998,12,31
"GSOD",1999-01-01 12:00:00,"688160","99999","1999","1","1",18.1111111111111,24,56.2,24,1012.2,24,1007.2,24,7,21,11.7,24,18.1,26,24.7777777777778," ",16,"*",NA," ",NA,10000,1999,1,1
"GSOD",1999-01-02 12:00:00,"688160","99999","1999","1","2",19.1111111111111,24,57.3,24,1015.8,24,1010.8,24,10.9,24,7.8,24,14,NA,24.2222222222222," ",13.7777777777778,"*",0.508,"G",NA,100000,1999,1,2
"GSOD",1999-01-03 12:00:00,"688160","99999","1999","1","3",20.4444444444444,24,61.2,24,1015.4,24,1010.5,24,10,24,9.3,24,16.9,NA,25.7777777777778," ",17.2222222222222," ",0,"G",NA,0,1999,1,3
"GSOD",1999-01-04 12:00:00,"688160","99999","1999","1","4",21.1111111111111,23,59.5,23,1012.8,23,1007.9,23,12.1,23,16.6,23,25.1,30.9,25.7777777777778," ",17.7222222222222," ",0,"I",NA,0,1999,1,4
"GSOD",1999-01-05 12:00:00,"688160","99999","1999","1","5",20.8333333333333,21,58.9,21,1009.8,21,1005,21,10.6,21,16.7,21,22,36.9,28.7222222222222," ",18,"*",0,"I",NA,0,1999,1,5
"GSOD",1999-01-06 12:00:00,"688160","99999","1999","1","6",20.6111111111111,24,55.7,24,1012.5,24,1007.6,24,9.9,24,21.4,24,28.9,36.9,28.7222222222222," ",18,"*",0,"I",NA,0,1999,1,6
"GSOD",1999-01-07 12:00:00,"688160","99999","1999","1","7",22.7222222222222,23,52.8,23,1012,23,1007.1,23,11.1,23,12.6,23,23.9,28.9,30.7222222222222," ",17.3888888888889," ",0,"I",NA,0,1999,1,7
"GSOD",1999-01-08 12:00:00,"688160","99999","1999","1","8",21.1666666666667,24,60.6,24,1009,24,1004.2,24,9.8,24,13.8,24,22,30.9,30.7222222222222," ",16.7777777777778," ",0,"I",NA,0,1999,1,8
"GSOD",1999-01-09 12:00:00,"688160","99999","1999","1","9",20.9444444444444,24,62.9,24,1008.5,24,1003.6,24,7.6,24,12.4,24,21,NA,27," ",18,"*",0,"I",NA,100000,1999,1,9
"GSOD",1999-01-10 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,1,10
"GSOD",1999-01-11 12:00:00,"688160","99999","1999","1","11",16.6111111111111,23,45.4,23,1016.1,23,1011.1,23,10.8,23,10.6,23,15.9,22,21.6111111111111," ",12.1111111111111," ",0.254,"G",NA,10000,1999,1,11
"GSOD",1999-01-12 12:00:00,"688160","99999","1999","1","12",18.7777777777778,24,47.7,24,1014.2,24,1009.2,24,12.5,24,8.4,24,15,15.9,25," ",8.5," ",0,"G",NA,0,1999,1,12
"GSOD",1999-01-13 12:00:00,"688160","99999","1999","1","13",20.6111111111111,24,52.5,24,1012.1,24,1007.2,24,8.9,24,7.6,24,15.9,NA,30," ",10.7222222222222," ",0,"I",NA,0,1999,1,13
