"DATE","Year","Month","Day","Tmin","Tmax","Tmean","Prec"
2000-09-30 12:00:00,2000,9,30,11.5,21.3888888888889,15.1111111111111,0.762
2000-10-01 12:00:00,2000,10,1,12.2222222222222,19.5,16.1111111111111,4.318
2000-10-02 12:00:00,2000,10,2,6.72222222222222,25.2777777777778,17.1666666666667,0
2000-10-03 12:00:00,2000,10,3,10,25.2777777777778,16.4444444444444,NA
2000-10-04 12:00:00,2000,10,4,8,21,14.2777777777778,0
2000-10-05 12:00:00,2000,10,5,8,18.8888888888889,13.6111111111111,1.524
2000-10-06 12:00:00,2000,10,6,6.27777777777778,20,14.2777777777778,0
2000-10-07 12:00:00,2000,10,7,8.61111111111111,24,17.1666666666667,0
2000-10-08 12:00:00,2000,10,8,9.77777777777778,23.8888888888889,15.5,0
2000-10-09 12:00:00,2000,10,9,13,20.7777777777778,15.7777777777778,0.762
2000-10-10 12:00:00,2000,10,10,8,19.5,13.8888888888889,0
2000-10-11 12:00:00,2000,10,11,3.27777777777778,23.5,14.2222222222222,0
2000-10-12 12:00:00,2000,10,12,2.5,30,18.1111111111111,0
2000-10-13 12:00:00,2000,10,13,12.5,30,17.3333333333333,0
2000-10-14 12:00:00,2000,10,14,12.6111111111111,24,18.6111111111111,0
2000-10-15 12:00:00,2000,10,15,15,24.5,18.3333333333333,0
2000-10-16 12:00:00,2000,10,16,10,23.6111111111111,15.6666666666667,0.254
2000-10-17 12:00:00,2000,10,17,9.77777777777778,22.2222222222222,16.7222222222222,0
2000-10-18 12:00:00,2000,10,18,12.1111111111111,22.2222222222222,16.5,0
2000-10-19 12:00:00,2000,10,19,10.8888888888889,21.5,16.4444444444444,1.524
2000-10-20 12:00:00,2000,10,20,9.5,24.6111111111111,18.2777777777778,0
2000-10-21 12:00:00,2000,10,21,8.22222222222222,30,20.1666666666667,0
2000-10-22 12:00:00,2000,10,22,13,30,19.5,0
2000-10-23 12:00:00,2000,10,23,12.6111111111111,25.7222222222222,15.6666666666667,0
2000-10-24 12:00:00,2000,10,24,8,22,13.1111111111111,1.778
2000-10-25 12:00:00,2000,10,25,7.27777777777778,17.7222222222222,12.9444444444444,0
2000-10-26 12:00:00,2000,10,26,2,24.7777777777778,16.1666666666667,0
2000-10-27 12:00:00,2000,10,27,5.77777777777778,28.2222222222222,18.6111111111111,0
2000-10-28 12:00:00,2000,10,28,10.5,28.2222222222222,17.7777777777778,0
2000-10-29 12:00:00,2000,10,29,13.7222222222222,24.8888888888889,16.1666666666667,0
2000-10-30 12:00:00,2000,10,30,14,24.7777777777778,18,0
2000-10-31 12:00:00,2000,10,31,14.5,25.3888888888889,18.9444444444444,0
2000-11-01 12:00:00,2000,11,1,13.2222222222222,25.3888888888889,19,0
2000-11-02 12:00:00,2000,11,2,10.8888888888889,25.2222222222222,18.3333333333333,0
2000-11-03 12:00:00,2000,11,3,11.2777777777778,25.2222222222222,16.9444444444444,0
2000-11-04 12:00:00,2000,11,4,11.5,22.5,16.9444444444444,0
2000-11-05 12:00:00,2000,11,5,12.5,25.5,19,0
2000-11-06 12:00:00,2000,11,6,11.7222222222222,25.5,17.6111111111111,0
2000-11-07 12:00:00,2000,11,7,14.7777777777778,23.3888888888889,19.2222222222222,0
2000-11-08 12:00:00,2000,11,8,15.7777777777778,28.7222222222222,21.2222222222222,0
2000-11-09 12:00:00,2000,11,9,16.6111111111111,31.1111111111111,21.9444444444444,0
2000-11-10 12:00:00,2000,11,10,17,31.1111111111111,20.4444444444444,0
2000-11-11 12:00:00,2000,11,11,17,25.1111111111111,20.2777777777778,0
2000-11-12 12:00:00,2000,11,12,16,25.1111111111111,18.3333333333333,2.032
2000-11-13 12:00:00,2000,11,13,12.1111111111111,27.7222222222222,20,0
2000-11-14 12:00:00,2000,11,14,12.2222222222222,33.8888888888889,23.1111111111111,0
2000-11-15 12:00:00,2000,11,15,13.7777777777778,38.7222222222222,26.5555555555556,0
2000-11-16 12:00:00,2000,11,16,16.2222222222222,21.2777777777778,19.1111111111111,0
2000-11-17 12:00:00,2000,11,17,14,22.3888888888889,16.3888888888889,0.762
2000-11-18 12:00:00,2000,11,18,13.7222222222222,21.5,17.0555555555556,1.016
2000-11-19 12:00:00,2000,11,19,15,24,18.8333333333333,2.032
2000-11-20 12:00:00,2000,11,20,10.7777777777778,24.2222222222222,18.4444444444444,0
2000-11-21 12:00:00,2000,11,21,15.2222222222222,24.2222222222222,18.2777777777778,0
2000-11-22 12:00:00,2000,11,22,14,27.1111111111111,20.5555555555556,0
2000-11-23 12:00:00,2000,11,23,13,27.1111111111111,17.5555555555556,NA
2000-11-24 12:00:00,2000,11,24,10.3888888888889,23.1111111111111,15.6666666666667,0.508
2000-11-25 12:00:00,2000,11,25,12.7222222222222,20.8888888888889,16.6111111111111,0
2000-11-26 12:00:00,2000,11,26,13.5,22.2777777777778,18,0
2000-11-27 12:00:00,2000,11,27,14.5,22.7222222222222,18.2222222222222,0
2000-11-28 12:00:00,2000,11,28,15.1111111111111,23.8888888888889,19,0
2000-11-29 12:00:00,2000,11,29,14.5,23.8888888888889,18.3888888888889,0
2000-11-30 12:00:00,2000,11,30,13.7777777777778,26.6111111111111,20.2222222222222,0
2000-12-01 12:00:00,2000,12,1,15.7777777777778,26.6111111111111,18.2777777777778,0
2000-12-02 12:00:00,2000,12,2,15.8888888888889,24.7222222222222,19.7777777777778,0
2000-12-03 12:00:00,2000,12,3,16.7222222222222,24.7222222222222,18.7777777777778,0.508
2000-12-04 12:00:00,2000,12,4,15,22,17.8333333333333,0
2000-12-05 12:00:00,2000,12,5,14.2777777777778,24.2777777777778,19,0
2000-12-06 12:00:00,2000,12,6,16.3888888888889,24.2777777777778,19.8888888888889,0
2000-12-07 12:00:00,2000,12,7,15.8888888888889,23.8888888888889,18.6666666666667,0
2000-12-08 12:00:00,2000,12,8,15.6111111111111,28.7222222222222,21.5555555555556,0
2000-12-09 12:00:00,2000,12,9,14.8888888888889,28.7222222222222,20.7222222222222,0
2000-12-10 12:00:00,2000,12,10,16.2222222222222,27.8888888888889,19.5555555555556,0
2000-12-11 12:00:00,2000,12,11,15.8888888888889,24.2222222222222,18.6666666666667,0
2000-12-12 12:00:00,2000,12,12,14.6111111111111,23.3888888888889,18.0555555555556,0
2000-12-13 12:00:00,2000,12,13,15,23.1111111111111,18.6111111111111,0
2000-12-14 12:00:00,2000,12,14,14.8888888888889,24.7777777777778,19.3333333333333,0
2000-12-15 12:00:00,2000,12,15,13.5,25.7777777777778,20.0555555555556,0
2000-12-16 12:00:00,2000,12,16,14,25.7777777777778,18.9444444444444,0
2000-12-17 12:00:00,2000,12,17,12.7222222222222,24.2777777777778,19.4444444444444,0
2000-12-18 12:00:00,2000,12,18,11.2777777777778,26.2777777777778,19.2222222222222,0
2000-12-19 12:00:00,2000,12,19,12.5,26.2777777777778,19.7777777777778,0
2000-12-20 12:00:00,2000,12,20,17,25.1111111111111,20,0
2000-12-21 12:00:00,2000,12,21,18,27.7777777777778,22.3888888888889,0
2000-12-22 12:00:00,2000,12,22,18.3888888888889,29.2222222222222,23.2777777777778,0
2000-12-23 12:00:00,2000,12,23,16,29.2222222222222,20.9444444444444,0
2000-12-24 12:00:00,2000,12,24,15,26.7222222222222,17.8333333333333,0.762
2000-12-25 12:00:00,2000,12,25,15.2222222222222,21.7777777777778,17.9444444444444,0
2000-12-26 12:00:00,2000,12,26,13.1111111111111,23.3888888888889,18.6666666666667,0
2000-12-27 12:00:00,2000,12,27,15.6111111111111,24.7777777777778,19.3333333333333,0
2000-12-28 12:00:00,2000,12,28,15,24.7777777777778,18,1.016
2000-12-29 12:00:00,2000,12,29,12.5,23.3888888888889,18.4444444444444,0
2000-12-30 12:00:00,2000,12,30,15,24.1111111111111,19.7222222222222,0
2000-12-31 12:00:00,2000,12,31,13.6111111111111,24.1111111111111,17.3888888888889,3.048
2001-01-01 12:00:00,2001,1,1,13.7222222222222,22.2222222222222,17.4444444444444,3.302
2001-01-02 12:00:00,2001,1,2,8,27.7222222222222,19.8888888888889,0
2001-01-03 12:00:00,2001,1,3,17.2777777777778,30.5,22.6666666666667,0
2001-01-04 12:00:00,2001,1,4,17.7777777777778,32.1111111111111,22.6666666666667,0
2001-01-05 12:00:00,2001,1,5,16.6111111111111,32.1111111111111,21.7777777777778,0
2001-01-06 12:00:00,2001,1,6,18.1111111111111,30.5,21.0555555555556,0
2001-01-07 12:00:00,2001,1,7,18.5,30.3888888888889,23.1111111111111,0
2001-01-08 12:00:00,2001,1,8,16.5,30.3888888888889,21,0
2001-01-09 12:00:00,2001,1,9,16.7777777777778,27.5,19.9444444444444,0
2001-01-10 12:00:00,2001,1,10,17,25,19.1666666666667,0.762
2001-01-11 12:00:00,2001,1,11,15.3888888888889,26.2777777777778,20.2777777777778,0
2001-01-12 12:00:00,2001,1,12,14,26.5,20.0555555555556,NA
2001-01-13 12:00:00,2001,1,13,11.7777777777778,26.5,14.6666666666667,4.826
2001-01-14 12:00:00,2001,1,14,11.6111111111111,21.6111111111111,16.8333333333333,0
2001-01-15 12:00:00,2001,1,15,12.7777777777778,25,19.6111111111111,0
2001-01-16 12:00:00,2001,1,16,16.3888888888889,25.2222222222222,20,0.508
2001-01-17 12:00:00,2001,1,17,16.2777777777778,29.5,22.5555555555556,0
2001-01-18 12:00:00,2001,1,18,16,29.5,19.7777777777778,0
2001-01-19 12:00:00,2001,1,19,14.5,24.1111111111111,18.7222222222222,0
2001-01-20 12:00:00,2001,1,20,12,26,19.6111111111111,0
2001-01-21 12:00:00,2001,1,21,17.1111111111111,26,20.6111111111111,0
2001-01-22 12:00:00,2001,1,22,17.7222222222222,27,21.2222222222222,0
2001-01-23 12:00:00,2001,1,23,16.8888888888889,26.5,20,0
2001-01-24 12:00:00,2001,1,24,15.6111111111111,24.7777777777778,19.3333333333333,0
2001-01-25 12:00:00,2001,1,25,13.7777777777778,30,21.9444444444444,0
2001-01-26 12:00:00,2001,1,26,15.7222222222222,31.2222222222222,23.3888888888889,0
2001-01-27 12:00:00,2001,1,27,14.2222222222222,31.2222222222222,22.6111111111111,0
2001-01-28 12:00:00,2001,1,28,18,31.2222222222222,21.5555555555556,0
2001-01-29 12:00:00,2001,1,29,17.3888888888889,29.7222222222222,21.7777777777778,0
2001-01-30 12:00:00,2001,1,30,15,29.7222222222222,18.2777777777778,0
2001-01-31 12:00:00,2001,1,31,14,23.2777777777778,17.9444444444444,0
2001-02-01 12:00:00,2001,2,1,12.5,24.6111111111111,18.2222222222222,NA
2001-02-02 12:00:00,2001,2,2,16,24.6111111111111,18.1111111111111,4.064
2001-02-03 12:00:00,2001,2,3,13,21.7222222222222,16.8333333333333,0
2001-02-04 12:00:00,2001,2,4,11.7222222222222,25.8888888888889,19,0.254
2001-02-05 12:00:00,2001,2,5,10.5,30.2222222222222,20.2777777777778,0
2001-02-06 12:00:00,2001,2,6,14.6111111111111,30.2222222222222,21.4444444444444,0
2001-02-07 12:00:00,2001,2,7,19,29.7222222222222,21.2777777777778,0
2001-02-08 12:00:00,2001,2,8,19,31.1111111111111,23.6111111111111,0
2001-02-09 12:00:00,2001,2,9,18.2777777777778,36.8888888888889,26.1666666666667,0
2001-02-10 12:00:00,2001,2,10,16.3888888888889,36.8888888888889,23.2222222222222,0
2001-02-11 12:00:00,2001,2,11,16.7222222222222,34.2222222222222,20.5,0
2001-02-12 12:00:00,2001,2,12,17.2222222222222,28,22.1111111111111,0
2001-02-13 12:00:00,2001,2,13,15.2777777777778,28,18,0.508
2001-02-14 12:00:00,2001,2,14,13.8888888888889,29.6111111111111,21.3888888888889,0
2001-02-15 12:00:00,2001,2,15,16,32.2222222222222,21.5,0
2001-02-16 12:00:00,2001,2,16,15.6111111111111,32.2222222222222,19.3333333333333,0
2001-02-17 12:00:00,2001,2,17,17.7777777777778,26.8888888888889,20.7222222222222,0
2001-02-18 12:00:00,2001,2,18,16,28.2777777777778,21.4444444444444,0
2001-02-19 12:00:00,2001,2,19,14.7222222222222,28.2777777777778,18.8888888888889,0
2001-02-20 12:00:00,2001,2,20,16,26.1111111111111,20.4444444444444,0
2001-02-21 12:00:00,2001,2,21,14.7777777777778,27.3888888888889,19.8888888888889,0
2001-02-22 12:00:00,2001,2,22,15.7222222222222,27.3888888888889,19.7222222222222,0
2001-02-23 12:00:00,2001,2,23,17,25.3888888888889,19.8333333333333,0
2001-02-24 12:00:00,2001,2,24,15.7777777777778,29.3888888888889,21.2222222222222,0
2001-02-25 12:00:00,2001,2,25,16.6111111111111,31.7222222222222,24,0
2001-02-26 12:00:00,2001,2,26,16.3888888888889,31.7222222222222,23.6111111111111,0
2001-02-27 12:00:00,2001,2,27,18.7777777777778,33.1111111111111,24.2222222222222,0
2001-02-28 12:00:00,2001,2,28,16.7777777777778,34.3888888888889,24,0
2001-03-01 12:00:00,2001,3,1,14.5,34.3888888888889,19.6666666666667,0
2001-03-02 12:00:00,2001,3,2,13.2777777777778,27.2222222222222,17.7222222222222,0
2001-03-03 12:00:00,2001,3,3,16.2777777777778,26.3888888888889,20.3333333333333,0
2001-03-04 12:00:00,2001,3,4,15,26.3888888888889,18.8888888888889,0
2001-03-05 12:00:00,2001,3,5,14.2222222222222,28.6111111111111,20.0555555555556,0
2001-03-06 12:00:00,2001,3,6,16,28.6111111111111,19.8888888888889,0
2001-03-07 12:00:00,2001,3,7,16,25.3888888888889,20.0555555555556,0
2001-03-08 12:00:00,2001,3,8,12.8888888888889,25.2222222222222,20.0555555555556,0
2001-03-09 12:00:00,2001,3,9,15.7777777777778,25.2222222222222,19.6666666666667,0
2001-03-10 12:00:00,2001,3,10,14.2777777777778,26.6111111111111,19.8333333333333,0
2001-03-11 12:00:00,2001,3,11,12.1111111111111,26.6111111111111,18.4444444444444,NA
2001-03-12 12:00:00,2001,3,12,14,23.7222222222222,16.7222222222222,2.286
2001-03-13 12:00:00,2001,3,13,6.22222222222222,28.7777777777778,18.7777777777778,0
2001-03-14 12:00:00,2001,3,14,13.7777777777778,28.7777777777778,19.7222222222222,0
2001-03-15 12:00:00,2001,3,15,13.2777777777778,26.7777777777778,18.3888888888889,0
2001-03-16 12:00:00,2001,3,16,15,24.8888888888889,18.6111111111111,0
2001-03-17 12:00:00,2001,3,17,14.7777777777778,24.8888888888889,17.5555555555556,0
2001-03-18 12:00:00,2001,3,18,14.5,27.5,20.1666666666667,0
2001-03-19 12:00:00,2001,3,19,10.7222222222222,28.3888888888889,19,0
2001-03-20 12:00:00,2001,3,20,16.6111111111111,28.3888888888889,19.9444444444444,0
2001-03-21 12:00:00,2001,3,21,15.5,29.7777777777778,20.1666666666667,0
2001-03-22 12:00:00,2001,3,22,12,31.1111111111111,19.1666666666667,0
2001-03-23 12:00:00,2001,3,23,12,31.1111111111111,16.5555555555556,0
2001-03-24 12:00:00,2001,3,24,13.2777777777778,25.1111111111111,17.5,0
2001-03-25 12:00:00,2001,3,25,15,23,17.9444444444444,0
2001-03-26 12:00:00,2001,3,26,10.3888888888889,24.6111111111111,17.7777777777778,0
2001-03-27 12:00:00,2001,3,27,13.6111111111111,25.3888888888889,17.9444444444444,0
2001-03-28 12:00:00,2001,3,28,13.6111111111111,27.3888888888889,18.4444444444444,0
2001-03-29 12:00:00,2001,3,29,13,28.7222222222222,18.5,0
2001-03-30 12:00:00,2001,3,30,12,24,17.3888888888889,0
2001-03-31 12:00:00,2001,3,31,14.6111111111111,25.1111111111111,16.9444444444444,0
2001-04-01 12:00:00,2001,4,1,13.1111111111111,26.2777777777778,18.9444444444444,0
2001-04-02 12:00:00,2001,4,2,13,26.2777777777778,15.7777777777778,0.508
2001-04-03 12:00:00,2001,4,3,10.3888888888889,21.6111111111111,15.5555555555556,0
2001-04-04 12:00:00,2001,4,4,11.2777777777778,27.7777777777778,18.8888888888889,0
2001-04-05 12:00:00,2001,4,5,11.1111111111111,29.8888888888889,20.1111111111111,0
2001-04-06 12:00:00,2001,4,6,15.7222222222222,30.1111111111111,20.5,1.016
2001-04-07 12:00:00,2001,4,7,17,25.2222222222222,19.1666666666667,19.05
2001-04-08 12:00:00,2001,4,8,17,22.5,17.8888888888889,0
2001-04-09 12:00:00,2001,4,9,15,21.1111111111111,17.2222222222222,3.81
2001-04-10 12:00:00,2001,4,10,15,21.7222222222222,17.4444444444444,0
2001-04-11 12:00:00,2001,4,11,14,24.7222222222222,17.7777777777778,0
2001-04-12 12:00:00,2001,4,12,11.2222222222222,24.7222222222222,17.1666666666667,0
2001-04-13 12:00:00,2001,4,13,15.8888888888889,22.6111111111111,18.2222222222222,0
2001-04-14 12:00:00,2001,4,14,14,28.3888888888889,19.9444444444444,0
2001-04-15 12:00:00,2001,4,15,11.7777777777778,28.3888888888889,17.3333333333333,0
2001-04-16 12:00:00,2001,4,16,13.5,26.7222222222222,17.2777777777778,0
2001-04-17 12:00:00,2001,4,17,13,24.6111111111111,17.7222222222222,0
2001-04-18 12:00:00,2001,4,18,11.2777777777778,31.8888888888889,19.8888888888889,0
2001-04-19 12:00:00,2001,4,19,13.7777777777778,31.8888888888889,16.8888888888889,0
2001-04-20 12:00:00,2001,4,20,13,25.1111111111111,18.2222222222222,0
2001-04-21 12:00:00,2001,4,21,9.77777777777778,25.1111111111111,13.9444444444444,0
2001-04-22 12:00:00,2001,4,22,13.2777777777778,20.1111111111111,15.6666666666667,3.048
2001-04-23 12:00:00,2001,4,23,10.6111111111111,20.1111111111111,13.6111111111111,NA
2001-04-24 12:00:00,2001,4,24,9.38888888888889,18.5,12.9444444444444,0
2001-04-25 12:00:00,2001,4,25,6.38888888888889,17.1111111111111,12.1111111111111,8.89
2001-04-26 12:00:00,2001,4,26,3.38888888888889,22,13.1111111111111,0
2001-04-27 12:00:00,2001,4,27,8.27777777777778,21.6111111111111,15.2777777777778,0
2001-04-28 12:00:00,2001,4,28,14,20.2222222222222,16.3888888888889,0
2001-04-29 12:00:00,2001,4,29,12,20.2222222222222,14.8333333333333,0
2001-04-30 12:00:00,2001,4,30,7.72222222222222,23.7222222222222,15.6111111111111,0
2001-05-01 12:00:00,2001,5,1,7.38888888888889,28.3888888888889,16.3888888888889,0
2001-05-02 12:00:00,2001,5,2,10.2777777777778,28.3888888888889,16.1666666666667,0
2001-05-03 12:00:00,2001,5,3,10.5,23.5,14.3888888888889,0
2001-05-04 12:00:00,2001,5,4,9.61111111111111,18.7222222222222,12.1111111111111,17.018
2001-05-05 12:00:00,2001,5,5,9,15,11.5555555555556,0.762
2001-05-06 12:00:00,2001,5,6,9.61111111111111,16.3888888888889,13.1111111111111,NA
2001-05-07 12:00:00,2001,5,7,10,16.5,13.4444444444444,2.286
2001-05-08 12:00:00,2001,5,8,13,21,15.5,3.048
2001-05-09 12:00:00,2001,5,9,0,19.5,14.6666666666667,2.794
2001-05-10 12:00:00,2001,5,10,10,20.7777777777778,14.3888888888889,1.778
2001-05-11 12:00:00,2001,5,11,8,28.3888888888889,16.0555555555556,0
2001-05-12 12:00:00,2001,5,12,11.7777777777778,32.2222222222222,22.2777777777778,0
2001-05-13 12:00:00,2001,5,13,13.5,32.2222222222222,22.1111111111111,0
2001-05-14 12:00:00,2001,5,14,13,30.5,16.2222222222222,0
2001-05-15 12:00:00,2001,5,15,11.6111111111111,27,19.7777777777778,0
2001-05-16 12:00:00,2001,5,16,13,27.1111111111111,17.7777777777778,0
2001-05-17 12:00:00,2001,5,17,11.3888888888889,25,17.5,0
2001-05-18 12:00:00,2001,5,18,11.2777777777778,27.7777777777778,19,0
2001-05-19 12:00:00,2001,5,19,13,27.7777777777778,17.6666666666667,0.508
2001-05-20 12:00:00,2001,5,20,11.8888888888889,23.7777777777778,14.3888888888889,10.16
2001-05-21 12:00:00,2001,5,21,9.88888888888889,17.7777777777778,12.5555555555556,0
2001-05-22 12:00:00,2001,5,22,8.88888888888889,17.7222222222222,12.0555555555556,0
2001-05-23 12:00:00,2001,5,23,8,19.2222222222222,13,0
2001-05-24 12:00:00,2001,5,24,8.88888888888889,19.2222222222222,14.7777777777778,0
2001-05-25 12:00:00,2001,5,25,13,18.7222222222222,14.2777777777778,2.286
2001-05-26 12:00:00,2001,5,26,9,17,11.9444444444444,20.574
2001-05-27 12:00:00,2001,5,27,3.61111111111111,17.2222222222222,10.6666666666667,0.508
2001-05-28 12:00:00,2001,5,28,6.72222222222222,18.6111111111111,13.1111111111111,0
2001-05-29 12:00:00,2001,5,29,12,18.6111111111111,13.6666666666667,0.508
2001-05-30 12:00:00,2001,5,30,6,17.2222222222222,12.0555555555556,2.54
2001-05-31 12:00:00,2001,5,31,4.11111111111111,17.2777777777778,10.3333333333333,0
2001-06-01 12:00:00,2001,6,1,9.61111111111111,17.2777777777778,12.1111111111111,5.334
2001-06-02 12:00:00,2001,6,2,9.77777777777778,15.3888888888889,12.5,0
2001-06-03 12:00:00,2001,6,3,12.1111111111111,17.2777777777778,14.2777777777778,3.048
2001-06-04 12:00:00,2001,6,4,10,18,14.9444444444444,15.24
2001-06-05 12:00:00,2001,6,5,6.72222222222222,22.5,14.6111111111111,0
2001-06-06 12:00:00,2001,6,6,10.3888888888889,22.5,14.8333333333333,0
2001-06-07 12:00:00,2001,6,7,8,17.7222222222222,13.1111111111111,5.842
2001-06-08 12:00:00,2001,6,8,6.38888888888889,17.1111111111111,12.0555555555556,0
2001-06-09 12:00:00,2001,6,9,5.88888888888889,17.8888888888889,11.7222222222222,0
2001-06-10 12:00:00,2001,6,10,8,17.8888888888889,13.3888888888889,0
2001-06-11 12:00:00,2001,6,11,9,18.3888888888889,12.5555555555556,0
2001-06-12 12:00:00,2001,6,12,6,19.2222222222222,12.1666666666667,0
2001-06-13 12:00:00,2001,6,13,6,24,14.1111111111111,0
2001-06-14 12:00:00,2001,6,14,10.5,24,14.2777777777778,0
2001-06-15 12:00:00,2001,6,15,8,19.2777777777778,13.6111111111111,0
2001-06-16 12:00:00,2001,6,16,6.77777777777778,19.2777777777778,13.0555555555556,0
2001-06-17 12:00:00,2001,6,17,10.1111111111111,19.7222222222222,14.8333333333333,6.096
2001-06-18 12:00:00,2001,6,18,7,19.7222222222222,13.4444444444444,0.508
2001-06-19 12:00:00,2001,6,19,6.5,17.5,11.8333333333333,0
2001-06-20 12:00:00,2001,6,20,4.38888888888889,21.7222222222222,11.4444444444444,0
2001-06-21 12:00:00,2001,6,21,5,21.7222222222222,12,0
2001-06-22 12:00:00,2001,6,22,6,20.6111111111111,13.1111111111111,0
2001-06-23 12:00:00,2001,6,23,6.88888888888889,21.1111111111111,14.2222222222222,0
2001-06-24 12:00:00,2001,6,24,8.5,21.1111111111111,13.4444444444444,0
2001-06-25 12:00:00,2001,6,25,10,17.8888888888889,13.9444444444444,0
2001-06-26 12:00:00,2001,6,26,7.88888888888889,18.5,12.2222222222222,0
2001-06-27 12:00:00,2001,6,27,5.72222222222222,18.5,11.8888888888889,0
2001-06-28 12:00:00,2001,6,28,6,17.2777777777778,10.4444444444444,2.286
2001-06-29 12:00:00,2001,6,29,5.61111111111111,14.5,10.0555555555556,1.524
2001-06-30 12:00:00,2001,6,30,8.5,16.2777777777778,11.9444444444444,12.7
2001-07-01 12:00:00,2001,7,1,6.5,17.5,11.5555555555556,1.27
2001-07-02 12:00:00,2001,7,2,6.27777777777778,17.5,12.5,0
2001-07-03 12:00:00,2001,7,3,11,15.7222222222222,12.2222222222222,22.352
2001-07-04 12:00:00,2001,7,4,8,13.5,10.2777777777778,42.672
2001-07-05 12:00:00,2001,7,5,6.88888888888889,13.5,8.66666666666667,21.082
2001-07-06 12:00:00,2001,7,6,2.22222222222222,14.5,8.55555555555556,7.874
2001-07-07 12:00:00,2001,7,7,0,17,9.22222222222222,0
2001-07-08 12:00:00,2001,7,8,11,17.8888888888889,13,12.7
2001-07-09 12:00:00,2001,7,9,11.7222222222222,15.7777777777778,12.5555555555556,13.716
2001-07-10 12:00:00,2001,7,10,11,16.3888888888889,13.3333333333333,8.89
2001-07-11 12:00:00,2001,7,11,5.5,19.2222222222222,11.9444444444444,0
2001-07-12 12:00:00,2001,7,12,4.38888888888889,19.2222222222222,11.5,0
2001-07-13 12:00:00,2001,7,13,5.61111111111111,20.2777777777778,13.7222222222222,0
2001-07-14 12:00:00,2001,7,14,6.77777777777778,23,13.6111111111111,0
2001-07-15 12:00:00,2001,7,15,9.77777777777778,23,13.7222222222222,0.762
2001-07-16 12:00:00,2001,7,16,11.7777777777778,18.2222222222222,14.3888888888889,0
2001-07-17 12:00:00,2001,7,17,13,18.2222222222222,14.1666666666667,1.27
2001-07-18 12:00:00,2001,7,18,11.2777777777778,16.2222222222222,12.7777777777778,26.924
2001-07-19 12:00:00,2001,7,19,10,14.1111111111111,11.9444444444444,10.668
2001-07-20 12:00:00,2001,7,20,7.22222222222222,13.7777777777778,9.77777777777778,20.828
2001-07-21 12:00:00,2001,7,21,9.72222222222222,14,12,0.508
2001-07-22 12:00:00,2001,7,22,10,17,13.1111111111111,0.508
2001-07-23 12:00:00,2001,7,23,7.5,16.7222222222222,11.8333333333333,3.556
2001-07-24 12:00:00,2001,7,24,7.5,19.2222222222222,11.8888888888889,0
2001-07-25 12:00:00,2001,7,25,3.22222222222222,21.6111111111111,11.1111111111111,0
2001-07-26 12:00:00,2001,7,26,6.77777777777778,25,17.2222222222222,0
2001-07-27 12:00:00,2001,7,27,8.5,24.6111111111111,12.6111111111111,0
2001-07-28 12:00:00,2001,7,28,8,18.7777777777778,12.8333333333333,0
2001-07-29 12:00:00,2001,7,29,5.38888888888889,25.7777777777778,14.0555555555556,0
2001-07-30 12:00:00,2001,7,30,6.77777777777778,28.2777777777778,19,0
2001-07-31 12:00:00,2001,7,31,14.8888888888889,28.2777777777778,19.8888888888889,0
2001-08-01 12:00:00,2001,8,1,13.5,27.2222222222222,15.2222222222222,0
2001-08-02 12:00:00,2001,8,2,11,17.8888888888889,13.8888888888889,NA
2001-08-03 12:00:00,2001,8,3,10.5,17.7222222222222,12.1666666666667,0
2001-08-04 12:00:00,2001,8,4,10,19,12.7777777777778,0
2001-08-05 12:00:00,2001,8,5,2.77777777777778,21.2222222222222,11.8333333333333,0
2001-08-06 12:00:00,2001,8,6,7.38888888888889,21.2222222222222,14.2777777777778,0
2001-08-07 12:00:00,2001,8,7,6.11111111111111,20.5,12.6666666666667,0
2001-08-08 12:00:00,2001,8,8,7.5,27,17.3333333333333,0
2001-08-09 12:00:00,2001,8,9,12,26.7222222222222,15.1666666666667,0.762
2001-08-10 12:00:00,2001,8,10,9,16.7222222222222,13.1111111111111,5.08
2001-08-11 12:00:00,2001,8,11,7,18.5,10.9444444444444,0
2001-08-12 12:00:00,2001,8,12,3.5,23.2222222222222,11.7222222222222,0
2001-08-13 12:00:00,2001,8,13,7.38888888888889,23.2222222222222,12,0.762
2001-08-14 12:00:00,2001,8,14,8.27777777777778,16.2222222222222,12,4.064
2001-08-15 12:00:00,2001,8,15,8.88888888888889,16.1111111111111,11.5,4.826
2001-08-16 12:00:00,2001,8,16,10.2777777777778,15.7222222222222,12.3888888888889,3.048
2001-08-17 12:00:00,2001,8,17,11,14.2777777777778,12.7777777777778,4.572
2001-08-18 12:00:00,2001,8,18,8.38888888888889,16.6111111111111,12.5555555555556,9.398
2001-08-19 12:00:00,2001,8,19,9,16.6111111111111,12.5,0
2001-08-20 12:00:00,2001,8,20,5.72222222222222,15.2777777777778,10.5,2.032
2001-08-21 12:00:00,2001,8,21,9.72222222222222,15.7222222222222,12.3888888888889,3.556
2001-08-22 12:00:00,2001,8,22,11.5,15.7222222222222,13,7.874
2001-08-23 12:00:00,2001,8,23,12,17.2777777777778,13.6111111111111,2.032
2001-08-24 12:00:00,2001,8,24,10.8888888888889,17.2777777777778,13.1666666666667,8.89
2001-08-25 12:00:00,2001,8,25,10.7777777777778,16.3888888888889,12.8333333333333,2.032
