"","Month","Tmin","Tmax","Chill_eff","Heat_eff"
"86",4,-19,23,0,5.44770407922971
"87",4,-19,24,0,5.804938649246
"88",4,-19,25,0,6.14447534708966
"89",4,-19,26,0,6.4632005910236
"90",4,-19,27,0,6.7579437634898
"91",4,-19,28,0,7.02587662730268
"92",4,-19,29,0,7.09346071174868
"93",4,-19,30,0,6.66989726992667
"94",4,-18,-15,0,0
"95",4,-18,-14,0,0
"96",4,-18,-13,0,0
"97",4,-18,-12,0,0
"98",4,-18,-11,0,0
"99",4,-18,-10,0,0
"100",4,-18,-9,0,0
"101",4,-18,-8,0,0
"102",4,-18,-7,0,0
"103",4,-18,-6,0,0
"104",4,-18,-5,0,0
"105",4,-18,-4,0,0
"106",4,-18,-3,0,0
"107",4,-18,-2,0,0
"108",4,-18,-1,6.6873100815391e-09,0
"109",4,-18,0,3.9934882276187e-06,0
"110",4,-18,1,0.00188742614800435,0
"111",4,-18,2,0.457552902815662,5.43397350789565e-05
"112",4,-18,3,0.919787722155762,0.00763394137395225
"113",4,-18,4,0.718260040665144,0.0353817548851687
"114",4,-18,5,0.989135418013351,0.0918293668044847
"115",4,-18,6,0.904714664426509,0.179027817260428
"116",4,-18,7,0.833813185943834,0.297804845046424
"117",4,-18,8,1.02208845262522,0.453053324132474
"118",4,-18,9,1.02390830525517,0.64364327976577
"119",4,-18,10,1.02175381706116,0.867176975318186
"120",4,-18,11,0.861891377584183,1.12093184969203
"121",4,-18,12,0.815349956334876,1.40301771808312
"122",4,-18,13,1.01479440197908,1.7123019013474
"123",4,-18,14,1.02750794931081,2.04632191210346
"124",4,-18,15,1.01934920958832,2.40192233892099
"125",4,-18,16,1.00923499310305,2.77511888826513
"126",4,-18,17,0.997652795825219,3.16152480346307
"127",4,-18,18,0.984861553803063,3.5566454404313
"128",4,-18,19,0.742767057919597,3.95594026499468
"129",4,-18,20,0.509887153589502,4.35510038647051
"130",4,-18,21,0.44530743048401,4.7501060790436
"131",4,-18,22,0.344108953015668,5.13707565822851
"132",4,-18,23,0.0294790100630899,5.51268930510042
"133",4,-18,24,0,5.87390699207499
"134",4,-18,25,0,6.21728709616922
"135",4,-18,26,0,6.53932811090494
"136",4,-18,27,0,6.83684549155404
"137",4,-18,28,0,7.10701143702487
"138",4,-18,29,0,7.17629210699435
"139",4,-18,30,0,6.73984798398434
"140",4,-17,-15,0,0
"141",4,-17,-14,0,0
"142",4,-17,-13,0,0
"143",4,-17,-12,0,0
"144",4,-17,-11,0,0
"145",4,-17,-10,0,0
"146",4,-17,-9,0,0
"147",4,-17,-8,0,0
"148",4,-17,-7,0,0
"149",4,-17,-6,0,0
"150",4,-17,-5,0,0
"151",4,-17,-4,0,0
"152",4,-17,-3,0,0
"153",4,-17,-2,0,0
"154",4,-17,-1,6.592178295986e-09,0
"155",4,-17,0,4.02696378435086e-06,0
"156",4,-17,1,0.00190099037905679,0
"157",4,-17,2,0.46312232816622,5.43397350789565e-05
"158",4,-17,3,0.935037490446087,0.00783713715380632
"159",4,-17,4,0.739393685248252,0.0362484919004592
"160",4,-17,5,1.00040041870139,0.0940367094685675
"161",4,-17,6,0.862404402025277,0.182560528328034
"162",4,-17,7,0.950145486551644,0.304117887328405
"163",4,-17,8,1.0324464029257,0.462661025029341
"164",4,-17,9,1.03210650027052,0.656439576457901
"165",4,-17,10,1.00931479055652,0.883023185097022
"166",4,-17,11,0.806281907571104,1.13997000714405
"167",4,-17,12,0.938296859264327,1.42620978742311
"168",4,-17,13,1.03898630751199,1.74022097196583
"169",4,-17,14,1.03430778649416,2.07923443392932
"170",4,-17,15,1.02528393960313,2.4397304707926
"171",4,-17,16,1.01463172827664,2.81746984635397
"172",4,-17,17,1.00258919050335,3.20803173564284
"173",4,-17,18,0.876117645062623,3.60689349322074
"174",4,-17,19,0.718527948134697,4.00966816613558
"175",4,-17,20,0.655845154530486,4.41227258880204
"176",4,-17,21,0.460977518689286,4.81072281451229
"177",4,-17,22,0.449593897520659,5.20156285476691
"178",4,-17,23,0.193588344819481,5.58156190987563
"179",4,-17,24,0,5.9469836550665
"180",4,-17,25,0,6.29402806086365
"181",4,-17,26,0,6.61918098669782
"182",4,-17,27,0,6.91925530789294
"183",4,-17,28,0,7.19142501434949
"184",4,-17,29,0,7.26216228425463
"185",4,-17,30,0,6.81261169220803
"186",4,-16,-15,0,0
"187",4,-16,-14,0,0
"188",4,-16,-13,0,0
"189",4,-16,-12,0,0
"190",4,-16,-11,0,0
"191",4,-16,-10,0,0
"192",4,-16,-9,0,0
"193",4,-16,-8,0,0
"194",4,-16,-7,0,0
"195",4,-16,-6,0,0
"196",4,-16,-5,0,0
"197",4,-16,-4,0,0
"198",4,-16,-3,0,0
"199",4,-16,-2,0,0
"200",4,-16,-1,6.48789790144215e-09,0
"201",4,-16,0,4.06477320606785e-06,0
"202",4,-16,1,0.00191635147583367,0
"203",4,-16,2,0.468991402600202,5.43397350789565e-05
"204",4,-16,3,0.949760614604104,0.00804653634400076
"205",4,-16,4,0.830392936207691,0.0372187350925945
"206",4,-16,5,1.01091056341585,0.0963463545223707
"207",4,-16,6,0.797591770962072,0.186310215757989
"208",4,-16,7,1.01234989861449,0.311001930647624
"209",4,-16,8,1.04117703875029,0.472829151087863
"210",4,-16,9,1.03975750801603,0.66978031243681
"211",4,-16,10,0.906503376180075,0.899423500010622
"212",4,-16,11,0.816319513927452,1.16003465486604
"213",4,-16,12,1.0346786960493,1.45090618316848
"214",4,-16,13,1.04765290640965,1.76991234481199
"215",4,-16,14,1.04004811089906,2.11405509669363
"216",4,-16,15,1.03041986061346,2.47937583850016
"217",4,-16,16,1.01925429424944,2.86157444325527
"218",4,-16,17,0.950320737211499,3.25619717209765
"219",4,-16,18,0.77014076828811,3.65882650281565
"220",4,-16,19,0.74685438742073,4.06535291156564
"221",4,-16,20,0.721528252667508,4.47173885424726
"222",4,-16,21,0.736477410402326,4.87443899701643
"223",4,-16,22,0.503211235506955,5.27007041883259
"224",4,-16,23,0.26794192747275,5.65463942749274
"225",4,-16,24,0,6.02408329778955
"226",4,-16,25,0,6.37458904789138
"227",4,-16,26,0,6.70263679475324
"228",4,-16,27,0,7.00503819613247
"229",4,-16,28,0,7.27897043428437
"230",4,-16,29,0,7.35091920949446
"231",4,-16,30,0,6.88832009580408
"232",4,-15,-15,0,0
"233",4,-15,-14,0,0
"234",4,-15,-13,0,0
"235",4,-15,-12,0,0
"236",4,-15,-11,0,0
"237",4,-15,-10,0,0
"238",4,-15,-9,0,0
"239",4,-15,-8,0,0
"240",4,-15,-7,0,0
"241",4,-15,-6,0,0
"242",4,-15,-5,0,0
"243",4,-15,-4,0,0
"244",4,-15,-3,0,0
"245",4,-15,-2,0,0
"246",4,-15,-1,6.37455523316419e-09,0
"247",4,-15,0,4.10768643387705e-06,0
"248",4,-15,1,0.00193388198868023,0
"249",4,-15,2,0.475206783700087,5.43397350789565e-05
"250",4,-15,3,0.963973814618004,0.0082621376395601
"251",4,-15,4,0.900646501294551,0.0382924353832505
"252",4,-15,5,1.02082879672486,0.098758147446379
"253",4,-15,6,0.751187536747319,0.190442153978368
"254",4,-15,7,1.03999162397342,0.318455676796622
"255",4,-15,8,1.04889695838849,0.483555316608024
"256",4,-15,9,1.04728918496025,0.683662037700195
"257",4,-15,10,0.835379229236671,0.916548348074732
"258",4,-15,11,0.954336893745391,1.18144359844173
"259",4,-15,12,1.05755580080122,1.47726392534493
"260",4,-15,13,1.0533852915324,1.8015310086556
"261",4,-15,14,1.04487789898599,2.15076349634026
"262",4,-15,15,1.03468728110859,2.52083231041841
"263",4,-15,16,1.02360914965849,2.90740134543043
"264",4,-15,17,0.821941255832023,3.30607567718159
"265",4,-15,18,0.773764271953292,3.71275261231423
"266",4,-15,19,0.764149731099956,4.12339195943318
"267",4,-15,20,0.883877213945199,4.53440823825285
"268",4,-15,21,0.933416089715534,4.94230665094217
"269",4,-15,22,0.576553910851009,5.34287723139679
"270",4,-15,23,0.335774237368305,5.7318334120166
"271",4,-15,24,0,6.10509783993225
"272",4,-15,25,0,6.45884850203232
"273",4,-15,26,0,6.7895611385241
"274",4,-15,27,0,7.09404760021689
"275",4,-15,28,0,7.36956896906406
"276",4,-15,29,0,7.4431776050989
"277",4,-15,30,0,6.96845176068674
"278",4,-14,-14,0,0
"279",4,-14,-13,0,0
"280",4,-14,-12,0,0
"281",4,-14,-11,0,0
"282",4,-14,-10,0,0
"283",4,-14,-9,0,0
"284",4,-14,-8,0,0
"285",4,-14,-7,0,0
"286",4,-14,-6,0,0
"287",4,-14,-5,0,0
"288",4,-14,-4,0,0
"289",4,-14,-3,0,0
"290",4,-14,-2,0,0
"291",4,-14,-1,6.252333563586e-09,0
"292",4,-14,0,4.15654813356505e-06,0
"293",4,-14,1,0.00195401789818445,0
"294",4,-14,2,0.481821016082608,5.43397350789565e-05
"295",4,-14,3,0.977721688636301,0.00848393969668934
"296",4,-14,4,0.952275137564507,0.0394695341124511
"297",4,-14,5,1.03045042036809,0.101271924250311
"298",4,-14,6,0.835898545429475,0.195115626822555
"299",4,-14,7,1.05394734811008,0.326477591795016
"300",4,-14,8,1.05577880500073,0.494836903798855
"301",4,-14,9,0.979192221432609,0.698091805071858
"302",4,-14,10,0.846152539850382,0.934693655589719
"303",4,-14,11,1.05165461011454,1.20440056507503
"304",4,-14,12,1.06497472344001,1.5054847636811
"305",4,-14,13,1.05788446144215,1.83508340827469
"306",4,-14,14,1.04874036808922,2.18933630462377
"307",4,-14,15,1.03836501691441,2.5640712325331
"308",4,-14,16,0.872899928863874,2.95497292771509
"309",4,-14,17,0.827081862273693,3.35797585773613
"310",4,-14,18,0.80388374331029,3.76908894673313
"311",4,-14,19,0.903839132314265,4.18473797402084
"312",4,-14,20,0.983290130623592,4.60135737094409
"313",4,-14,21,0.978101972677053,5.0145655093134
"314",4,-14,22,0.675452716970612,5.41989336862961
"315",4,-14,23,0.370195611060558,5.81303703733707
"316",4,-14,24,0,6.18990673778564
"317",4,-14,25,0,6.54667279040677
"318",4,-14,26,0,6.87981440040501
"319",4,-14,27,0,7.18646071216438
"320",4,-14,28,0,7.46442003530751
"321",4,-14,29,0,7.54029081662731
"322",4,-14,30,0,7.05332797211142
"323",4,-13,-13,0,0
"324",4,-13,-12,0,0
"325",4,-13,-11,0,0
"326",4,-13,-10,0,0
"327",4,-13,-9,0,0
"328",4,-13,-8,0,0
"329",4,-13,-7,0,0
"330",4,-13,-6,0,0
"331",4,-13,-5,0,0
"332",4,-13,-4,0,0
"333",4,-13,-3,0,0
"334",4,-13,-2,0,0
"335",4,-13,-1,6.12151642118475e-09,0
"336",4,-13,0,4.21227729723226e-06,0
"337",4,-13,1,0.00197727757544385,0
"338",4,-13,2,0.488893713842637,5.43397350789565e-05
"339",4,-13,3,0.991093485121473,0.00871194113278222
"340",4,-13,4,0.989228295937602,0.040749963043998
"341",4,-13,5,1.00168846630191,0.103887511488739
"342",4,-13,6,0.950581832316458,0.200363851425124
"343",4,-13,7,1.06268197300492,0.335065906478421
"344",4,-13,8,1.06211012259994,0.506671063850658
"345",4,-13,9,0.858259805400345,0.713211683357326
"346",4,-13,10,0.96653787057081,0.954210313405321
"347",4,-13,11,1.07301903184324,1.22909261191817
"348",4,-13,12,1.06931306649322,1.53567620964802
"349",4,-13,13,1.06128766994467,1.8705490918243
"350",4,-13,14,1.05177040291893,2.22974763086774
"351",4,-13,15,0.898668059740137,2.60909209400437
"352",4,-13,16,0.846824773459565,3.00458590388566
"353",4,-13,17,0.810864664211369,3.41233717394661
"354",4,-13,18,0.92309429968256,3.82883628247685
"355",4,-13,19,1.00033966967032,4.25048809991893
"356",4,-13,20,0.9944126194871,4.67278722036716
"357",4,-13,21,0.981190929404568,5.09112556379772
"358",4,-13,22,0.774170264715976,5.50101339899914
"359",4,-13,23,0.370289880426481,5.89813091420811
"360",4,-13,24,0,6.27837726656729
"361",4,-13,25,0,6.63800459161375
"362",4,-13,26,0,6.97410022424426
"363",4,-13,27,0,7.28381602044561
"364",4,-13,28,0,7.56434922024004
"365",4,-13,29,0,7.64225483581502
"366",4,-13,30,0,7.14297002301624
"367",4,-12,-12,0,0
"368",4,-12,-11,0,0
"369",4,-12,-10,0,0
"370",4,-12,-9,0,0
"371",4,-12,-8,0,0
"372",4,-12,-7,0,0
"373",4,-12,-6,0,0
"374",4,-12,-5,0,0
"375",4,-12,-4,0,0
"376",4,-12,-3,0,0
"377",4,-12,-2,0,0
"378",4,-12,-1,5.98248861390332e-09,0
"379",4,-12,0,4.28311530352184e-06,0
"380",4,-12,1,0.00200429211120155,0
"381",4,-12,2,0.496493717259599,5.43397350789565e-05
"382",4,-12,3,1.00272760811314,0.00894614052643003
"383",4,-12,4,1.01548428369616,0.04213364437184
"384",4,-12,5,0.917254090387871,0.106638929066354
"385",4,-12,6,1.02965986997062,0.206185918619502
"386",4,-12,7,1.06906104403965,0.344218617197175
"387",4,-12,8,1.03016189714039,0.519056423130192
"388",4,-12,9,0.833226588964563,0.729338891398131
"389",4,-12,10,1.06508073686378,0.975324089942977
"390",4,-12,11,1.0788581432959,1.25573387716038
"391",4,-12,12,1.07222161419618,1.56782513509821
"392",4,-12,13,1.06366151723727,1.90790500929746
"393",4,-12,14,0.956464474390724,2.27198283418167
"394",4,-12,15,0.862556571978953,2.6561646502181
"395",4,-12,16,0.846046951087082,3.05670507148841
"396",4,-12,17,0.941346729371133,3.47021348632695
"397",4,-12,18,1.01624851288408,3.89310694174047
"398",4,-12,19,1.00980111617878,4.32080602098123
"399",4,-12,20,0.996478545349111,4.74860879176558
"400",4,-12,21,0.982673226525929,5.17188291645042
"401",4,-12,22,0.774890200672584,5.58611923003568
"402",4,-12,23,0.370241094124871,5.98699027295389
"403",4,-12,24,0.0333407908119123,6.37074320200585
"404",4,-12,25,0,6.73415060307237
"405",4,-12,26,0,7.07374758506605
"406",4,-12,27,0,7.38638148080183
"407",4,-12,28,0,7.66935189373994
"408",4,-12,29,0,7.74927554758445
"409",4,-12,30,0,7.23769655510356
"410",4,-11,-11,0,0
"411",4,-11,-10,0,0
"412",4,-11,-9,0,0
"413",4,-11,-8,0,0
"414",4,-11,-7,0,0
"415",4,-11,-6,0,0
"416",4,-11,-5,0,0
"417",4,-11,-4,0,0
"418",4,-11,-3,0,0
"419",4,-11,-2,0,0
"420",4,-11,-1,5.83573475603831e-09,0
"421",4,-11,0,4.3666545796393e-06,0
"422",4,-11,1,0.00203585432899435,0
"423",4,-11,2,0.504702945459023,5.43397350789565e-05
"424",4,-11,3,0.983764854179686,0.0091868996791565
"425",4,-11,4,1.03426408837692,0.0436204907273829
"426",4,-11,5,0.805973434077062,0.109699831594011
"427",4,-11,6,1.0621298683855,0.212580682614116
"428",4,-11,7,1.07412886558568,0.353933486624523
"429",4,-11,8,0.877964309203457,0.532092291782101
"430",4,-11,9,0.973860711437426,0.746864499570132
"431",4,-11,10,1.08472748637541,0.998262612640848
"432",4,-11,11,1.08142861251045,1.28437189683688
"433",4,-11,12,1.07390663079973,1.60191140118565
"434",4,-11,13,1.01636549035989,1.94712985676363
"435",4,-11,14,0.874152035575483,2.31627201749698
"436",4,-11,15,0.848499108654019,2.70578177268852
"437",4,-11,16,0.958292102986692,3.112442832478
"438",4,-11,17,1.03076850873781,3.53272654027077
"439",4,-11,18,1.0240125684186,3.96203013196901
"440",4,-11,19,1.01074971153078,4.39560448478677
"441",4,-11,20,0.996859381552251,4.828719857909
"442",4,-11,21,0.982822690117547,5.25672091273952
"443",4,-11,22,0.774392249089031,5.67518028219184
"444",4,-11,23,0.336432443916035,6.08041766829386
"445",4,-11,24,0,6.46859004675277
"446",4,-11,25,0,6.83586494275733
"447",4,-11,26,0,7.17880479146131
"448",4,-11,27,0,7.49434044644926
"449",4,-11,28,0,7.77977588564962
"450",4,-11,29,0,7.86172771542133
"451",4,-11,30,0,7.33816046292248
"452",4,-10,-10,0,0
"453",4,-10,-9,0,0
"454",4,-10,-8,0,0
"455",4,-10,-7,0,0
"456",4,-10,-6,0,0
"457",4,-10,-5,0,0
"458",4,-10,-4,0,0
"459",4,-10,-3,0,0
"460",4,-10,-2,0,0
"461",4,-10,-1,5.68183520459329e-09,0
"462",4,-10,0,4.46112047892406e-06,0
"463",4,-10,1,0.00207300326053418,0
"464",4,-10,2,0.513602930180395,5.43397350789565e-05
"465",4,-10,3,0.860293408595723,0.00945383529419512
"466",4,-10,4,1.04797591324127,0.0452104051877375
"467",4,-10,5,0.779146850310855,0.113280954565869
"468",4,-10,6,1.07548587941715,0.219546761423966
"469",4,-10,7,1.07936943539861,0.364208044673913
"470",4,-10,8,0.801449061202275,0.546113385492985
"471",4,-10,9,1.0742163001697,0.766045596798919
"472",4,-10,10,1.08861221787934,1.02321261514262
"473",4,-10,11,1.08239852405928,1.31498951607878
"474",4,-10,12,1.05023390075809,1.63791280151928
"475",4,-10,13,0.855110734000821,1.98840509484254
"476",4,-10,14,0.849415729077342,2.36313633244067
"477",4,-10,15,0.973625265346035,2.75912025027509
"478",4,-10,16,1.04366149219624,3.17292461947526
"479",4,-10,17,1.03679498045883,3.59997431938581
"480",4,-10,18,1.02374699416876,4.03552062299507
"481",4,-10,19,1.00992507662627,4.4747830695511
"482",4,-10,20,0.995792678158675,4.91301290790447
"483",4,-10,21,0.981565410871777,5.34594021786436
"484",4,-10,22,0.708889765187849,5.76961180133931
"485",4,-10,23,0.2695306736176,6.17970983720918
"486",4,-10,24,0,6.57218363087048
"487",4,-10,25,0,6.94330267684374
"488",4,-10,26,0,7.28964213748542
"489",4,-10,27,0,7.60812663316239
"490",4,-10,28,0,7.89640620394133
"491",4,-10,29,0,7.98143114340282
"492",4,-10,30,0,7.44704536148776
"493",4,-9,-9,0,0
"494",4,-9,-8,0,0
"495",4,-9,-7,0,0
"496",4,-9,-6,0,0
"497",4,-9,-5,0,0
"498",4,-9,-4,0,0
"499",4,-9,-3,0,0
"500",4,-9,-2,0,0
"501",4,-9,-1,5.521459432485e-09,0
"502",4,-9,0,4.57448366845152e-06,0
"503",4,-9,1,0.00211715494479356,0
"504",4,-9,2,0.523354318868517,5.43397350789565e-05
"505",4,-9,3,0.849664994552721,0.00979852342691546
"506",4,-9,4,1.05858642632682,0.0469032812849061
"507",4,-9,5,0.92381267340552,0.117438945817437
"508",4,-9,6,1.08151708859017,0.227082537412375
"509",4,-9,7,0.932176143696411,0.375095521229452
"510",4,-9,8,0.97503424869891,0.561560868019197
"511",4,-9,9,1.09195220062301,0.787151106951642
"512",4,-9,10,1.08902663557774,1.05017941033495
"513",4,-9,11,1.08289382119159,1.347566933573
"514",4,-9,12,0.888407076799507,1.675958115095
"515",4,-9,13,0.845888377095505,2.03227693919677
"516",4,-9,14,0.987046934317242,2.41382351383296
"517",4,-9,15,1.05470567716792,2.81730357735305
"518",4,-9,16,1.04790695301297,3.23822044096902
"519",4,-9,17,1.03521653251454,3.67187374106414
"520",4,-9,18,1.02161229925909,4.11347993030541
"521",4,-9,19,1.0075421239039,4.55834505179936
"522",4,-9,20,0.993308452526282,5.00239913148851
"523",4,-9,21,0.824987511784588,5.44116065590044
"524",4,-9,22,0.610945564080817,5.87012382500121
"525",4,-9,23,0.210925177978113,6.28504447132802
"526",4,-9,24,0,6.68190410159429
"527",4,-9,25,0,7.05696343221202
"528",4,-9,26,0,7.40719589824438
"529",4,-9,27,0,7.729780070468
"530",4,-9,28,0,8.02201106566309
"531",4,-9,29,0,8.11050144026213
"532",4,-9,30,0,7.56524701835752
"533",4,-8,-8,0,0
"534",4,-8,-7,0,0
"535",4,-8,-6,0,0
"536",4,-8,-5,0,0
"537",4,-8,-4,0,0
"538",4,-8,-3,0,0
"539",4,-8,-2,0,0
"540",4,-8,-1,5.3553569934302e-09,0
"541",4,-8,0,4.71284959333697e-06,0
"542",4,-8,1,0.00217030966758097,0
"543",4,-8,2,0.534124770392173,5.43397350789565e-05
"544",4,-8,3,0.819949024482805,0.0102463779158064
"545",4,-8,4,1.05827042195917,0.0486997778057692
"546",4,-8,5,1.02743701746189,0.12217307733993
"547",4,-8,6,1.08508942889701,0.235186157942663
"548",4,-8,7,0.81622236902684,0.386934119917387
"549",4,-8,8,1.07821611903594,0.578739026569636
"550",4,-8,9,1.09349268708605,0.810303170105058
"551",4,-8,10,1.08823456854277,1.07914620105515
"552",4,-8,11,0.891865967058509,1.3821833246376
"553",4,-8,12,0.838260616942296,1.71661075556698
"554",4,-8,13,0.998268905688221,2.08007145000119
"555",4,-8,14,1.06370058085707,2.46944961747934
"556",4,-8,15,1.05712429440486,2.88037702888019
"557",4,-8,16,1.04491622079119,3.30824948311954
"558",4,-8,17,1.03167144270995,3.74833692288845
"559",4,-8,18,1.01785871731339,4.19628578628664
"560",4,-8,19,0.941971544303762,4.64780974426916
"561",4,-8,20,0.775732740153891,5.09815302891788
"562",4,-8,21,0.689232666232925,5.54272860604585
"563",4,-8,22,0.476132786544888,5.97709094185331
"564",4,-8,23,0.129248041673752,6.39699469570438
"565",4,-8,24,0,6.79885940495006
"566",4,-8,25,0,7.17911683703864
"567",4,-8,26,0,7.53431306944728
"568",4,-8,27,0,7.86133416260591
"569",4,-8,28,0,8.1574152947038
"570",4,-8,29,0,8.24911728293115
"571",4,-8,30,0,7.69270503737306
"572",4,-7,-7,0,0
"573",4,-7,-6,0,0
"574",4,-7,-5,0,0
"575",4,-7,-4,0,0
"576",4,-7,-3,0,0
"577",4,-7,-2,0,0
"578",4,-7,-1,5.18434635738643e-09,0
"579",4,-7,0,4.88541327535166e-06,0
"580",4,-7,1,0.00223544842780332,0
"581",4,-7,2,0.546086355642515,5.43397350789565e-05
"582",4,-7,3,0.69765292296034,0.0107978904532568
"583",4,-7,4,0.993884345077779,0.050693766363873
"584",4,-7,5,1.06746619768041,0.127482357271758
"585",4,-7,6,0.978716160759337,0.243877599600481
"586",4,-7,7,0.968513362153993,0.400230027696768
"587",4,-7,8,1.09390352843583,0.597932036388447
"588",4,-7,9,1.09169717363481,0.835490216983855
"589",4,-7,10,0.923363904271295,1.11015340615318
"590",4,-7,11,0.853345250401905,1.4194047622593
"591",4,-7,12,1.00701699838156,1.7612836831532
"592",4,-7,13,1.07047040089459,2.13289190886784
"593",4,-7,14,1.0642454294804,2.53003839253305
"594",4,-7,15,1.05262452072369,2.94826217641862
"595",4,-7,16,1.03988892596564,3.38305837373652
"596",4,-7,17,1.02675115550467,3.8303929055207
"597",4,-7,18,0.845766810628012,4.28559229915902
"598",4,-7,19,0.751671934353866,4.74391066868343
"599",4,-7,20,0.736094812738885,5.20066663811878
"600",4,-7,21,0.686143697388302,5.65129694841091
"601",4,-7,22,0.405739560442242,6.09181470835561
"602",4,-7,23,0.105853260258815,6.51806317174901
"603",4,-7,24,0,6.92596990701361
"604",4,-7,25,0,7.3117049168283
"605",4,-7,26,0,7.67173532064546
"606",4,-7,27,0,8.00291657288836
"607",4,-7,28,0,8.30281603217716
"608",4,-7,29,0,8.3981263146336
"609",4,-7,30,0,7.83132257853945
"610",4,-6,-6,0,0
"611",4,-6,-5,0,0
"612",4,-6,-4,0,0
"613",4,-6,-3,0,0
"614",4,-6,-2,0,0
"615",4,-6,-1,5.00930200631083e-09,0
"616",4,-6,0,5.10632696489239e-06,0
"617",4,-6,1,0.00231716940821794,0
"618",4,-6,2,0.555101449986432,5.43397350789565e-05
"619",4,-6,3,0.761596977399112,0.0114530316609743
"620",4,-6,4,0.770971590859897,0.0531638396317512
"621",4,-6,5,1.08075774578027,0.13336555719995
"622",4,-6,6,0.795588813492826,0.253469861885283
"623",4,-6,7,1.07614138725142,0.415356372824467
"624",4,-6,8,1.092934695512,0.619189628461495
"625",4,-6,9,0.960623598867305,0.862725856133518
"626",4,-6,10,0.810201546158951,1.14374816204053
"627",4,-6,11,1.01303097885155,1.46074140254024
"628",4,-6,12,1.07486600056283,1.81106226568585
"629",4,-6,13,1.0690964104953,2.19074373237329
"630",4,-6,14,1.05815806646984,2.59552396315748
"631",4,-6,15,1.04620626960701,3.02142379351217
"632",4,-6,16,0.949936587417783,3.46426322370459
"633",4,-6,17,0.810958133081912,3.91933771870805
