"Month","Tmin","Tmax","Dynamic_Model","GDH"
4,5,15,0.714956466547074,106.786137690747
4,5,16,0.685879768837453,122.334156487631
4,5,17,0.604934322398647,137.962660182807
4,5,18,0.493028943557541,153.440766172965
4,5,19,0.460493763812514,168.543863437845
4,5,20,0.352301047257063,183.057600642751
4,5,21,0.216416822216917,196.781653510679
4,5,22,0.00253170633918011,209.533200004292
4,5,23,0,221.150037899465
4,5,24,0,231.493286657108
4,5,25,0,240.449623956924
4,5,26,0,241.623056535494
4,5,27,0,237.794529802624
4,5,28,0,230.276752375089
4,5,29,0,221.095214307971
4,5,30,0,210.880111052865
4,6,6,0.836165723739876,11.1956529418925
4,6,7,0.844819548386651,17.2869548790417
4,6,8,0.844678084855979,25.1351337356561
4,6,9,0.842114424640499,34.6261118143684
4,6,10,0.835868328412979,45.6193298366527
4,6,11,0.828212396482037,57.9502968615618
4,6,12,0.80836082368161,71.4335808081663
4,6,13,0.778737193552777,85.8661816533571
4,6,14,0.74471760671545,101.031221960241
4,6,15,0.700437442657318,116.701883282996
4,6,16,0.653938385808208,132.645512313402
4,6,17,0.570423380454193,148.627817474806
4,6,18,0.493091914874653,164.417075092482
4,6,19,0.485508075866337,179.78826430447
4,6,20,0.312657877727169,194.52705152038
4,6,21,0.111771272142106,208.433548451156
4,6,22,0,221.325772452146
4,6,23,0,233.04274404641
4,6,24,0,243.447163898102
4,6,25,0,252.427620034054
4,6,26,0,253.478399404718
4,6,27,0,249.283971640336
4,6,28,0,241.509238453362
4,6,29,0,232.011583271853
4,6,30,0,221.449223889152
4,7,7,0.851630760158385,24.9558452885904
4,7,8,0.847374976394542,33.4348644034555
4,7,9,0.842873664925807,43.533062192983
4,7,10,0.837005066298616,55.106235747177
4,7,11,0.822048076310289,67.9865246725233
4,7,12,0.799310925202732,81.9854392889169
4,7,13,0.764980062113906,96.8972672160105
4,7,14,0.716668846882445,112.502792537623
4,7,15,0.671624209448568,128.573255697846
4,7,16,0.601773681364192,144.874477682292
4,7,17,0.503371654950195,161.171068963621
4,7,18,0.501634950448942,177.230642202204
4,7,19,0.39358812835134,192.827947818165
4,7,20,0.214367165789874,207.748853285113
4,7,21,0,221.794090300761
4,7,22,0,234.782698795768
4,7,23,0,246.555102949396
4,7,24,0,256.97576186061
4,7,25,0,265.935346122119
4,7,26,0,266.818803746813
4,7,27,0,262.168087134454
4,7,28,0,254.078795554638
4,7,29,0,244.221106025996
4,7,30,0,233.258760967959
4,8,8,0.839131283431408,43.7878288723693
4,8,9,0.834558737009702,54.4651578890815
4,8,10,0.823993985429272,66.5877975596737
4,8,11,0.805264722133547,79.9846410162424
4,8,12,0.781294278918179,94.4642764740952
4,8,13,0.745748035690969,109.818426061953
4,8,14,0.681132046492832,125.825692374698
4,8,15,0.636264387500449,142.255540524401
4,8,16,0.523329198029011,158.872438946606
4,8,17,0.503703694211143,175.440079230569
4,8,18,0.471745820707621,191.725593842903
4,8,19,0.274769072536843,207.503690830161
4,8,20,0.0380145808910012,222.560626410717
4,8,21,0,236.697939760547
4,8,22,0,249.735879190059
4,8,23,0,261.516455198549
4,8,24,0,271.906063449336
4,8,25,0,280.797629377042
4,8,26,0,281.467143111191
4,8,27,0,276.247512391319
4,8,28,0,267.812586915946
4,8,29,0,257.523628569513
4,8,30,0,246.064977329543
4,9,9,0.828160037165973,67.2709282988837
4,9,10,0.809042254810648,79.9080533309649
4,9,11,0.788134364409076,93.7843351444397
4,9,12,0.757657354067731,108.705585158181
4,9,13,0.703499014535386,124.461116019289
4,9,14,0.663765663855574,140.827514248787
4,9,15,0.546235949836018,157.572643068969
4,9,16,0.503421084570748,174.459798388605
4,9,17,0.502792524992227,191.251938020637
4,9,18,0.308274184763602,207.715902897375
4,9,19,0.0609531525511959,223.626549355276
4,9,20,0,238.770713477034
4,9,21,0,252.950931962154
4,9,22,0,265.988848975838
4,9,23,0,277.728244796905
4,9,24,0,288.037629717663
4,9,25,0,296.812355385597
4,9,26,0,297.211393692461
4,9,27,0,291.384230519901
4,9,28,0,282.505346378327
4,9,29,0,271.703819717864
4,9,30,0,259.579340965184
4,10,10,0.782661515132411,94.8805699315991
4,10,11,0.762335374270209,109.195198488053
4,10,12,0.723577553160977,124.515149238563
4,10,13,0.670375873960288,140.627489740793
4,10,14,0.562729887990792,157.30696348095
4,10,15,0.502305573903935,174.3200120603
4,10,16,0.502482884081728,191.428944880568
4,10,17,0.312678388535317,208.396176225481
4,10,18,0.0430753623120994,224.988448416135
4,10,19,0,240.980960116185
4,10,20,0,256.161320869337
4,10,21,0,270.333256524092
4,10,22,0,283.319995264923
4,10,23,0,294.967270420885
4,10,24,0,305.145883929632
4,10,25,0,313.753783139275
4,10,26,0,313.782686458369
4,10,27,0,307.353569136692
4,10,28,0,297.92691156484
4,10,29,0,286.544393736572
4,10,30,0,273.687956794749
4,11,11,0.728127943699317,126
4,11,12,0.67486840353193,141.672366933087
4,11,13,0.600060443248246,158.093764236322
4,11,14,0.501202965213949,175.037272165062
4,11,15,0.49067328505777,192.268096902914
4,11,16,0.226084508287917,209.54775244007
4,11,17,0,226.638303972879
4,11,18,0,243.306591432329
4,11,19,0,259.328352238772
4,11,20,0,274.492164477585
4,11,21,0,288.603135351552
4,11,22,0,301.486264915197
4,11,23,0,312.989421628209
4,11,24,0,322.985874046007
4,11,25,0,331.376331836302
4,11,26,0,330.949133716441
4,11,27,0,323.909374198907
4,11,28,0,313.824938808922
4,11,29,0,301.769031232065
4,11,30,0,288.165657816753
4,12,12,0.615227877880976,159.934061859669
4,12,13,0.499989624243441,176.61407238991
4,12,14,0.383252979134303,193.770089365658
4,12,15,0.0507023851874597,211.166274752084
4,12,16,0,228.563542336069
4,12,17,0,245.723805880101
4,12,18,0,262.414201445496
4,12,19,0,278.411203021155
4,12,20,0,293.504552782133
4,12,21,0,307.500931051738
4,12,22,0,320.227296274874
4,12,23,0,331.533831921687
4,12,24,0,341.296445094306
4,12,25,0,349.418770545567
4,12,26,0,348.452019232789
4,12,27,0,340.744151556979
4,12,28,0,329.90544498242
4,12,29,0,316.988665170141
4,12,30,0,302.756330245164
4,13,13,0,195.924724643009
4,13,14,0,213.239774898047
4,13,15,0,230.747174476535
4,13,16,0,248.207435285446
4,13,17,0,265.382519505855
4,13,18,0,282.040059125673
4,13,19,0,297.95746286677
4,13,20,0,312.925831977686
4,13,21,0,326.753610200549
4,13,22,0,339.269898538723
4,13,23,0,350.327372141629
4,13,24,0,359.804744548748
4,13,25,0,367.608733534929
4,13,26,0,366.017618982561
4,13,27,0,357.515997009148
4,13,28,0,345.87530800622
4,13,29,0,332.002327181673
4,13,30,0,317.189724190755
4,14,14,0,233.168016416221
4,14,15,0,250.731316785618
4,14,16,0,268.199012590369
4,14,17,0,285.333315447505
4,14,18,0,301.902553303828
4,14,19,0,317.68526709008
4,14,20,0,332.474110510021
4,14,21,0,346.079478524744
4,14,22,0,358.332795493708
4,14,23,0,369.08940070152
4,14,24,0,378.230976995831
4,14,25,0,385.667477324568
4,14,26,0,383.35731075754
4,14,27,0,373.981498980123
4,14,28,0,361.465799880681
4,14,29,0,346.60026715196
4,14,30,0,331.204957376998
4,15,15,0,270.831983583779
4,15,16,0,288.251198959762
4,15,17,0,305.288991530997
4,15,18,0,321.714584424114
4,15,19,0,337.307846522481
4,15,20,0,351.863174729331
4,15,21,0,365.193099503943
4,15,22,0,377.131544983216
4,15,23,0,387.536681845192
4,15,24,0,396.293319137054
4,15,25,0,403.314790414357
4,15,26,0,400.167646917375
4,15,27,0,389.863948558652
4,15,28,0,376.308264264003
4,15,29,0,360.512225605354
