"Month","Tmin","Tmax","CP"
4,5,13,0.789737515413843
4,5,14,0.752592425381515
4,5,15,0.714956466547074
4,5,16,0.685879768837453
4,5,17,0.604934322398647
4,5,18,0.493028943557541
4,5,19,0.460493763812514
4,5,20,0.352301047257063
4,5,21,0.216416822216917
4,5,22,0.00253170633918011
4,5,23,0
4,5,24,0
4,5,25,0
4,5,26,0
4,5,27,0
4,5,28,0
4,5,29,0
4,5,30,0
4,6,6,0.836165723739876
4,6,7,0.844819548386651
4,6,8,0.844678084855979
4,6,9,0.842114424640499
4,6,10,0.835868328412979
4,6,11,0.828212396482037
4,6,12,0.80836082368161
4,6,13,0.778737193552777
4,6,14,0.74471760671545
4,6,15,0.700437442657318
4,6,16,0.653938385808208
4,6,17,0.570423380454193
4,6,18,0.493091914874653
4,6,19,0.485508075866337
4,6,20,0.312657877727169
4,6,21,0.111771272142106
4,6,22,0
4,6,23,0
4,6,24,0
4,6,25,0
4,6,26,0
4,6,27,0
4,6,28,0
4,6,29,0
4,6,30,0
4,7,7,0.851630760158385
4,7,8,0.847374976394542
4,7,9,0.842873664925807
4,7,10,0.837005066298616
4,7,11,0.822048076310289
4,7,12,0.799310925202732
4,7,13,0.764980062113906
4,7,14,0.716668846882445
4,7,15,0.671624209448568
4,7,16,0.601773681364192
4,7,17,0.503371654950195
4,7,18,0.501634950448942
4,7,19,0.39358812835134
4,7,20,0.214367165789874
4,7,21,0
4,7,22,0
4,7,23,0
4,7,24,0
4,7,25,0
4,7,26,0
4,7,27,0
4,7,28,0
4,7,29,0
4,7,30,0
4,8,8,0.839131283431408
4,8,9,0.834558737009702
4,8,10,0.823993985429272
4,8,11,0.805264722133547
4,8,12,0.781294278918179
4,8,13,0.745748035690969
4,8,14,0.681132046492832
4,8,15,0.636264387500449
4,8,16,0.523329198029011
4,8,17,0.503703694211143
4,8,18,0.471745820707621
4,8,19,0.274769072536843
4,8,20,0.0380145808910012
4,8,21,0
4,8,22,0
4,8,23,0
4,8,24,0
4,8,25,0
4,8,26,0
4,8,27,0
4,8,28,0
4,8,29,0
4,8,30,0
4,9,9,0.828160037165973
4,9,10,0.809042254810648
4,9,11,0.788134364409076
4,9,12,0.757657354067731
4,9,13,0.703499014535386
4,9,14,0.663765663855574
4,9,15,0.546235949836018
4,9,16,0.503421084570748
4,9,17,0.502792524992227
4,9,18,0.308274184763602
4,9,19,0.0609531525511959
4,9,20,0
4,9,21,0
4,9,22,0
4,9,23,0
4,9,24,0
4,9,25,0
4,9,26,0
4,9,27,0
4,9,28,0
4,9,29,0
4,9,30,0
4,10,10,0.782661515132411
4,10,11,0.762335374270209
4,10,12,0.723577553160977
4,10,13,0.670375873960288
4,10,14,0.562729887990792
4,10,15,0.502305573903935
4,10,16,0.502482884081728
4,10,17,0.312678388535317
4,10,18,0.0430753623120994
4,10,19,0
4,10,20,0
4,10,21,0
4,10,22,0
4,10,23,0
4,10,24,0
4,10,25,0
4,10,26,0
4,10,27,0
4,10,28,0
4,10,29,0
4,10,30,0
4,11,11,0.728127943699317
4,11,12,0.67486840353193
4,11,13,0.600060443248246
4,11,14,0.501202965213949
4,11,15,0.49067328505777
4,11,16,0.226084508287917
4,11,17,0
4,11,18,0
4,11,19,0
4,11,20,0
4,11,21,0
4,11,22,0
4,11,23,0
4,11,24,0
4,11,25,0
4,11,26,0
4,11,27,0
4,11,28,0
4,11,29,0
4,11,30,0
4,12,12,0.615227877880976
4,12,13,0.499989624243441
4,12,14,0.383252979134303
4,12,15,0.0507023851874597
4,12,16,0
4,12,17,0
4,12,18,0
4,12,19,0
4,12,20,0
4,12,21,0
4,12,22,0
4,12,23,0
4,12,24,0
4,12,25,0
4,12,26,0
4,12,27,0
4,12,28,0
4,12,29,0
4,12,30,0
4,13,13,0
4,13,14,0
4,13,15,0
4,13,16,0
4,13,17,0
4,13,18,0
4,13,19,0
4,13,20,0
4,13,21,0
4,13,22,0
4,13,23,0
4,13,24,0
4,13,25,0
4,13,26,0
4,13,27,0
4,13,28,0
4,13,29,0
4,13,30,0
4,14,14,0
4,14,15,0
4,14,16,0
4,14,17,0
4,14,18,0
4,14,19,0
4,14,20,0
4,14,21,0
4,14,22,0
4,14,23,0
4,14,24,0
4,14,25,0
4,14,26,0
4,14,27,0
4,14,28,0
4,14,29,0
4,14,30,0
4,15,15,0
4,15,16,0
4,15,17,0
4,15,18,0
4,15,19,0
4,15,20,0
4,15,21,0
4,15,22,0
4,15,23,0
4,15,24,0
4,15,25,0
4,15,26,0
4,15,27,0
4,15,28,0
4,15,29,0
4,15,30,0
4,16,16,0
4,16,17,0
4,16,18,0
4,16,19,0
4,16,20,0
4,16,21,0
4,16,22,0
4,16,23,0
4,16,24,0
4,16,25,0
4,16,26,0
4,16,27,0
4,16,28,0
4,16,29,0
4,16,30,0
4,17,17,0
4,17,18,0
4,17,19,0
4,17,20,0
4,17,21,0
4,17,22,0
4,17,23,0
4,17,24,0
4,17,25,0
4,17,26,0
4,17,27,0
4,17,28,0
4,17,29,0
4,17,30,0
4,18,18,0
4,18,19,0
4,18,20,0
4,18,21,0
4,18,22,0
4,18,23,0
4,18,24,0
4,18,25,0
4,18,26,0
4,18,27,0
4,18,28,0
4,18,29,0
4,18,30,0
4,19,19,0
4,19,20,0
4,19,21,0
4,19,22,0
4,19,23,0
4,19,24,0
4,19,25,0
4,19,26,0
4,19,27,0
4,19,28,0
4,19,29,0
4,19,30,0
4,20,20,0
4,20,21,0
4,20,22,0
4,20,23,0
4,20,24,0
4,20,25,0
4,20,26,0
4,20,27,0
4,20,28,0
4,20,29,0
4,20,30,0
5,-20,-15,7.40452196605616e-13
5,-20,-14,4.06651145028398e-12
5,-20,-13,2.22067595774723e-11
5,-20,-12,1.20086653504972e-10
5,-20,-11,6.41587933973429e-10
5,-20,-10,3.3823735999416e-09
5,-20,-9,1.75840162991724e-08
5,-20,-8,9.0125697003024e-08
5,-20,-7,4.55434310791238e-07
5,-20,-6,2.26948800452177e-06
5,-20,-5,1.11549815757607e-05
5,-20,-4,5.40938984832186e-05
5,-20,-3,0.000258780594586767
5,-20,-2,0.00122001711533712
5,-20,-1,0.00563732037890242
5,-20,0,0.0249188979791356
5,-20,1,0.0962528827956516
5,-20,2,0.261304942746353
5,-20,3,0.426903145603696
5,-20,4,0.447835292969633
5,-20,5,0.465310145067613
5,-20,6,0.49166730785656
5,-20,7,0.501669561426992
5,-20,8,0.518326921196913
5,-20,9,0.519713597453113
5,-20,10,0.522897123126261
5,-20,11,0.518194232908419
5,-20,12,0.528407200167189
5,-20,13,0.530666574059643
5,-20,14,0.527667354586257
5,-20,15,0.503101761918865
5,-20,16,0.460623460057957
5,-20,17,0.424019888213915
5,-20,18,0.412893360761692
5,-20,19,0.465047173668216
5,-20,20,0.334185588944752
5,-20,21,0.235741093782703
5,-20,22,0
5,-20,23,0
5,-20,24,0
5,-20,25,0
5,-20,26,0
5,-20,27,0
5,-20,28,0
5,-20,29,0
5,-20,30,0
5,-19,-15,8.15342366489058e-13
5,-19,-14,4.37326190797943e-12
5,-19,-13,2.35213613249218e-11
5,-19,-12,1.25858434310778e-10
5,-19,-11,6.67302149870778e-10
5,-19,-10,3.49814667716769e-09
5,-19,-9,1.81098774914014e-08
5,-19,-8,9.25328950981362e-08
5,-19,-7,4.66529951449161e-07
5,-19,-6,2.32092496391499e-06
5,-19,-5,1.13941015983724e-05
5,-19,-4,5.52018600150482e-05
5,-19,-3,0.000263896297294873
5,-19,-2,0.00124353411238514
5,-19,-1,0.00574419996263758
5,-19,0,0.0253897471418879
5,-19,1,0.0981218134161048
5,-19,2,0.266739856097692
5,-19,3,0.436011110708439
5,-19,4,0.457851185075183
5,-19,5,0.473935787182191
5,-19,6,0.492660654060948
5,-19,7,0.503282326064941
5,-19,8,0.528301945464063
5,-19,9,0.529677464994656
5,-19,10,0.525290483205452
5,-19,11,0.533652244419511
5,-19,12,0.539669640452617
5,-19,13,0.533334731669469
5,-19,14,0.536040103574127
5,-19,15,0.499633632744014
5,-19,16,0.464875555613418
5,-19,17,0.430971040478353
5,-19,18,0.43319149972253
5,-19,19,0.425665784772093
5,-19,20,0.357980405561273
5,-19,21,0.259410893284996
5,-19,22,0.0248044061209824
5,-19,23,0
5,-19,24,0
5,-19,25,0
5,-19,26,0
5,-19,27,0
5,-19,28,0
5,-19,29,0
5,-19,30,0
5,-18,-15,9.30876584009435e-13
5,-18,-14,4.79184239142515e-12
5,-18,-13,2.51825063022668e-11
5,-18,-12,1.32781425662036e-10
5,-18,-11,6.96981880500889e-10
5,-18,-10,3.62779903455181e-09
5,-18,-9,1.86844810813364e-08
5,-18,-8,9.51115591017713e-08
5,-18,-7,4.78228769674043e-07
5,-18,-6,2.37443874711222e-06
5,-18,-5,1.16396366163202e-05
5,-18,-4,5.63302325937697e-05
5,-18,-3,0.00026908479794642
5,-18,-2,0.00126730649885159
5,-18,-1,0.00585203606778808
5,-18,0,0.0258649761211363
5,-18,1,0.100016999347512
5,-18,2,0.27230730198369
5,-18,3,0.445392911457789
5,-18,4,0.470621598416588
5,-18,5,0.483787620366073
5,-18,6,0.504240753467694
5,-18,7,0.511673652872025
5,-18,8,0.537254499372044
5,-18,9,0.535908870868175
5,-18,10,0.536100880994963
5,-18,11,0.543671807961303
5,-18,12,0.550553241827728
5,-18,13,0.544613453071439
5,-18,14,0.527889293083089
5,-18,15,0.492190878648772
5,-18,16,0.476452493994355
5,-18,17,0.458726025289508
5,-18,18,0.447763617394036
5,-18,19,0.447753121277366
5,-18,20,0.394963058367559
5,-18,21,0.263829593027567
5,-18,22,0.062860810215462
5,-18,23,0
5,-18,24,0
5,-18,25,0
5,-18,26,0
5,-18,27,0
5,-18,28,0
5,-18,29,0
5,-18,30,0
5,-17,-15,1.1504556829881e-12
5,-17,-14,5.44490295048187e-12
5,-17,-13,2.74721531975695e-11
5,-17,-12,1.41606113145445e-10
5,-17,-11,7.3284958633975e-10
5,-17,-10,3.77838750205986e-09
5,-17,-9,1.93314511712863e-08
5,-17,-8,9.79418533185537e-08
5,-17,-7,4.90794876107394e-07
5,-17,-6,2.4308350173186e-06
5,-17,-5,1.18945175550276e-05
5,-17,-4,5.74899461318418e-05
5,-17,-3,0.00027437570324907
5,-17,-2,0.001291409724433
5,-17,-1,0.00596098946142174
5,-17,0,0.0263447284059211
5,-17,1,0.101937880031055
5,-17,2,0.278007387019888
5,-17,3,0.455001207930916
5,-17,4,0.479853685371691
5,-17,5,0.495667466456581
5,-17,6,0.518976816768745
5,-17,7,0.521777810151451
5,-17,8,0.548479953904843
5,-17,9,0.541779918372163
5,-17,10,0.550735471246423
5,-17,11,0.556954516467678
5,-17,12,0.562866731102499
5,-17,13,0.561532756435268
5,-17,14,0.520079518596271
5,-17,15,0.496988145452111
5,-17,16,0.476268154609482
5,-17,17,0.475519675816793
5,-17,18,0.469191873411953
5,-17,19,0.46217039719949
5,-17,20,0.455901742561294
5,-17,21,0.281783896342559
5,-17,22,0.086266645525237
5,-17,23,0
5,-17,24,0
5,-17,25,0
5,-17,26,0
5,-17,27,0
5,-17,28,0
5,-17,29,0
5,-17,30,0
5,-16,-15,1.70180719657355e-12
5,-16,-14,6.69962068594981e-12
5,-16,-13,3.10887606316656e-11
5,-16,-12,1.53909708738514e-10
5,-16,-11,7.79034055590623e-10
5,-16,-10,3.96202591527902e-09
5,-16,-9,2.00886479412233e-08
5,-16,-8,1.01149819180665e-07
5,-16,-7,5.04627520356558e-07
5,-16,-6,2.49140042428541e-06
5,-16,-5,1.21635584533377e-05
5,-16,-4,5.86963525360006e-05
5,-16,-3,0.000279816311030715
5,-16,-2,0.00131598410326789
5,-16,-1,0.0060714353956783
5,-16,0,0.0268297950424401
5,-16,1,0.103885360950827
5,-16,2,0.283841764103233
5,-16,3,0.464894315614726
5,-16,4,0.491461319553948
5,-16,5,0.505612841251473
5,-16,6,0.534046250779337
5,-16,7,0.534704878305532
5,-16,8,0.556234204861578
5,-16,9,0.549584099946389
5,-16,10,0.561594405655506
5,-16,11,0.570235301864941
5,-16,12,0.573704586216624
5,-16,13,0.57282322451433
5,-16,14,0.515527903978482
5,-16,15,0.50835789695484
5,-16,16,0.500357904110535
5,-16,17,0.487988603870888
5,-16,18,0.489408101138367
5,-16,19,0.468095632677945
5,-16,20,0.426562958085193
5,-16,21,0.30030513227548
5,-16,22,0.119206560759798
5,-16,23,0
5,-16,24,0
5,-16,25,0
5,-16,26,0
5,-16,27,0
5,-16,28,0
5,-16,29,0
5,-16,30,0
5,-15,-15,3.52098404867801e-12
5,-15,-14,9.86333278683864e-12
5,-15,-13,3.81141201319436e-11
5,-15,-12,1.73592571173604e-10
5,-15,-11,8.44214322507016e-10
5,-15,-10,4.20101455020344e-09
5,-15,-9,2.1020705583173e-08
5,-15,-8,1.04921836674308e-07
5,-15,-7,5.20344332417023e-07
5,-15,-6,2.55835662253926e-06
5,-15,-5,1.24538832197351e-05
5,-15,-4,5.99725753040447e-05
5,-15,-3,0.000285481309057134
5,-15,-2,0.00134126300905927
5,-15,-1,0.00618405747248366
5,-15,0,0.0273219141359555
5,-15,1,0.105862574038361
5,-15,2,0.28981461650958
5,-15,3,0.474968799730059
5,-15,4,0.502428502455144
5,-15,5,0.517438089898449
5,-15,6,0.545667191869319
5,-15,7,0.547219582091811
5,-15,8,0.563787200408243
5,-15,9,0.559571470315941
5,-15,10,0.573788989964952
5,-15,11,0.581087704175316
5,-15,12,0.581735230186918
5,-15,13,0.57020590835278
5,-15,14,0.53526211978097
5,-15,15,0.519447431865164
5,-15,16,0.513831018385423
5,-15,17,0.508797437149084
5,-15,18,0.500160450233538
5,-15,19,0.46428122572932
5,-15,20,0.456851497242812
5,-15,21,0.331954960559373
5,-15,22,0.142664103476317
5,-15,23,0
5,-15,24,0
5,-15,25,0
5,-15,26,0
5,-15,27,0
5,-15,28,0
5,-15,29,0
5,-15,30,0
5,-14,-14,2.0241081787653e-11
5,-14,-13,5.589565104467e-11
5,-14,-12,2.12227516892546e-10
5,-14,-11,9.49777225248413e-10
5,-14,-10,4.54218563768692e-09
5,-14,-9,2.22442670574344e-08
5,-14,-8,1.09599427654038e-07
5,-14,-7,5.38990570109609e-07
5,-14,-6,2.63496811055886e-06
5,-14,-5,1.27761336141324e-05
5,-14,-4,6.13535816284398e-05
5,-14,-3,0.000291484924506862
5,-14,-2,0.00136761220923888
5,-14,-1,0.00629997705383485
5,-14,0,0.0278241784033315
5,-14,1,0.107875912269805
5,-14,2,0.295934025182462
5,-14,3,0.485125038102229
5,-14,4,0.51249906560892
5,-14,5,0.530117397003916
5,-14,6,0.559835870611445
5,-14,7,0.562823788369349
5,-14,8,0.574528694431839
5,-14,9,0.573061007693032
5,-14,10,0.585791236158177
5,-14,11,0.594711890084686
5,-14,12,0.59238003176024
5,-14,13,0.560866207708863
5,-14,14,0.545910272991558
5,-14,15,0.538943791024002
5,-14,16,0.525459419758343
5,-14,17,0.526076992648257
5,-14,18,0.51054956988088
5,-14,19,0.438575017537892
5,-14,20,0.461534108295147
5,-14,21,0.384438217209978
5,-14,22,0.144865479819823
5,-14,23,0
5,-14,24,0
5,-14,25,0
5,-14,26,0
5,-14,27,0
5,-14,28,0
5,-14,29,0
5,-14,30,0
5,-13,-13,1.1388521140226e-10
5,-13,-12,3.10301034774573e-10
5,-13,-11,1.1588010601575e-09
5,-13,-10,5.10036067241227e-09
5,-13,-9,2.40079008069322e-08
5,-13,-8,1.15802119597004e-07
5,-13,-7,5.6229600177492e-07
5,-13,-6,2.72643909107903e-06
5,-13,-5,1.31467013842766e-05
5,-13,-4,6.28922641874212e-05
5,-13,-3,0.000297999161433721
5,-13,-2,0.00139558703429396
5,-13,-1,0.00642093552020758
5,-13,0,0.0283415967286573
5,-13,1,0.109936442785249
5,-13,2,0.302213859255699
5,-13,3,0.495319546318926
5,-13,4,0.523988156903698
5,-13,5,0.541099595588069
5,-13,6,0.570894349671989
5,-13,7,0.577941605571177
5,-13,8,0.58072939208777
5,-13,9,0.588842794686706
5,-13,10,0.596842310856014
5,-13,11,0.602400245375765
5,-13,12,0.591203365059792
5,-13,13,0.560945566900217
5,-13,14,0.564783916333271
5,-13,15,0.550478593971137
5,-13,16,0.545353407205725
5,-13,17,0.538668439885371
5,-13,18,0.48731567857672
5,-13,19,0.449390271228364
5,-13,20,0.445633083836008
5,-13,21,0.401922700201024
5,-13,22,0.11858294154378
5,-13,23,0
5,-13,24,0
5,-13,25,0
5,-13,26,0
5,-13,27,0
5,-13,28,0
5,-13,29,0
5,-13,30,0
5,-12,-12,6.28235942335877e-10
5,-12,-11,1.69037580355627e-09
5,-12,-10,6.21403374276587e-09
5,-12,-9,2.69217514357963e-08
5,-12,-8,1.24825546366349e-07
5,-12,-7,5.93448250509829e-07
5,-12,-6,2.84154615636052e-06
5,-12,-5,1.35916629147038e-05
5,-12,-4,6.4669799767955e-05
5,-12,-3,0.000305283020374314
5,-12,-2,0.00142601912710063
5,-12,-1,0.00654955926342087
5,-12,0,0.0288818848141179
5,-12,1,0.11206185884771
5,-12,2,0.308676398130331
5,-12,3,0.505650669254124
5,-12,4,0.53576801725534
5,-12,5,0.553783415116597
5,-12,6,0.576602925948188
5,-12,7,0.590214781079104
5,-12,8,0.588502065889845
5,-12,9,0.604637973772844
5,-12,10,0.609792313459565
5,-12,11,0.614814810002619
5,-12,12,0.590368699823448
5,-12,13,0.573563228374599
5,-12,14,0.580907491017704
5,-12,15,0.557550085669957
5,-12,16,0.561250079555623
5,-12,17,0.539286955614256
5,-12,18,0.484011451392374
5,-12,19,0.4526193853376
5,-12,20,0.39312574286339
5,-12,21,0.328017744016798
5,-12,22,0.125069318882685
5,-12,23,0
5,-12,24,0
5,-12,25,0
5,-12,26,0
5,-12,27,0
5,-12,28,0
5,-12,29,0
5,-12,30,0
5,-11,-11,3.40310425377476e-09
5,-11,-10,9.04895037979659e-09
5,-11,-9,3.27712040579628e-08
5,-11,-8,1.39850256281924e-07
5,-11,-7,6.39112167619965e-07
5,-11,-6,2.99645985505914e-06
5,-11,-5,1.41549399243881e-05
5,-11,-4,6.68150334649101e-05
5,-11,-3,0.000313732740808425
5,-11,-2,0.00146015570509185
5,-11,-1,0.00668976220805936
5,-11,0,0.0294566147727377
5,-11,1,0.114279236149863
5,-11,2,0.315356739346335
5,-11,3,0.51602711394798
5,-11,4,0.548579644291592
5,-11,5,0.564305319914711
5,-11,6,0.586600010508629
5,-11,7,0.602627728269136
5,-11,8,0.601764020012075
5,-11,9,0.619076925587048
5,-11,10,0.624354788240335
5,-11,11,0.617986930472185
5,-11,12,0.592942066835469
5,-11,13,0.602062104341812
5,-11,14,0.592407557569549
5,-11,15,0.574798862834636
5,-11,16,0.571104452362307
5,-11,17,0.520599342241245
5,-11,18,0.500128325097871
5,-11,19,0.44472680559438
5,-11,20,0.393677867353319
5,-11,21,0.321292142810769
5,-11,22,0.166927884144348
5,-11,23,0
5,-11,24,0
5,-11,25,0
5,-11,26,0
5,-11,27,0
5,-11,28,0
5,-11,29,0
5,-11,30,0
5,-10,-10,1.81248597503519e-08
5,-10,-9,4.76598101918478e-08
5,-10,-8,1.70151282154614e-07
5,-10,-7,7.15633688325657e-07
5,-10,-6,3.22499254809134e-06
5,-10,-5,1.49174450726822e-05
5,-10,-4,6.95447835723886e-05
5,-10,-3,0.000323976071490905
5,-10,-2,0.0014998996091027
5,-10,-1,0.00684739318888314
5,-10,0,0.0300829660091571
5,-10,1,0.116629455996382
5,-10,2,0.322305166875512
5,-10,3,0.52628904334913
5,-10,4,0.55984155423977
5,-10,5,0.572055173741987
5,-10,6,0.597928064526219
5,-10,7,0.614609441284942
5,-10,8,0.616571545593041
5,-10,9,0.631261732109481
5,-10,10,0.635622984952018
5,-10,11,0.618902276265703
5,-10,12,0.61008442491367
5,-10,13,0.619969367718472
5,-10,14,0.585640910485066
5,-10,15,0.589839314902732
5,-10,16,0.551421096362047
5,-10,17,0.530064498225684
5,-10,18,0.492368186700271
5,-10,19,0.446905094710033
5,-10,20,0.393545988040012
5,-10,21,0.378283084530187
5,-10,22,0.23324510206802
5,-10,23,0.0253009740313288
5,-10,24,0
5,-10,25,0
5,-10,26,0
5,-10,27,0
5,-10,28,0
5,-10,29,0
5,-10,30,0
5,-9,-9,9.50105131118442e-08
5,-9,-8,2.47204281586154e-07
5,-9,-7,8.70493867919102e-07
5,-9,-6,3.60997268613594e-06
5,-9,-5,1.60483833221438e-05
5,-9,-4,7.32585069415775e-05
5,-9,-3,0.000337068729364082
5,-9,-2,0.00154826094463837
5,-9,-1,0.00703135687297954
5,-9,0,0.0307867073248323
5,-9,1,0.119175407986192
5,-9,2,0.329609398205633
5,-9,3,0.53668817506126
5,-9,4,0.571679503371238
5,-9,5,0.581149701089282
5,-9,6,0.612054325386235
5,-9,7,0.61941632822146
5,-9,8,0.636084621244558
5,-9,9,0.641916432607883
5,-9,10,0.640184073595202
5,-9,11,0.618520973450362
5,-9,12,0.64077968498274
5,-9,13,0.632805079114179
5,-9,14,0.611083114666695
5,-9,15,0.573199736105292
5,-9,16,0.561617745789856
5,-9,17,0.54398208389867
5,-9,18,0.488816276762165
5,-9,19,0.443243481886984
5,-9,20,0.423371918559023
5,-9,21,0.423530934999658
5,-9,22,0.232775688329219
5,-9,23,0.0531522725626459
5,-9,24,0
5,-9,25,0
5,-9,26,0
5,-9,27,0
5,-9,28,0
5,-9,29,0
5,-9,30,0
5,-8,-8,4.90593329929235e-07
5,-8,-7,1.26365983102667e-06
5,-8,-6,4.39106343713774e-06
5,-8,-5,1.79618017338103e-05
5,-8,-4,7.87918698321227e-05
5,-8,-3,0.000354957314745008
5,-8,-2,0.00161030159516461
5,-8,-1,0.0072557802569292
5,-8,0,0.0316074988240481
5,-8,1,0.122011133344122
5,-8,2,0.337398719532822
5,-8,3,0.54694642037234
5,-8,4,0.584414210357475
5,-8,5,0.598576616038397
5,-8,6,0.624036259732034
5,-8,7,0.624625827869692
5,-8,8,0.651588118015791
5,-8,9,0.655744571114068
5,-8,10,0.642820676089888
5,-8,11,0.639850192861622
5,-8,12,0.660329165008099
5,-8,13,0.63987524718002
5,-8,14,0.617848119594552
5,-8,15,0.581714720192001
5,-8,16,0.574334642913186
5,-8,17,0.532863157620057
5,-8,18,0.489586875967628
5,-8,19,0.472333182189415
5,-8,20,0.442153740159178
5,-8,21,0.403994256332773
5,-8,22,0.253026562417906
5,-8,23,0.0735310959617352
5,-8,24,0
5,-8,25,0
5,-8,26,0
5,-8,27,0
5,-8,28,0
5,-8,29,0
5,-8,30,0
5,-7,-7,2.49703103300108e-06
5,-7,-6,6.36998275174228e-06
5,-7,-5,2.1850911378045e-05
5,-7,-4,8.81871070105833e-05
5,-7,-3,0.00038171698754378
5,-7,-2,0.00169537054582634
5,-7,-1,0.00754446605053803
5,-7,0,0.0326074618480626
5,-7,1,0.125251567913202
5,-7,2,0.345827837209321
5,-7,3,0.556884266830205
5,-7,4,0.593649550280741
5,-7,5,0.61656830250266
5,-7,6,0.635423088536398
5,-7,7,0.638637686576929
5,-7,8,0.66465790461677
5,-7,9,0.660514174522757
5,-7,10,0.644889251635653
5,-7,11,0.674256226776716
5,-7,12,0.667816469645617
5,-7,13,0.638087301511871
5,-7,14,0.611240987712988
5,-7,15,0.596043040391478
5,-7,16,0.571959411819922
5,-7,17,0.528632487786629
5,-7,18,0.518940274202274
5,-7,19,0.498699104812691
5,-7,20,0.408676569831306
5,-7,21,0.425568351901814
5,-7,22,0.273949393296717
5,-7,23,0.0846365353030522
5,-7,24,0
5,-7,25,0
5,-7,26,0
5,-7,27,0
5,-7,28,0
5,-7,29,0
5,-7,30,0
5,-6,-6,1.2534465601864e-05
5,-6,-5,3.16795384869493e-05
5,-6,-4,0.000107306875217154
5,-6,-3,0.000427286374852584
5,-6,-2,0.00182301199778493
5,-6,-1,0.0079410418785079
5,-6,0,0.0338882890753116
5,-6,1,0.129134802271654
5,-6,2,0.355074559549228
5,-6,3,0.566456193395347
5,-6,4,0.598546878998539
5,-6,5,0.624671593824905
5,-6,6,0.64313679368946
5,-6,7,0.657544224346741
5,-6,8,0.674989541238538
5,-6,9,0.662324832378199
5,-6,10,0.670900396044624
5,-6,11,0.693006250967915
5,-6,12,0.668069236338166
5,-6,13,0.633091764273704
5,-6,14,0.62438791789324
5,-6,15,0.60530314286231
5,-6,16,0.560921833474847
5,-6,17,0.563420283353972
5,-6,18,0.545489219993257
5,-6,19,0.4560170023159
5,-6,20,0.439197094206965
5,-6,21,0.437688831986075
5,-6,22,0.292525113563077
5,-6,23,0.0902840915893913
5,-6,24,0
5,-6,25,0
5,-6,26,0
5,-6,27,0
5,-6,28,0
5,-6,29,0
5,-6,30,0
5,-5,-5,6.20800965265855e-05
5,-5,-4,0.000155485112418079
5,-5,-3,0.000520056556050638
5,-5,-2,0.00204089227772975
5,-5,-1,0.00853624049387978
5,-5,0,0.0356368121393486
5,-5,1,0.133991047547026
5,-5,2,0.365635000187009
5,-5,3,0.57506122641634
5,-5,4,0.604123717612119
5,-5,5,0.637418021160578
5,-5,6,0.645268920287786
5,-5,7,0.676454960633465
5,-5,8,0.681414220006692
5,-5,9,0.662682408011867
5,-5,10,0.700809951691315
5,-5,11,0.696765982320623
5,-5,12,0.66072696766045
5,-5,13,0.644005216956684
5,-5,14,0.623261087973915
5,-5,15,0.602161963040743
5,-5,16,0.603212963301958
5,-5,17,0.580695472851494
5,-5,18,0.502162791498969
5,-5,19,0.472374796471372
5,-5,20,0.43520727423295
5,-5,21,0.447067617702206
5,-5,22,0.275639019737956
5,-5,23,0.0986918014361569
5,-5,24,0
5,-5,25,0
5,-5,26,0
5,-5,27,0
5,-5,28,0
5,-5,29,0
5,-5,30,0
5,-4,-4,0.00030341654735145
5,-4,-3,0.000752989913123208
5,-4,-2,0.00248386812890485
5,-4,-1,0.00955056188322727
5,-4,0,0.0382443245667176
5,-4,1,0.140453323223944
5,-4,2,0.378022525826942
5,-4,3,0.582840699754695
5,-4,4,0.61207749950063
5,-4,5,0.649927138631464
5,-4,6,0.658262927277616
5,-4,7,0.688186791004686
5,-4,8,0.672965738107199
5,-4,9,0.692609780310841
5,-4,10,0.71261817558436
5,-4,11,0.687111094525448
5,-4,12,0.672119779691218
5,-4,13,0.656923616361194
5,-4,14,0.64535000822704
5,-4,15,0.641930644596466
5,-4,16,0.598020184605785
5,-4,17,0.540943819235901
5,-4,18,0.522099356883496
5,-4,19,0.481737685701765
5,-4,20,0.438889458088279
5,-4,21,0.440300379368406
5,-4,22,0.236301584758133
5,-4,23,0.106805478092679
5,-4,24,0
5,-4,25,0
5,-4,26,0
5,-4,27,0
5,-4,28,0
5,-4,29,0
5,-4,30,0
5,-3,-3,0.00146245186267111
5,-3,-2,0.00359065484355361
5,-3,-1,0.0116066042584816
5,-3,0,0.0426519332891937
5,-3,1,0.149817601893965
5,-3,2,0.393379455192901
5,-3,3,0.590997508153729
5,-3,4,0.626541398026691
5,-3,5,0.67327648213439
5,-3,6,0.676084291986723
5,-3,7,0.693240992528419
5,-3,8,0.682411081166287
5,-3,9,0.717454615572031
5,-3,10,0.707625214166231
5,-3,11,0.687503120650245
5,-3,12,0.684425998610641
5,-3,13,0.685296952290429
5,-3,14,0.668274315787364
5,-3,15,0.600579856847246
5,-3,16,0.57726660312395
5,-3,17,0.563992766564395
5,-3,18,0.532866488697984
5,-3,19,0.482311388318475
5,-3,20,0.436945920932197
5,-3,21,0.403259984170287
5,-3,22,0.202322681387181
5,-3,23,0.112122169693911
5,-3,24,0
5,-3,25,0
5,-3,26,0
5,-3,27,0
5,-3,28,0
5,-3,29,0
5,-3,30,0
5,-2,-2,0.00692292244176414
5,-2,-1,0.0166894471108804
5,-2,0,0.0514540988218102
5,-2,1,0.165087189646216
