"Month","Tmin","Tmax","CP"
4,-10,-3,0.000324788965432026
4,-10,-2,0.00150379917593437
4,-10,-1,0.00686561854661265
4,-10,0,0.0301636602278886
4,-10,1,0.116929888568413
4,-10,2,0.322988051633713
4,-10,3,0.526851390587207
4,-10,4,0.560709951799859
4,-10,5,0.57249230211035
4,-10,6,0.597252958737598
4,-10,7,0.611498961241617
4,-10,8,0.617885544358289
4,-10,9,0.630012896643935
4,-10,10,0.634456685867217
4,-10,11,0.620294153866761
4,-10,12,0.61321150782304
4,-10,13,0.619450425569108
4,-10,14,0.587002587951479
4,-10,15,0.585754656979414
4,-10,16,0.542846005828651
4,-10,17,0.523502324759413
4,-10,18,0.49250197295848
4,-10,19,0.450651366612833
4,-10,20,0.402045913403738
4,-10,21,0.386399086627249
4,-10,22,0.223747437481346
4,-10,23,0.0253650271301423
4,-10,24,0
4,-10,25,0
4,-10,26,0
4,-10,27,0
4,-10,28,0
4,-10,29,0
4,-10,30,0
4,-9,-9,9.49936144192577e-08
4,-9,-8,2.47391284613143e-07
4,-9,-7,8.71780960748281e-07
4,-9,-6,3.61689730989666e-06
4,-9,-5,1.60835371717178e-05
4,-9,-4,7.34326526078484e-05
4,-9,-3,0.000337915804969707
4,-9,-2,0.00155230848828956
4,-9,-1,0.00705020579317423
4,-9,0,0.0308700281519067
4,-9,1,0.11948528254734
4,-9,2,0.330333909110903
4,-9,3,0.537245691789347
4,-9,4,0.572317962143094
4,-9,5,0.583387605091993
4,-9,6,0.611126518481148
4,-9,7,0.621638155937897
4,-9,8,0.63653978091872
4,-9,9,0.641304664723695
4,-9,10,0.63985691287677
4,-9,11,0.625356184279576
4,-9,12,0.64119985249821
4,-9,13,0.633721887157143
4,-9,14,0.611060188683365
4,-9,15,0.567323844869707
4,-9,16,0.552257118124743
4,-9,17,0.543173899691243
4,-9,18,0.495389702316226
4,-9,19,0.448980777116654
4,-9,20,0.429203010890697
4,-9,21,0.431978233525814
4,-9,22,0.220384176860447
4,-9,23,0.0456817891982725
4,-9,24,0
4,-9,25,0
4,-9,26,0
4,-9,27,0
4,-9,28,0
4,-9,29,0
4,-9,30,0
4,-8,-8,4.90521509765337e-07
4,-8,-7,1.26475990200498e-06
4,-8,-6,4.39826693967763e-06
4,-8,-5,1.79994436412584e-05
4,-8,-4,7.89777894360727e-05
4,-8,-3,0.000355854856061494
4,-8,-2,0.00161457799088993
4,-8,-1,0.0072754942412982
4,-8,0,0.0316943085877929
4,-8,1,0.122332186757843
4,-8,2,0.338105170661007
4,-8,3,0.547473845528896
4,-8,4,0.58482392107549
4,-8,5,0.600762170970375
4,-8,6,0.623074051834943
4,-8,7,0.628829019354051
4,-8,8,0.650711035166988
4,-8,9,0.654275211960247
4,-8,10,0.643745518581436
4,-8,11,0.64408959602978
4,-8,12,0.658417537865084
4,-8,13,0.640378318388716
4,-8,14,0.611751773844155
4,-8,15,0.572572351258087
4,-8,16,0.575684994020663
4,-8,17,0.537978782744958
4,-8,18,0.492741280125016
4,-8,19,0.476225161663731
4,-8,20,0.44999957788759
4,-8,21,0.404168344648782
4,-8,22,0.246125580145462
4,-8,23,0.0610314551166776
4,-8,24,0
4,-8,25,0
4,-8,26,0
4,-8,27,0
4,-8,28,0
4,-8,29,0
4,-8,30,0
4,-7,-7,2.49672906642542e-06
4,-7,-6,6.37619785378145e-06
4,-7,-5,2.18903727533985e-05
4,-7,-4,8.83878226555476e-05
4,-7,-3,0.000382683006643978
4,-7,-2,0.00169997890674551
4,-7,-1,0.00756532989252285
4,-7,0,0.0326985905682458
4,-7,1,0.125601703311269
4,-7,2,0.346553186641709
4,-7,3,0.557246096861678
4,-7,4,0.59295673789834
4,-7,5,0.618093956735271
4,-7,6,0.632249180003672
4,-7,7,0.641289262559377
4,-7,8,0.66323668250861
4,-7,9,0.659599970610132
4,-7,10,0.649753080781946
4,-7,11,0.675260988590577
4,-7,12,0.666462716144327
4,-7,13,0.633796001986496
4,-7,14,0.602993007580799
4,-7,15,0.598992024181751
4,-7,16,0.578873901375986
4,-7,17,0.530376153479595
4,-7,18,0.519967587750764
4,-7,19,0.503105201299406
4,-7,20,0.412907741471429
4,-7,21,0.415802675038581
4,-7,22,0.264239691192211
4,-7,23,0.0670795274998937
4,-7,24,0
4,-7,25,0
4,-7,26,0
4,-7,27,0
4,-7,28,0
4,-7,29,0
4,-7,30,0
4,-6,-6,1.25332088891775e-05
4,-6,-5,3.17138557339035e-05
4,-6,-4,0.000107517891271282
4,-6,-3,0.000428331863264078
4,-6,-2,0.00182803165648992
4,-6,-1,0.00796335206233539
4,-6,0,0.0339847090668244
4,-6,1,0.129497011190328
4,-6,2,0.355862323168621
4,-6,3,0.566317829491182
4,-6,4,0.597617838685087
4,-6,5,0.624805320302537
4,-6,6,0.639673678188684
4,-6,7,0.658250973392065
4,-6,8,0.672164733429111
4,-6,9,0.663083310676748
4,-6,10,0.673568231774468
4,-6,11,0.691777758014644
4,-6,12,0.66436462954429
4,-6,13,0.627517923075954
4,-6,14,0.627305720313704
4,-6,15,0.61449601756275
4,-6,16,0.563503149769999
4,-6,17,0.56044113161638
4,-6,18,0.549494280348941
4,-6,19,0.45999097654153
4,-6,20,0.430268878184476
4,-6,21,0.427458652030666
4,-6,22,0.291662280935537
4,-6,23,0.0728446930848317
4,-6,24,0
4,-6,25,0
4,-6,26,0
4,-6,27,0
4,-6,28,0
4,-6,29,0
4,-6,30,0
4,-5,-5,6.20749198690752e-05
4,-5,-4,0.000155668561064923
4,-5,-3,0.00052115335280936
4,-5,-2,0.00204619081334332
4,-5,-1,0.00856030551297663
4,-5,0,0.0357398139488324
4,-5,1,0.134359164185235
4,-5,2,0.366409459333461
4,-5,3,0.57529412336655
4,-5,4,0.603862427749994
4,-5,5,0.637634545215638
4,-5,6,0.647254256144849
4,-5,7,0.676772437201728
4,-5,8,0.677375023585504
4,-5,9,0.668583415576871
4,-5,10,0.700496463997262
4,-5,11,0.693896533063681
4,-5,12,0.654606413096705
4,-5,13,0.644803087100692
4,-5,14,0.633689141269093
4,-5,15,0.603362201746027
4,-5,16,0.600347389972985
4,-5,17,0.582511434594866
4,-5,18,0.497593042173794
4,-5,19,0.463136145710138
4,-5,20,0.421910149815143
4,-5,21,0.430345389127426
4,-5,22,0.284374842961923
4,-5,23,0.0786675583134777
4,-5,24,0
4,-5,25,0
4,-5,26,0
4,-5,27,0
4,-5,28,0
4,-5,29,0
4,-5,30,0
4,-4,-4,0.000303395446670008
4,-4,-3,0.000753940734113218
4,-4,-2,0.00248940946285471
4,-4,-1,0.00957652514301214
4,-4,0,0.0383551265569001
4,-4,1,0.140843348276086
4,-4,2,0.3788243558473
4,-4,3,0.582776219985565
4,-4,4,0.613734068735397
4,-4,5,0.648502792943514
4,-4,6,0.661298823370498
4,-4,7,0.687676378571539
4,-4,8,0.673959888154836
4,-4,9,0.693519899044962
4,-4,10,0.712018031311983
4,-4,11,0.681891303970064
4,-4,12,0.672454084051692
4,-4,13,0.666484670173542
4,-4,14,0.647459585070024
4,-4,15,0.63604247882019
4,-4,16,0.598065156210606
4,-4,17,0.537405348530101
4,-4,18,0.516169824263195
4,-4,19,0.473865458675776
4,-4,20,0.427471597983879
4,-4,21,0.436102105208707
4,-4,22,0.248326846293557
4,-4,23,0.0841940870125756
4,-4,24,0
4,-4,25,0
4,-4,26,0
4,-4,27,0
4,-4,28,0
4,-4,29,0
4,-4,30,0
4,-3,-3,0.00146236690571
4,-3,-2,0.00359543708664041
4,-3,-1,0.0116336021663962
4,-3,0,0.0427705519817699
4,-3,1,0.150230729481841
4,-3,2,0.394206573607781
4,-3,3,0.590965965399829
4,-3,4,0.626603865380663
4,-3,5,0.669378442217139
4,-3,6,0.677220560637345
4,-3,7,0.689517404440127
4,-3,8,0.686569638168387
4,-3,9,0.716458194614718
4,-3,10,0.701332842282699
4,-3,11,0.688213533914309
4,-3,12,0.694438663922074
4,-3,13,0.686057656014413
4,-3,14,0.663730525070337
4,-3,15,0.591166710473567
4,-3,16,0.572125724725266
4,-3,17,0.552633827294394
4,-3,18,0.523259671582107
4,-3,19,0.478216145236269
4,-3,20,0.439777090509146
4,-3,21,0.411602367411066
4,-3,22,0.215779920754868
4,-3,23,0.0869359768870736
4,-3,24,0
4,-3,25,0
4,-3,26,0
4,-3,27,0
4,-3,28,0
4,-3,29,0
4,-3,30,0
4,-2,-2,0.00692258747025672
4,-2,-1,0.0167124761919742
4,-2,0,0.0515753285516145
4,-2,1,0.165517195542011
4,-2,2,0.414685291254603
4,-2,3,0.600577128683911
4,-2,4,0.631173749105983
4,-2,5,0.676688133098519
4,-2,6,0.697154254660805
4,-2,7,0.682358785763529
4,-2,8,0.717654784437147
4,-2,9,0.708806106167541
4,-2,10,0.700416050024893
4,-2,11,0.707387920644963
4,-2,12,0.712869837914939
4,-2,13,0.696150109568477
4,-2,14,0.614690216091122
4,-2,15,0.603383251386094
4,-2,16,0.554089863313646
4,-2,17,0.569596987340727
4,-2,18,0.527428454963177
4,-2,19,0.483427991051942
4,-2,20,0.406757804389557
4,-2,21,0.374277287196773
4,-2,22,0.236897292454152
4,-2,23,0.0942791765572312
4,-2,24,0
4,-2,25,0
4,-2,26,0
4,-2,27,0
4,-2,28,0
4,-2,29,0
4,-2,30,0
4,-1,-1,0.0315886839560239
4,-1,0,0.0726011700443222
4,-1,1,0.194388477321985
4,-1,2,0.444820591963943
4,-1,3,0.610949534475415
4,-1,4,0.642947307933376
4,-1,5,0.700759826386516
4,-1,6,0.694246775121171
4,-1,7,0.711588729591542
4,-1,8,0.716888542076105
4,-1,9,0.707348750317971
4,-1,10,0.716842422842193
4,-1,11,0.722485236488664
4,-1,12,0.717673431228769
4,-1,13,0.679748822873318
4,-1,14,0.65595292675715
4,-1,15,0.632534264517463
4,-1,16,0.620108806515557
4,-1,17,0.534708936739642
4,-1,18,0.505284245149684
4,-1,19,0.427446636049163
4,-1,20,0.419549830849668
4,-1,21,0.403920155712868
4,-1,22,0.238346968677316
4,-1,23,0.0891211350711618
4,-1,24,0
4,-1,25,0
4,-1,26,0
4,-1,27,0
4,-1,28,0
4,-1,29,0
4,-1,30,0
4,0,0,0.129220937519129
4,0,1,0.256529031740535
4,0,2,0.494619855080402
4,0,3,0.622076308336535
4,0,4,0.661560015920515
4,0,5,0.723863073680491
4,0,6,0.706603426231284
4,0,7,0.725424753153245
4,0,8,0.722941864292957
4,0,9,0.728423726801163
4,0,10,0.730505747410837
4,0,11,0.723544941764032
4,0,12,0.703590214301333
4,0,13,0.700900769211314
4,0,14,0.67595646078143
4,0,15,0.594061681037396
4,0,16,0.590626129637263
4,0,17,0.5106397291987
4,0,18,0.496633192126104
4,0,19,0.468746634450553
4,0,20,0.439450958876738
4,0,21,0.387402763283345
4,0,22,0.249839389720898
4,0,23,0.0688682691675239
4,0,24,0
4,0,25,0
4,0,26,0
4,0,27,0
4,0,28,0
4,0,29,0
4,0,30,0
4,1,1,0.389414304296752
4,1,2,0.581724016166402
4,1,3,0.641740878557478
4,1,4,0.682473706760432
4,1,5,0.747963799349064
4,1,6,0.747348730089407
4,1,7,0.744282778348124
4,1,8,0.753637736192192
4,1,9,0.762726660826617
4,1,10,0.746739515867733
4,1,11,0.730815791980206
4,1,12,0.716347237226324
4,1,13,0.687213246221888
4,1,14,0.660858677221049
4,1,15,0.511182734795218
4,1,16,0.594582430562431
4,1,17,0.305531282461319
4,1,18,0.517735688433396
4,1,19,0.428795639720254
4,1,20,0.406438903603559
4,1,21,0.344440198077878
4,1,22,0.236627040950816
4,1,23,0.050829008021648
4,1,24,0
4,1,25,0
4,1,26,0
4,1,27,0
4,1,28,0
4,1,29,0
4,1,30,0
4,2,2,0.650333115256681
4,2,3,0.65989194190913
4,2,4,0.692204092808563
4,2,5,0.760816085507551
4,2,6,0.749805336947265
4,2,7,0.765829527053576
4,2,8,0.767110535422567
4,2,9,0.772380695942991
4,2,10,0.770524531087965
4,2,11,0.758867740029423
4,2,12,0.737830039396515
4,2,13,0.686558512101145
4,2,14,0.704059562964821
4,2,15,0.609565067787025
4,2,16,0.618402745856813
4,2,17,0.525787964389841
4,2,18,0.27969747178579
4,2,19,0.31062432872673
4,2,20,0.421629873593636
4,2,21,0.331299993959476
4,2,22,0.214882821123645
4,2,23,0.00253166551875456
4,2,24,0
4,2,25,0
4,2,26,0
4,2,27,0
4,2,28,0
4,2,29,0
4,2,30,0
4,3,3,0.673849968504271
4,3,4,0.707018137365898
4,3,5,0.771424656648534
4,3,6,0.781132594037325
4,3,7,0.78403861176882
4,3,8,0.776914467668205
4,3,9,0.755295315572329
4,3,10,0.747024518004529
4,3,11,0.733974576797171
4,3,12,0.715202426596328
4,3,13,0.671707986889271
4,3,14,0.635431112592732
4,3,15,0.594661659364689
4,3,16,0.516235405563445
4,3,17,0.45485414972832
4,3,18,0.336429974510412
4,3,19,0.266978554049324
4,3,20,0.307905088104066
4,3,21,0.257497374965411
4,3,22,0.159664378518243
4,3,23,0
4,3,24,0
4,3,25,0
4,3,26,0
4,3,27,0
4,3,28,0
4,3,29,0
4,3,30,0
4,4,4,0.733759589903758
4,4,5,0.784508471876006
4,4,6,0.783167832766274
4,4,7,0.785130960229569
4,4,8,0.774401702373044
4,4,9,0.773490292573222
4,4,10,0.766321808596824
4,4,11,0.752591251653305
4,4,12,0.736876736274935
4,4,13,0.713405368224374
4,4,14,0.682801654693942
4,4,15,0.646738021041089
4,4,16,0.619241882172687
4,4,17,0.60900691922954
4,4,18,0.580962390582064
4,4,19,0.529584637708821
4,4,20,0.458353500328626
4,4,21,0.258195887044588
4,4,22,0.096440261599969
4,4,23,0
4,4,24,0
4,4,25,0
4,4,26,0
4,4,27,0
4,4,28,0
4,4,29,0
4,4,30,0
4,5,5,0.805210383769932
4,5,6,0.817154044873222
4,5,7,0.825765365330282
4,5,8,0.825832243163999
4,5,9,0.825176910543241
4,5,10,0.822192375851783
4,5,11,0.818352974990418
4,5,12,0.809042148953832
